,gameId,TeamTwoWin,Team1P1,Team1P2,Team1P3,Team1P4,Team1P5,Team2P1,Team2P2,Team2P3,Team2P4,Team2P5,Team1P1Role,Team1P2Role,Team1P3Role,Team1P4Role,Team1P5Role,Team2P1Role,Team2P2Role,Team2P3Role,Team2P4Role,Team2P5Role,Team1P1SID,Team1P2SID,Team1P3SID,Team1P4SID,Team1P5SID,Team2P1SID,Team2P2SID,Team2P3SID,Team2P4SID,Team2P5SID,T1P1LP,T1P2LP,T1P3LP,T1P4LP,T1P5LP,T2P1LP,T2P2LP,T2P3LP,T2P4LP,T2P5LP,T1P1WR,T1P2WR,T1P3WR,T1P4WR,T1P5WR,T2P1WR,T2P2WR,T2P3WR,T2P4WR,T2P5WR,T1P1CM,T1P2CM,T1P3CM,T1P4CM,T1P5CM,T2P1CM,T2P2CM,T2P3CM,T2P4CM,T2P5CM,Team1P1PostChampOccurTimes,Team1P1PostPositiveScore,Team1P1PostNegativeScore,Team1P2PostChampOccurTimes,Team1P2PostPositiveScore,Team1P2PostNegativeScore,Team1P3PostChampOccurTimes,Team1P3PostPositiveScore,Team1P3PostNegativeScore,Team1P4PostChampOccurTimes,Team1P4PostPositiveScore,Team1P4PostNegativeScore,Team1P5PostChampOccurTimes,Team1P5PostPositiveScore,Team1P5PostNegativeScore,Team2P1PostChampOccurTimes,Team2P1PostPositiveScore,Team2P1PostNegativeScore,Team2P2PostChampOccurTimes,Team2P2PostPositiveScore,Team2P2PostNegativeScore,Team2P3PostChampOccurTimes,Team2P3PostPositiveScore,Team2P3PostNegativeScore,Team2P4PostChampOccurTimes,Team2P4PostPositiveScore,Team2P4PostNegativeScore,Team2P5PostChampOccurTimes,Team2P5PostPositiveScore,Team2P5PostNegativeScore,Team1P1CommentChampOccurTimes,Team1P1CommentPositiveScore,Team1P1CommentNegativeScore,Team1P2CommentChampOccurTimes,Team1P2CommentPositiveScore,Team1P2CommentNegativeScore,Team1P3CommentChampOccurTimes,Team1P3CommentPositiveScore,Team1P3CommentNegativeScore,Team1P4CommentChampOccurTimes,Team1P4CommentPositiveScore,Team1P4CommentNegativeScore,Team1P5CommentChampOccurTimes,Team1P5CommentPositiveScore,Team1P5CommentNegativeScore,Team2P1CommentChampOccurTimes,Team2P1CommentPositiveScore,Team2P1CommentNegativeScore,Team2P2CommentChampOccurTimes,Team2P2CommentPositiveScore,Team2P2CommentNegativeScore,Team2P3CommentChampOccurTimes,Team2P3CommentPositiveScore,Team2P3CommentNegativeScore,Team2P4CommentChampOccurTimes,Team2P4CommentPositiveScore,Team2P4CommentNegativeScore,Team2P5CommentChampOccurTimes,Team2P5CommentPositiveScore,Team2P5CommentNegativeScore,T1P1ChampWR,T1P2ChampWR,T1P3ChampWR,T1P4ChampWR,T1P5ChampWR,T2P1ChampWR,T2P2ChampWR,T2P3ChampWR,T2P4ChampWR,T2P5ChampWR
4930,3908362366,Fail,14,19,4,235,223,111,202,126,117,131,TOP,JUNGLE,MIDDLE,DUO_SUPPORT,DUO_CARRY,DUO_SUPPORT,DUO_CARRY,TOP,MIDDLE,JUNGLE,eFovdtHsJbnH6StJKneqgcoLFFOy86OOweM6gcYIHMtdlLo,F-W8l3-t9CYFM4r2z3ISuSV62xqa0OvkFApx7jcObciI9d66,2DfX6sSzNFi6_Z7b1Av9srm3CfP1YdUtiJglAlttlwiHwVg,ChlqFisGb5xkwHTho_Jh9_jfcMwIy3qMkelrEXMB62pxbEk,GhPTA7InuJnprS_7dYD8Woff0DEhmVaZiyp_NVTjW_gfrl4,X2XSJI3Iy_Rf7kdrjVQzkVnqPBzPcnLvu3VGItdD17_2Fao,JJsZnZsqNWlHLpOm4giafaombYjfVa5D0L8s3WSyDoWQ2Y8,Fq7z4BwMZpwJdr-GFu0ocleFv2p4U9sHAqB5fReRIy6cWlQ,qwxi70NeGndLbjBW4tsior6o0DwkZ26hy1Uw8u8BIZGTjQw,3ziIrns-jHHux85DkrlnND_w3IKZk3ProU8h4_t54wkdtEhF,200,200,200,200,200,200,200,630,200,200,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.5054678007290401,0.544,0.544,1000,1000,1000,1000,1000,1000,1000,11101,1000,1000,81,0.1843823235967885,0.5559736054118086,22,0.3944684826809425,0.5695145304610091,0,0.0,0.0,163,0.18947281526482626,0.5305904004631973,0,0.0,0.0,83,0.0,0.0,50,0.6839281333529431,0.8320459091081852,67,0.0,0.5029638220624226,55,0.5385229546090831,0.5650070673081933,44,0.43383081425791203,0.8268476844560809,194,0.0,0.0,69,0.1763445244239834,0.0,0,0.0,0.0,340,0.5108058018734937,0.0,0,0.0,0.0,136,0.20087549964446488,0.0,121,0.0,0.0,113,0.001670113195378873,0.0,189,0.40830424607010696,0.0,153,0.4155801206090004,0.3159859753274298,0.5283,0.5144,0.4916,0.5275,0.5429,0.5034,0.511,0.5113,0.5068,0.4857
4434,3907699919,Fail,111,64,84,5,145,82,18,53,517,203,DUO_SUPPORT,TOP,MIDDLE,JUNGLE,DUO_CARRY,TOP,DUO_CARRY,DUO_SUPPORT,MIDDLE,JUNGLE,EHxABZ3Jo2WMe4YHWhKlz37IZENKIkK6xHgjCwuyhs2xzgs,otKhP73wsbeJcdsMnf-RANhzzje4ggq2e5Rd9R-BJMbFoz4,h8qn2lv_dIqWgG1L5qvHrf5Frml3iRjmyIIqa_jkLFmT9Ns,oXjoZLbhlxB9LA1CEb5jm5E17xC29P4bNSP-T2UsMJYdJMU-i9IeVezE-g,y0Gr8KTHxUKzL79Gp-Q83ey_gcM-ysPtYf0nXVvlMMG8w28,NEuYrQvx7NJBKR81S4FxbDD7XAinbcEa4gNDxPi2pc5JqiI,r22_6v0G3vMBCDNwS-KusCqPgEmq4tITr0UMQlu7tUGG3NQ,fSZjRVRqid-HvXjqcEShgqko4sMiRovRwU4YVK8QRm0tyb8,WQ-7KIjhd9TvOPuAGIgU8eCUMwnKIxlz9qyBoewcahY9Zmk,OMCKVuCtUnAYPXUaagavBRqmlkDwph8sC5nHwiGeWRWWYwA,774,430,713,684,315,584,844,716,414,345,0.5503875968992248,0.5446428571428571,0.5330396475770925,0.523728813559322,0.5138248847926268,0.5467171717171717,0.5712,0.5173453996983409,0.5121212121212121,0.62,26174,23400,45850,46647,180564,493806,126174,1382417,147246,28254,83,0.0,0.0,0,0.0,0.0,121,0.3866821045460908,0.5516560339346165,0,0.0,0.0,0,0.0,0.0,60,0.7091441320336384,0.7482755049699691,152,0.0,0.5238573580253415,13,0.6115183819895206,0.5429235028057564,121,0.36452531762745066,0.5463199644553952,48,0.6657851639001265,0.8015211369933151,136,0.20087549964446488,0.0,0,0.0,0.0,208,0.1944141615405942,0.0,0,0.0,0.0,0,0.0,0.0,115,0.0,0.0,144,0.4006421431214565,0.34555457474349377,43,0.6491820235134435,0.652185470252842,223,0.3719835513050901,0.0,166,0.0,0.0,0.5034,0.5123,0.4776,0.5188,0.5018,0.5106,0.5027,0.5082,0.5016,0.5016
3147,3904774815,Win,18,238,432,131,122,412,64,61,62,222,SOLO,MIDDLE,MIDDLE,JUNGLE,TOP,SOLO,JUNGLE,MIDDLE,TOP,MIDDLE,r22_6v0G3vMBCDNwS-KusCqPgEmq4tITr0UMQlu7tUGG3NQ,3oE2avRmHpSAUzf8B9AzlD-3svSB-2xZmrDHi6wuVYJuBj4,5CKQ8bYWCdnW3AfUHcv4Qjy-1JMMOryUp_xB7pQgh2oHcZkw,6jAPHJCRO0nSka0aEQ3taLdiKUFWg8HVLBXCN0Kw7TO2RPU,XB1xVDMksyuJB9fV9hbjUV7qTF3tLx-HcqXOXpFB71z43bU,s79cnP52_WCSnlYVLhghMoToACLUUJ5m0zTq8fW1V5aK0DL-BfRXuIVgPA,JSksIRrM9W8HcKyqyt-ODC7NlCj1LNRk-O6D3KrE4FjzcHPd,hjZiwXNO93HDpPN2oQ-CDO3qvHnZtL_ZvstKdT5L0ij7JVI,BI82X6gVnZ0-BJchjbYZ2YQqOopObLLbp9OoeOUKhDZTuYKH1J1KNf28AQ,YbQngpMYCmAvkQc1hxBVxVLnWXfM2kTbgPeAIJGDhd_Ces4,844,299,654,505,408,767,685,621,421,626,0.5712,0.5038461538461538,0.5255255255255256,0.5316455696202531,0.509915014164306,0.5182926829268293,0.5233968804159446,0.5127659574468085,0.5648854961832062,0.5879732739420935,126174,1294771,67147,60891,3100530,11375,52641,79619,5577,58519,152,0.0,0.5238573580253415,88,0.7010335792665896,0.8468294496216426,25,0.6760402679443359,0.7852997405499947,44,0.43383081425791203,0.8268476844560809,92,0.6827573418617249,0.8114384347345771,181,0.10654889345169066,0.0,0,0.0,0.0,143,0.0,0.5347101426706082,28,0.0,0.509536368090932,98,0.0,0.5283605470889952,144,0.4006421431214565,0.34555457474349377,209,0.0,0.0,122,0.39580521945818575,0.0,153,0.4155801206090004,0.3159859753274298,234,0.3756133002021708,0.0,154,0.18673419362664645,0.0,0,0.0,0.0,99,0.4361780978765589,0.3847281181967103,52,0.3812719869950635,0.0,168,0.4425661513325183,0.0,0.5027,0.5001,0.5076,0.4857,0.5073,0.5061,0.5123,0.4652,0.5194,0.5083
1134,3901732801,Win,517,14,555,9,110,64,235,246,25,518,TOP,TOP,DUO_SUPPORT,JUNGLE,DUO_CARRY,TOP,DUO_SUPPORT,MIDDLE,JUNGLE,DUO_CARRY,7y-X7BPCockuLP4hUOAHxFHKzwenl8ODnMHf1U9aNcaqaZyo,j9yKph3xPPCYRsNYp9s0NGxKRMb9c0nHuxdWpySDsPtGLWE,_gskkBxz12wIdvAx5eaUpGdBZCFCm4GMUk53TRV-ciyrxLzqth2PsSq8zA,z26fcsfxWYc9CO_-gdv7hUfs_PQZ6I48xp9Iu2LD02XXH3Ryjha4mPo_TA,ADxcPNhX_ytU39Jef89VkG8RR_Xxubmtjsy8OfXeISsXkVnW,CwCinfdkbyvbZh1Y4ESqmkEMqCIDJnA0B2bYpmBN2s32uAfW,jsbk__P9uo_J9YQ-lI3gYb_iB99PM3j393ue7uvrgRf8Vqxv,nhx5X8gBnwxB98vlfh5XgKJvSBr8UkfGu8LuqHF2w1fGM78,V0u5rbFaEJjDr-wRCfKxG5vViXzuw78vGXUC9mG4crVHoAo,owrBF7SgA4OG9ozeNooI-5yMarTDI9W2teTlELPs_rEsfBE,534,277,577,349,518,311,705,418,284,626,0.5133437990580848,0.5714285714285714,0.5256410256410257,0.5848214285714286,0.5220125786163522,0.5843373493975904,0.5823529411764706,0.5521739130434783,0.5389221556886228,0.5334538878842676,305457,15903,109826,94931,43848,4870,6569,159422,1938,183121,121,0.36452531762745066,0.5463199644553952,81,0.1843823235967885,0.5559736054118086,32,0.7017161493716032,0.8023075323279311,0,0.0,0.0,87,0.0,0.50210887339057,0,0.0,0.0,163,0.18947281526482626,0.5305904004631973,37,0.4954826308333356,0.5951321561162065,107,0.19246245985445767,0.584769714169386,32,0.5481866629227348,0.5882117079525458,223,0.3719835513050901,0.0,194,0.0,0.0,130,0.3743257055013003,0.0,0,0.0,0.0,108,0.0,0.0,0,0.0,0.0,340,0.5108058018734937,0.0,102,0.3939707338178116,0.31629167129467056,223,0.3922478895726558,0.3049262367285691,107,0.0,0.0,0.5016,0.5283,0.5346,0.5293,0.4991,0.5123,0.5275,0.5096,0.5135,0.5324
4041,3905239522,Fail,526,110,28,203,92,57,84,202,5,875,DUO_SUPPORT,DUO_CARRY,JUNGLE,MIDDLE,TOP,TOP,MIDDLE,DUO_CARRY,JUNGLE,DUO_SUPPORT,2978Fb3zGwrn2FDvqahHGugfoWpadoEVtPZAsLJItrrMH3FJAWSdRbIMbA,uibkXmlumOxZqwx3PVhw-jU_EAixbFWgptDtrogyTwJWyUg,3Vdke8AKGo8tb7pPkbKVfEt_zzwkWgYQWUFOOXmKWkmGwr0,0FrXnZrnU0CJyYKIzKFs35av_bLyCwSlsqEDrFQLrwyLOhv9PaEhytv_bg,JRTPYasCNYlGr4tywfcy2yF5ei1smue0p5THs78rr3XkTjbI,w6eRA6OPiZd_Yozn711en64C6tbR4lSQtUPEHhivxb-3fSo,y3jSt96px_zD9WecLjoaPFrPrwFobPQLT2IZlTmNwudalwE,zNxFhcasSp8DtGZaoPLmmN3POK5kIuL9O055NZKYm6yCroo,7K5KXB0yy8FgMYR7S2nn2dBUpsD2Cn0jeA8GNPbqrByQwRuyn3pek3hE6g,C3KnDmMI-nID7Yjc1V1qwH2sm1tmoIq0tLGgubaOV1CRHXXG,1140,771,867,824,1463,200,1607,852,349,1576,0.5489749430523918,0.5695364238410596,0.5491525423728814,0.5688073394495413,0.5967078189300411,0.544,0.5739910313901345,0.5241379310344828,0.6137931034482759,0.5632582322357019,23478,22903,236584,205766,210840,1000,36554,116827,69297,69962,103,0.0,0.0,87,0.0,0.50210887339057,15,0.3687362085218015,0.5406560112790364,48,0.6657851639001265,0.8015211369933151,41,0.6384203485820603,0.5400364428031735,15,0.6170432697171749,0.5605795034548131,121,0.3866821045460908,0.5516560339346165,50,0.6839281333529431,0.8320459091081852,0,0.0,0.0,76,0.17620555836221444,0.55410425837447,86,0.40661902225480906,0.6303040044648306,108,0.0,0.0,41,0.5813658159528942,0.6221502268469179,166,0.0,0.0,122,0.18517306499683395,0.0,49,0.6558100840228186,0.6519646497515887,208,0.1944141615405942,0.0,121,0.0,0.0,0,0.0,0.0,177,0.0,0.0,0.4836,0.4991,0.5243,0.5016,0.5231,0.5325,0.4776,0.511,0.5188,0.5113
3714,3887987556,Win,517,20,43,202,12,432,15,69,77,126,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,zFcTu92MiNmKLzVsoQ2Hx0Stzl5hfinZMcb_mtoxq1DMkPvY,zQQcr3C7hJ0R1LDN8MAey4iem8tabtLi62iIoBBYXik-eHM,kV7yvXtm-Oz4eQLn32_4SG7HcroQ5ypI2KFwkSJ2Au0DgpI,B3d37wFnW3LkzxNs7QV5xkmQ4S5CnOSH9QW7HXkPbeZOx9M,Mm8rzsmBtXSdh76vdhfyml0F0w6VLzGD0Z7myV1K0zDb2eQfXDuDl293gA,zVdObxUZ8Z1ZxGm7gP9clnNqsJqbentdwkxiB5CSXPgdMYzQ,J6QcJR5f93XtwTdsfrR0x3hO4KymLfoimwfPbrBpBowWDx8,RTtOy4OToQ9Pizk2xAG0jNqI-TNwcS0MUPWt4q-YB0V2dLo,acW02FxgZIgqGnmt2GZGv1BywGuJ_Un0--pVCOPbAtDIjaA,LUfm_nqQUNEMV8eQlxLcJp5fqkFBhGkMHDjiLcid1Ev-nDmu,200,673,661,200,748,890,870,522,603,635,0.544,0.5380434782608695,0.5204262877442274,0.544,0.5255255255255256,0.5952380952380952,0.525974025974026,0.5249266862170088,0.5097451274362819,0.565359477124183,1000,654138,96981,1000,157471,301775,45876,82106,59868,24192,121,0.36452531762745066,0.5463199644553952,0,0.0,0.0,30,0.0,0.51813592271107,50,0.6839281333529431,0.8320459091081852,114,0.0,0.0,25,0.6760402679443359,0.7852997405499947,12,0.37819286740344493,0.5677611944152088,16,0.3816450191580731,0.5662271453113091,195,0.0,0.5311363499339034,67,0.0,0.5029638220624226,223,0.3719835513050901,0.0,0,0.0,0.0,102,0.2037883908504311,0.0,121,0.0,0.0,78,0.20641328504986986,0.0,122,0.39580521945818575,0.0,50,0.6832895706483416,0.6557718979847895,21,0.5828113652792078,0.31981389553515943,269,0.0,0.0,113,0.001670113195378873,0.0,0.5016,0.505,0.4778,0.511,0.5015,0.5076,0.5184,0.5078,0.4838,0.5113
2489,3870201761,Win,201,62,203,115,25,412,84,131,222,58,DUO_SUPPORT,TOP,MIDDLE,DUO_CARRY,JUNGLE,DUO_SUPPORT,MIDDLE,JUNGLE,DUO_CARRY,TOP,dQLrFLjQzdm7T-_Nsg1QF0mlwP52rmvEX68L-431sb3nS1M,tlsKRVVPJu6TQ-tA5B0aTbUN4Cjb_IQPe58Hzgdrz8yB1tw,0FrXnZrnU0CJyYKIzKFs35av_bLyCwSlsqEDrFQLrwyLOhv9PaEhytv_bg,a39iiSW0IWy1sv7UrVDPyAKH6T3RvImNorbUP9llvcgWgEY,D_oa4tTWHTwiy8GSX7Ch7XPwFbz61h34N3NGGwEMJMvW1ng,4s7DdZbcZWd_a6QL-HUhMl1Z9NwMGL_6R3fPjxEjhUd-dvU,yU3NdftwBjneMyRfG2ZHChBeNdP8W53WGJxAuiyqEjx6Nhs4omW7IMKuBw,RyClDPap4uFwjlIyonCR7BslrcNofTAcwylaZ1vRobs5eHNX,6FIk2Gg67OkliUmVH-VR36HXiKwR9sm-X4k1oVeNmhO2c7Y,Vik3HgmBfVyz1QB2rw_tXrKJCAp3JhlOkaosHLWZ9Dj3-Srv_ZyBwoZmLA,1111,1030,824,926,1159,1018,1132,1260,505,1232,0.5527638190954773,0.5434782608695652,0.5688073394495413,0.5523809523809524,0.529891304347826,0.5170842824601367,0.5350877192982456,0.5614035087719298,0.5023668639053255,0.5402750491159135,4502,1723790,205766,38341,10842,244261,8925,9164,148052,19932,28,0.0,0.0,28,0.0,0.509536368090932,48,0.6657851639001265,0.8015211369933151,18,0.7267454252726789,0.7908334092396061,107,0.19246245985445767,0.584769714169386,181,0.10654889345169066,0.0,121,0.3866821045460908,0.5516560339346165,44,0.43383081425791203,0.8268476844560809,98,0.0,0.5283605470889952,141,0.0,0.0,63,0.4711475747212926,0.0,52,0.3812719869950635,0.0,166,0.0,0.0,62,0.6590197162156392,0.6428039282947391,223,0.3922478895726558,0.3049262367285691,154,0.18673419362664645,0.0,208,0.1944141615405942,0.0,153,0.4155801206090004,0.3159859753274298,168,0.4425661513325183,0.0,94,0.23941831706690705,0.3090607872256985,0.4892,0.5194,0.5016,0.5,0.5135,0.5061,0.4776,0.4857,0.5083,0.4974
810,3909789845,Win,64,150,412,131,360,25,202,103,75,164,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Wil2Uxq4BcrVJb9vvFfqbeGZ4IBvoopBJByOM9TPgFbaxEE,5RRQBLgUm6J29Knt9DKnYnejRJlckfarnL5HaCUFVknVT3I,HhGIfJhjeoQhpAxiv-itmUHEaxyTf0MzNenl3ncVTRBZ5smD,nNcOFQ-P4d7RDmdpKkNdtLjpVlxiPBHXujezuzd16_46p70,qCd4gyWf1m0SlEz0n3hq2RpDcPm9HOewS9-lVg5hZdQFihw,J8KNyswKN5hAvv6ZNGZaKEaZbCg3cLQjGlxfYVbyJ8faaV95,5CKQ8bYWCdnW3AfUHcv4Qjy-1JMMOryUp_xB7pQgh2oHcZkw,CEVUrnz4EVQufSbC8Cnz1nHTNPyhD-O9qvf16w-aXkXRbtA,OeniwGEfkhksvi4taXAwh1kCjlUw5LL2XfPDLSR8cNUh5TRO,rDLfYMWqZ0_MjsJd0VcMcW2Ts1HxC1cadbEODg9SmoYd_xk,467,386,579,200,344,463,654,500,491,628,0.532258064516129,0.5364077669902912,0.5222929936305732,0.544,0.5194660734149055,0.5443548387096774,0.5255255255255256,0.5190217391304348,0.5545171339563862,0.5294117647058824,6234,176920,50491,1000,135284,9251,63628,2845362,433994,311222,0,0.0,0.0,129,0.0,0.0,181,0.10654889345169066,0.0,44,0.43383081425791203,0.8268476844560809,60,0.4186715690985969,0.6168670770598621,107,0.19246245985445767,0.584769714169386,50,0.6839281333529431,0.8320459091081852,50,0.4038942347402158,0.5833144740360539,46,0.7053177517393361,0.7624456359118951,66,0.19116867106893787,0.5342099870123515,0,0.0,0.0,142,0.18818526217457265,0.0,154,0.18673419362664645,0.0,153,0.4155801206090004,0.3159859753274298,135,0.0,0.0,223,0.3922478895726558,0.3049262367285691,121,0.0,0.0,119,0.3740682761997722,0.31407039273868903,153,0.12320603435536576,0.0,125,0.0,0.0,0.5123,0.5,0.5061,0.4857,0.4991,0.5135,0.511,0.5163,0.4941,0.5008
2392,3907839301,Win,64,526,131,4,145,18,79,875,9,222,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,n6CE9QlGD4Ui9eeSMF2mfN7fDGS83z73KQVp-2hBYFicY_MjxgHuBYrmmA,rAS-IZ4slLERTideSqaAwoYygyLGNqwEW_etTOwcJL5zB5o,MGo9-pY-7yQs2dKfvjt7dlWRWzcNBit4O36T43Hm10Ajy2Q,i7ZLuxW48bJuTc0cK_Vx8M_TpVreED7i7bKwkE68xEB4c0Q,ze-jZqdd6HFEq_8c5-XO3dgQU4W2BkHnmuKpa7XjCvS7T3U,JOEon9mWLLdA4bhh8eF7XGjxzM9mSEk7V2f9l9OdIqm8PuQvfZ5lODW0WQ,2978Fb3zGwrn2FDvqahHGugfoWpadoEVtPZAsLJItrrMH3FJAWSdRbIMbA,ti9vPrpTgw_Wmw4tdpBwSPgK5ImGoNBc8936waWtllUMEXS3aZdH8t6EDg,_XC2idBAUOanyT9ksLU6IYdLgAgXt4j7JbdtfP04L5WG5iTF,MvirTjM-yK8LJv_HT2BbAI5H-k-E-PLFwcEQmHv-iFYTECQ,651,200,799,806,831,200,1140,695,638,620,0.5697674418604651,0.544,0.5224806201550387,0.5344506517690876,0.5328467153284672,0.544,0.5489749430523918,0.5268817204301075,0.5718954248366013,0.5632183908045977,2493,1000,8313,107829,561833,1000,16173,7567,260818,23979,0,0.0,0.0,103,0.0,0.0,44,0.43383081425791203,0.8268476844560809,0,0.0,0.0,0,0.0,0.0,152,0.0,0.5238573580253415,70,0.0,0.0,76,0.17620555836221444,0.55410425837447,0,0.0,0.0,98,0.0,0.5283605470889952,0,0.0,0.0,86,0.40661902225480906,0.6303040044648306,153,0.4155801206090004,0.3159859753274298,0,0.0,0.0,0,0.0,0.0,144,0.4006421431214565,0.34555457474349377,47,0.6100757623308538,0.6659888547736328,177,0.0,0.0,0,0.0,0.0,168,0.4425661513325183,0.0,0.5123,0.4836,0.4857,0.4916,0.5018,0.5027,0.5147,0.5113,0.5293,0.5083
5156,3878548275,Fail,498,84,106,107,432,126,555,5,68,81,TOP,MIDDLE,JUNGLE,TOP,TOP,MIDDLE,DUO_SUPPORT,JUNGLE,TOP,DUO_CARRY,tkTijnrzGhiKeaC5palGIz8gbKTiAqQOnlsoawe3bG2fDRPY,am2ofVW1k-ZwfszS8dGSx4uDABBdYtVGXNgw0C_K0RrwT8U,QMlnbLzP27xd_KNsR2gNwU7iqfHTV8jl2rvwCOfRxN7dIQo,cZsIw0_vEpfZ50ACL5Y_Bdy7OlBqbh8ojkqquOHYR2t0GvE,zVdObxUZ8Z1ZxGm7gP9clnNqsJqbentdwkxiB5CSXPgdMYzQ,dyLFybdpvE_5h5OgCD6_OryXtu8gzFUxcNGTb1-lqpwORG4,_5p1zb6jPEL48GQ7LSEf5sxk_8qwrmYg0-hIXi-DpGY9WwQ,5IZcAGdQ0mTw3XwjcnyWI_QTa3vCfWZhUZ8A4vQBktCQU25jSOlnqp78_g,lKSlg85q8QRrBlRReqdtq9chlYyUYdD7jW_f_EwSOVkHnqM,cnrZ5IFDZ21HGilq3JOvtJz4e4XPL9icVGFMe4GcF6jM9F8,1047,1109,681,640,890,887,200,590,899,591,0.5167731629392971,0.5319148936170213,0.5161290322580645,0.5457627118644067,0.5952380952380952,0.5503144654088051,0.544,0.5567010309278351,0.5387596899224806,0.5454545454545454,164913,219328,21157,923292,301775,346934,1000,4196,106962,44988,72,0.0,0.5094686368616617,121,0.3866821045460908,0.5516560339346165,72,0.17866519482239435,0.53661708424731,27,0.7815443025119062,0.8916142008653501,25,0.6760402679443359,0.7852997405499947,67,0.0,0.5029638220624226,32,0.7017161493716032,0.8023075323279311,0,0.0,0.0,239,0.0,0.5063063342396806,54,0.4904878948045814,0.5520335494018183,76,0.0,0.0,208,0.1944141615405942,0.0,95,0.3623008736452029,0.3138811835994968,89,0.08396622191048342,0.0,122,0.39580521945818575,0.0,113,0.001670113195378873,0.0,130,0.3743257055013003,0.0,0,0.0,0.0,464,0.0,0.0,153,0.17745806176755116,0.0,0.4769,0.4776,0.5094,0.501,0.5076,0.5113,0.5346,0.5188,0.5117,0.4785
3696,3891708294,Win,126,56,26,110,9,39,20,517,81,432,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,LUfm_nqQUNEMV8eQlxLcJp5fqkFBhGkMHDjiLcid1Ev-nDmu,adrDlgM-kcC7AMVPAwRVRbheA04ocXn1Bkx79KD_-YY8Z4g,AKKqC0wbnPQJ9gAoziaCxZmhdUS54_JbibziI9DCLb2pWLU,MN-DnA9deC7zqgide-V6LfUppUMdf_UwHFJeAFPNlA464r8,gdeWVqH1JsiQrVFLo1fKuXxSRdjHtUsALzfJVMNa_h1Hh9E,ti9vPrpTgw_Wmw4tdpBwSPgK5ImGoNBc8936waWtllUMEXS3aZdH8t6EDg,UvtcHbjBmb_1Q3BrsGFA8ufqDvEjvtpZNc7IH9zfElTlgbjCF_9pyPsEVQ,NG2b4iAewedUr5zveUF-0H5DwsNcyGEmrERYMzUOMNucQfE,RGwNh1XuLyM3sA8hXMWJgXLtAEcQctBiq4B5QUEaUrKf__XQ,fM6xNUWu-qx-m9zFvFKdmaIxEvxqe50Zhi0JCbQ6Bi6-OTU,635,477,520,615,400,695,200,722,402,366,0.565359477124183,0.5233415233415234,0.5198938992042439,0.5128865979381443,0.5069984447900466,0.5268817204301075,0.544,0.5269565217391304,0.58125,0.5055803571428571,24192,79682,543694,86831,22718,43191,1000,40169,37034,511030,67,0.0,0.5029638220624226,102,0.10814952850341797,0.0,17,0.7592182662176048,0.8110681165282321,87,0.0,0.50210887339057,0,0.0,0.0,84,0.6647469738255376,0.787760285706055,0,0.0,0.0,121,0.36452531762745066,0.5463199644553952,54,0.4904878948045814,0.5520335494018183,25,0.6760402679443359,0.7852997405499947,113,0.001670113195378873,0.0,66,0.0,0.0,108,0.6157280771134178,0.3045636353554664,108,0.0,0.0,0,0.0,0.0,366,0.0,0.0,0,0.0,0.0,223,0.3719835513050901,0.0,153,0.17745806176755116,0.0,122,0.39580521945818575,0.0,0.5113,0.5331,0.5211,0.4991,0.5293,0.4577,0.505,0.5016,0.4785,0.5076
