,gameId,TeamTwoWin,Team1P1,Team1P2,Team1P3,Team1P4,Team1P5,Team2P1,Team2P2,Team2P3,Team2P4,Team2P5,Team1P1Role,Team1P2Role,Team1P3Role,Team1P4Role,Team1P5Role,Team2P1Role,Team2P2Role,Team2P3Role,Team2P4Role,Team2P5Role,Team1P1SID,Team1P2SID,Team1P3SID,Team1P4SID,Team1P5SID,Team2P1SID,Team2P2SID,Team2P3SID,Team2P4SID,Team2P5SID,T1P1LP,T1P2LP,T1P3LP,T1P4LP,T1P5LP,T2P1LP,T2P2LP,T2P3LP,T2P4LP,T2P5LP,T1P1WR,T1P2WR,T1P3WR,T1P4WR,T1P5WR,T2P1WR,T2P2WR,T2P3WR,T2P4WR,T2P5WR,T1P1CM,T1P2CM,T1P3CM,T1P4CM,T1P5CM,T2P1CM,T2P2CM,T2P3CM,T2P4CM,T2P5CM,Team1P1PostChampOccurTimes,Team1P1PostPositiveScore,Team1P1PostNegativeScore,Team1P2PostChampOccurTimes,Team1P2PostPositiveScore,Team1P2PostNegativeScore,Team1P3PostChampOccurTimes,Team1P3PostPositiveScore,Team1P3PostNegativeScore,Team1P4PostChampOccurTimes,Team1P4PostPositiveScore,Team1P4PostNegativeScore,Team1P5PostChampOccurTimes,Team1P5PostPositiveScore,Team1P5PostNegativeScore,Team2P1PostChampOccurTimes,Team2P1PostPositiveScore,Team2P1PostNegativeScore,Team2P2PostChampOccurTimes,Team2P2PostPositiveScore,Team2P2PostNegativeScore,Team2P3PostChampOccurTimes,Team2P3PostPositiveScore,Team2P3PostNegativeScore,Team2P4PostChampOccurTimes,Team2P4PostPositiveScore,Team2P4PostNegativeScore,Team2P5PostChampOccurTimes,Team2P5PostPositiveScore,Team2P5PostNegativeScore,Team1P1CommentChampOccurTimes,Team1P1CommentPositiveScore,Team1P1CommentNegativeScore,Team1P2CommentChampOccurTimes,Team1P2CommentPositiveScore,Team1P2CommentNegativeScore,Team1P3CommentChampOccurTimes,Team1P3CommentPositiveScore,Team1P3CommentNegativeScore,Team1P4CommentChampOccurTimes,Team1P4CommentPositiveScore,Team1P4CommentNegativeScore,Team1P5CommentChampOccurTimes,Team1P5CommentPositiveScore,Team1P5CommentNegativeScore,Team2P1CommentChampOccurTimes,Team2P1CommentPositiveScore,Team2P1CommentNegativeScore,Team2P2CommentChampOccurTimes,Team2P2CommentPositiveScore,Team2P2CommentNegativeScore,Team2P3CommentChampOccurTimes,Team2P3CommentPositiveScore,Team2P3CommentNegativeScore,Team2P4CommentChampOccurTimes,Team2P4CommentPositiveScore,Team2P4CommentNegativeScore,Team2P5CommentChampOccurTimes,Team2P5CommentPositiveScore,Team2P5CommentNegativeScore,T1P1ChampWR,T1P2ChampWR,T1P3ChampWR,T1P4ChampWR,T1P5ChampWR,T2P1ChampWR,T2P2ChampWR,T2P3ChampWR,T2P4ChampWR,T2P5ChampWR
1055,3895546135,Fail,145,43,20,64,412,266,112,60,117,67,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,MN-DnA9deC7zqgide-V6LfUppUMdf_UwHFJeAFPNlA464r8,hjZiwXNO93HDpPN2oQ-CDO3qvHnZtL_ZvstKdT5L0ij7JVI,yQ8XVBlBHkVA2O4q6TaOke-ra9KpLQ1ug6b5DX-49AK4rCc,LL2KpBPzEZ4LhFJCT0ntXVTBEGFL8yLrs1rNAXs9weMVI346s_2X7fz4UA,jr6FtKPQ3rmp6s3srnxNF9Mtj2_Y-ZwIQ9xqBnP0JOgG2gQ,3p_JofLwfwRnlhPhvhOcglHGQIWSi-hZQxgl5sGVj7Yd1UQ,47FLJtG_gWBJhgZsJGV6dFdA5xDldUppqlWWOqIIAjvpje8,ySgVoywEXhJM_9ggbsavgCmnMBYYKYkS5JHb85upAi9YFBk,uUFROP54CirP11SV8RlvYGnvsdKUsBH40efUr3o4sBv-AlFF,20eTqpICE6gP-IMKV9-UDrbjh51AJSOTFGDXfmWQqLYondc,615,621,371,1016,200,667,324,652,423,378,0.5128865979381443,0.5127659574468085,0.4956803455723542,0.5757575757575758,0.544,0.5165562913907285,0.5333333333333333,0.5345104333868379,0.5506493506493506,0.5792682926829268,152435,84642,489243,17480,1000,327070,14986,326222,43489,33133,0,0.0,0.0,30,0.0,0.51813592271107,0,0.0,0.0,0,0.0,0.0,181,0.10654889345169066,0.0,71,0.3788444016290747,0.5589484150816755,93,0.0,0.5364713290842568,39,0.6620894030384396,0.8253852357951607,55,0.5385229546090831,0.5650070673081933,63,0.4143414834271307,0.6169473688776901,0,0.0,0.0,102,0.2037883908504311,0.0,0,0.0,0.0,0,0.0,0.0,154,0.18673419362664645,0.0,123,0.17275656849251195,0.0,131,0.4267536279590728,0.7133816689639895,46,0.4615229191291459,0.3368892383265805,189,0.40830424607010696,0.0,151,0.4615617617701474,0.3124888872171377,0.5018,0.4778,0.505,0.5123,0.5061,0.5033,0.5027,0.5268,0.5068,0.5094
5480,3877276547,Win,876,84,497,81,777,28,246,114,40,240,JUNGLE,TOP,DUO_SUPPORT,DUO_CARRY,MIDDLE,JUNGLE,MIDDLE,TOP,DUO_SUPPORT,DUO_CARRY,3K9qcn5PUGAcWDE0KM-mkzz_HKVBLQujMH6HSMvfWP3ebSsTTJxmZeb4qQ,01dVMbEH821EX04_LkHdtKUFgQIIFX_LKThLmeqDBH70hfs,OevRXBmIiKaRSYUbgeRaxcJesWwf1tYFu45U90MV6b8XIfo,lY0PamHDgnvvF-2SqcGaWbGa2UEHHR-6ESDmm4DH7J3Fk2U,D0iUMBKjaBZBOPgeW81YRKSAIxtn_vlAJY3o1Iz4_GVIoBna,U9BeCNiw5UdgJ5y7ItpBE0LG5zawkZAJncnHdhCV1jr0rM0-,_nMY2zFz1C-vPhaZGOLg_OcINpyE_eSNuCMXCA5G47-pGIFuAUAmJbLlVQ,M3JrWcpESgT8beh-x41Ms7PjtZZHAP-Kglg7L_tcbf3b_Ot-,7FT6IXUYYKHpC_THxuktZTufSpMMORf9sL4tFbrAVH1KgcuwKxSZ4z2a0g,xmzgyW51TUzquDZhm89LoE8Lg8oL_ho5zj2ugnmyNIyOMdc,494,200,615,200,200,200,200,200,200,796,0.5859872611464968,0.544,0.5275590551181102,0.544,0.544,0.544,0.544,0.544,0.544,0.5387755102040817,313,1000,22007,1000,1000,1000,1000,1000,1000,207301,97,0.17515576663224594,0.5370266553832264,121,0.3866821045460908,0.5516560339346165,58,0.0,0.0,54,0.4904878948045814,0.5520335494018183,110,0.4329072988551596,0.8151753261321929,15,0.3687362085218015,0.5406560112790364,37,0.4954826308333356,0.5951321561162065,49,0.658672867650571,0.5479933139754505,28,0.7485142630079519,0.8330944569372549,8,0.0,0.0,94,0.4161272331177136,0.33375515643652376,208,0.1944141615405942,0.0,51,0.19724562901068915,0.0,153,0.17745806176755116,0.0,279,0.0,0.0,41,0.5813658159528942,0.6221502268469179,102,0.3939707338178116,0.31629167129467056,151,0.18628961290150567,0.0,64,0.6472543657036637,0.0,79,0.0,0.0,0.454,0.4776,0.5,0.4785,0.4847,0.5243,0.5096,0.508,0.5141,0.5388
5310,3901474369,Win,104,64,222,117,112,234,81,25,111,92,JUNGLE,JUNGLE,DUO_CARRY,DUO_SUPPORT,MIDDLE,MIDDLE,DUO_CARRY,JUNGLE,DUO_SUPPORT,TOP,RyClDPap4uFwjlIyonCR7BslrcNofTAcwylaZ1vRobs5eHNX,Yn6sCJTswDHkBJMW7BAvmump3Jb2z2x6KqpqdcPqGuVTy3E,2lhl1YpGWnwvZNVQsC1AMSUh0Xjl6W1_GAuB4iJjDj3YRKU,5vihZHCB0Y9h5Gv2FZVuYS7vxhQ-AQ4ptqnhYMwOuQprY-RGuQeDBdXVIg,H93Ir5LpI_mgfZQuOtPxWL9BSb279pBQU-ZT2bwliBqO2LRYDB3YHKx4tA,uisx_kudVdU-EDX2_M_1lbHylJ6UcJvK9Z03pASDh4mAu3I,ze-jZqdd6HFEq_8c5-XO3dgQU4W2BkHnmuKpa7XjCvS7T3U,mUx5FfRV3IoUeA9ZoKf38My2urJsZNN1fDQjcmJeKi13tpiy,xvLPBWVUDKwaRaGnTE83bVOUGWxuXf1HaPEE8iQWD67fqF3FHnChqtHk7g,JRTPYasCNYlGr4tywfcy2yF5ei1smue0p5THs78rr3XkTjbI,1260,859,698,639,891,608,831,469,1066,1463,0.5614035087719298,0.5669291338582677,0.506265664160401,0.567741935483871,0.562015503875969,0.5535714285714286,0.5328467153284672,0.5361111111111111,0.5735660847880301,0.5967078189300411,173971,217350,255360,12561,39385,5044,724034,9068,9620,210840,0,0.0,0.0,0,0.0,0.0,98,0.0,0.5283605470889952,55,0.5385229546090831,0.5650070673081933,93,0.0,0.5364713290842568,111,0.0,0.0,54,0.4904878948045814,0.5520335494018183,107,0.19246245985445767,0.584769714169386,83,0.0,0.0,41,0.6384203485820603,0.5400364428031735,0,0.0,0.0,0,0.0,0.0,168,0.4425661513325183,0.0,189,0.40830424607010696,0.0,131,0.4267536279590728,0.7133816689639895,149,0.0,0.0,153,0.17745806176755116,0.0,223,0.3922478895726558,0.3049262367285691,136,0.20087549964446488,0.0,122,0.18517306499683395,0.0,0.4524,0.5123,0.5083,0.5068,0.5027,0.5035,0.4785,0.5135,0.5034,0.5231
703,3912103751,Fail,412,429,203,83,876,126,102,110,62,26,DUO_SUPPORT,DUO,TOP,DUO,JUNGLE,TOP,JUNGLE,DUO_CARRY,MIDDLE,DUO_SUPPORT,cV0OG_qwWQrl2qI6DmdItg3khBVOzXHy3gOP9qh7C_A5SMD1,Mcq2IL0qrmhl5jSC4RlfZ2dXCuw92Lm8Xd6zlh2rcZefORC6,0FrXnZrnU0CJyYKIzKFs35av_bLyCwSlsqEDrFQLrwyLOhv9PaEhytv_bg,e32Nku_7zDVK10iyS9WPwzZ25-rH4JuyLl0UleOGf9tWa18,LMAy8X0uvf8qz9SzjIYYFarMa7nXvM0xNeet8ImhpYyXeKY,rDLfYMWqZ0_MjsJd0VcMcW2Ts1HxC1cadbEODg9SmoYd_xk,aMNUrD-ifVN3reAKBZGhhuiNqKMhfemNY2s6Cldha4-lofwgydVLc5EGig,cnrZ5IFDZ21HGilq3JOvtJz4e4XPL9icVGFMe4GcF6jM9F8,zpMW1s8NRfOwtqRpjoKRCYOXLMEeUouNK6QayUpua_7x8lg,Nz8_p_G-dB2ERyrt_FlZadglkzLBtNiB4uv_7II8-3WZ4qc,720,715,824,731,710,628,1135,591,558,791,0.5402843601895735,0.5591397849462365,0.5688073394495413,0.5135746606334841,0.5529953917050692,0.5294117647058824,0.5420289855072464,0.5454545454545454,0.5463917525773195,0.5146198830409356,197184,162752,205766,57365,13497,119123,156,2662,2190361,5734266,181,0.10654889345169066,0.0,29,0.0,0.5010108686074978,48,0.6657851639001265,0.8015211369933151,35,0.6692737263181935,0.6030066856523839,97,0.17515576663224594,0.5370266553832264,67,0.0,0.5029638220624226,20,0.652460167200669,0.533413043836268,87,0.0,0.50210887339057,28,0.0,0.509536368090932,17,0.7592182662176048,0.8110681165282321,154,0.18673419362664645,0.0,61,0.5427195857354693,0.0,166,0.0,0.0,146,0.18373045567488924,0.0,94,0.4161272331177136,0.33375515643652376,113,0.001670113195378873,0.0,51,0.0,0.0,108,0.0,0.0,52,0.3812719869950635,0.0,108,0.6157280771134178,0.3045636353554664,0.5061,0.5042,0.5016,0.4766,0.454,0.5113,0.4748,0.4991,0.5194,0.5211
5518,3906581051,Fail,157,26,154,41,145,50,34,110,107,236,MIDDLE,DUO_SUPPORT,JUNGLE,TOP,DUO_CARRY,DUO_SUPPORT,MIDDLE,DUO_CARRY,JUNGLE,TOP,Ls_eI2cVn_OMU0tXBJNKIlNbZmqzgeefrGnx6seCrXuJq30,Nz8_p_G-dB2ERyrt_FlZadglkzLBtNiB4uv_7II8-3WZ4qc,3Vdke8AKGo8tb7pPkbKVfEt_zzwkWgYQWUFOOXmKWkmGwr0,JkomEiM8NU0c8kS7ZJSllutWLQ4ivAIYfU8s3wfIMnFN2Vk,x_rIpF0TA1IPe6t5ngcy-bXxJdV293BU4hN8eTXicwD88a8,ubv7SRo2Lcu8gIRtIviTBAHsnGy7EEkju9r6wtR7WlHLviJGZwxmSqW0PA,i7ZLuxW48bJuTc0cK_Vx8M_TpVreED7i7bKwkE68xEB4c0Q,tkTijnrzGhiKeaC5palGIz8gbKTiAqQOnlsoawe3bG2fDRPY,cZsIw0_vEpfZ50ACL5Y_Bdy7OlBqbh8ojkqquOHYR2t0GvE,eT2uNJDq133eif4unABwUOd_TfV1Mdgn9xksWwDpG-P6_q4,779,791,867,801,960,1139,806,1047,640,713,0.5440251572327044,0.5146198830409356,0.5491525423728814,0.5162303664921466,0.52,0.5748299319727891,0.5344506517690876,0.5167731629392971,0.5457627118644067,0.5419580419580421,1016921,5734266,87460,3395539,574006,196609,330546,63576,923292,47451,114,0.4321595585864523,0.8019854887956526,17,0.7592182662176048,0.8110681165282321,16,0.7238717331402542,0.8103818835281743,37,0.0,0.5223961428898136,0,0.0,0.0,42,0.3866253355275029,0.5512221702715246,28,0.6872372933056043,0.5706411454735733,87,0.0,0.50210887339057,27,0.7815443025119062,0.8916142008653501,122,0.0,0.5233874698964561,346,0.0,0.0,108,0.6157280771134178,0.3045636353554664,66,0.6049687896094981,0.0,62,0.18440454334757772,0.0,0,0.0,0.0,111,0.3756454231039795,0.0,84,0.6794691384891739,0.6660528182983397,108,0.0,0.0,89,0.08396622191048342,0.0,140,0.20670527367204325,0.0,0.4945,0.5211,0.5129,0.4902,0.5018,0.5593,0.5166,0.4991,0.501,0.4691
1542,3892547434,Win,517,64,22,555,86,234,111,57,28,360,MIDDLE,JUNGLE,DUO_CARRY,DUO_SUPPORT,TOP,MIDDLE,DUO_SUPPORT,TOP,JUNGLE,DUO_CARRY,8OJ7WSIkH7WkykDEH_jl6DQp7f6hBqpVucg6Ti1qg-fDOR4,Yn6sCJTswDHkBJMW7BAvmump3Jb2z2x6KqpqdcPqGuVTy3E,fE0bF9E85lC4yVRC483mGsKtC4TUm5Vk8E3wAx5XfZQMEEcp,oF8ciXuRTeAr0im5d0UZNkTfh0VHzJPmFJj8U7DuNLl8BdM,whXx_Bp4g45aOufMgxdnqSlsyq5rvByXbtlX5sRu3g-CRQE,-XwrarqZf68gN2U4cGYAwQXDte_Ij5xCg3TfDrRNNc9OXXw,xh0QT1-yikCaCfuTBTsyr0oecBqodBaPsLkBC-OT2xkB7uI,LUfm_nqQUNEMV8eQlxLcJp5fqkFBhGkMHDjiLcid1Ev-nDmu,3Vdke8AKGo8tb7pPkbKVfEt_zzwkWgYQWUFOOXmKWkmGwr0,VZ7M0zZwfJZTiLvgfLa06X-CWhAnk-IwbVXmqHeME8P5wqQ,656,859,879,386,200,536,439,635,867,679,0.5194805194805194,0.5669291338582677,0.6296296296296297,0.6113744075829384,0.544,0.5139186295503212,0.558282208588957,0.565359477124183,0.5491525423728814,0.5272206303724928,72332,217350,4321,174279,1000,14924,104191,39800,236584,56270,121,0.36452531762745066,0.5463199644553952,0,0.0,0.0,46,0.6571780977041825,0.594863062951623,32,0.7017161493716032,0.8023075323279311,42,0.666992031491321,0.8082040253935792,111,0.0,0.0,83,0.0,0.0,15,0.6170432697171749,0.5605795034548131,15,0.3687362085218015,0.5406560112790364,60,0.4186715690985969,0.6168670770598621,223,0.3719835513050901,0.0,0,0.0,0.0,126,0.3763729489734232,0.0,130,0.3743257055013003,0.0,236,0.0,0.0,149,0.0,0.0,136,0.20087549964446488,0.0,49,0.6558100840228186,0.6519646497515887,41,0.5813658159528942,0.6221502268469179,135,0.0,0.0,0.5016,0.5123,0.5115,0.5346,0.5101,0.5035,0.5034,0.5325,0.5243,0.4991
4556,3831431818,Win,163,41,103,412,29,236,51,34,141,69,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,JSksIRrM9W8HcKyqyt-ODC7NlCj1LNRk-O6D3KrE4FjzcHPd,NpS9WECNHkpxgS71T5LMTs0LsAGpq4mcIZA9EMJ652sJLNw,v-2n8_oOm7Njb_7I0gL6p6p6_cqXDGYl6y-Me5SKUPEWUO8,H9PpEzMQaJJxTs2K_F_sfv6-WmrbIos7gSGuUiWFo_E6QBo1,azZ8NtvaNS9IcYFJ2QT49ujMSB-sX6w31DLffqJry8S_YiMZjrHBSAqvbA,ti9vPrpTgw_Wmw4tdpBwSPgK5ImGoNBc8936waWtllUMEXS3aZdH8t6EDg,vI1BJ8_jgTrtJGp5SnzVVmljQdV9U_S9JhWb4oPShI6JEb0,vp55-NZShkx02MzRmJL-vnOc6z1ODz0Ls55vKDmpV84Owug,D9A52jqQmVX5SQfLK2lYF_2M3oNfF7gZ6mXIOoFUytzH4iM,X2aSM19xkwY6UiETCwgch0aNcRoXEhzdSpcZ9Qrf5kHRuvPg,685,724,200,320,200,695,200,200,623,313,0.5233968804159446,0.5702005730659025,0.544,0.5086206896551724,0.544,0.5268817204301075,0.544,0.544,0.5418060200668896,0.6396396396396397,52991,71146,1000,33835,1000,3905,1000,1000,52268,80759,17,0.0,0.5006650599037729,37,0.0,0.5223961428898136,50,0.4038942347402158,0.5833144740360539,181,0.10654889345169066,0.0,70,0.011644140533778978,0.0,122,0.0,0.5233874698964561,29,0.09752886891365052,0.5186550500916272,28,0.6872372933056043,0.5706411454735733,43,0.7114189298256584,0.8252438317711761,16,0.3816450191580731,0.5662271453113091,39,0.3820301117408402,0.0,62,0.18440454334757772,0.0,119,0.3740682761997722,0.31407039273868903,154,0.18673419362664645,0.0,200,0.0,0.0,140,0.20670527367204325,0.0,51,0.3846501031949747,0.0,84,0.6794691384891739,0.6660528182983397,87,0.1806284652581905,0.0,21,0.5828113652792078,0.31981389553515943,0.5241,0.4902,0.5163,0.5061,0.5086,0.4691,0.5039,0.5166,0.4961,0.5078
2832,3897636082,Fail,76,498,58,497,41,127,55,110,77,111,JUNGLE,DUO_CARRY,MIDDLE,DUO_SUPPORT,TOP,MIDDLE,MIDDLE,DUO_CARRY,JUNGLE,DUO_SUPPORT,L7AAF6QU8iqguq1hAj91pUQYv5dXCKPLgw8O8grhnDcWkllaQRAjlykQEA,JvP3dTBp7v7eLrLub0UFOK-raCvXOnlFbDzLEaGLxgoy6WciD_qc1epsMA,NG2b4iAewedUr5zveUF-0H5DwsNcyGEmrERYMzUOMNucQfE,CLZzBoEMCc6XKz6TYChleSZdOgUSNC8hUflc5fS_aT9qFRQ,JkomEiM8NU0c8kS7ZJSllutWLQ4ivAIYfU8s3wfIMnFN2Vk,xI32nNVSyo5bdmIR7Ij0Rl_5oz8mF4nFQt-EINhjYkWG5yc,ngasOF5uZQIrWPIpcpAP1yoPlzqmsopCF5pzW_b2AFXwBsWK,TG9NIoTvWnN75XGvkS_aPJ-72CeEK47L-cJEvkXfBD_KiGc,KKlC-YmmPMaM1TPVIkHl26Jf1FlSsOYfOT7mSx8BgbimluM,OvafcStMoTnvMzoh4uCYCliw6va0j-v8JKUdYH54p_Z_HSI,363,386,722,796,801,200,687,312,526,893,0.5152603231597845,0.5079365079365079,0.5269565217391304,0.5162721893491125,0.5162303664921466,0.544,0.5686274509803921,0.576271186440678,0.5310734463276836,0.5569620253164557,57221,4710,30005,1516442,3395539,1000,108268,10275,11455,56277,59,0.0,0.494086495259913,72,0.0,0.5094686368616617,141,0.0,0.0,58,0.0,0.0,37,0.0,0.5223961428898136,11,0.6297478144583494,0.5770302545733569,54,0.7056267976760864,0.8482383366038159,87,0.0,0.50210887339057,195,0.0,0.5311363499339034,83,0.0,0.0,78,0.3865407140853128,0.3084122879164559,76,0.0,0.0,94,0.23941831706690705,0.3090607872256985,51,0.19724562901068915,0.0,62,0.18440454334757772,0.0,44,0.6110384521130539,0.6793605096928484,152,0.4205052633588811,0.3060408908051329,108,0.0,0.0,269,0.0,0.0,136,0.20087549964446488,0.0,0.4819,0.4769,0.4974,0.5,0.4902,0.5103,0.5115,0.4991,0.4838,0.5034
4764,3904746681,Win,266,40,74,84,64,39,25,555,112,67,TOP,DUO_SUPPORT,DUO_CARRY,MIDDLE,JUNGLE,TOP,JUNGLE,DUO_SUPPORT,MIDDLE,DUO_CARRY,XB1xVDMksyuJB9fV9hbjUV7qTF3tLx-HcqXOXpFB71z43bU,5CKQ8bYWCdnW3AfUHcv4Qjy-1JMMOryUp_xB7pQgh2oHcZkw,hLJcu7aZLOEVy740sXccsFXOO9OFd87qJPKaigLrjYrLLOg,c4R8pE9ZGCiJkGQ3qMx6CcKQdGrkgHoJ6RijcUloaWI2_Drg,JSksIRrM9W8HcKyqyt-ODC7NlCj1LNRk-O6D3KrE4FjzcHPd,ySCrz8UfeTQLLhnPblUXQv8QbW-fPLpHSLuHzdZgACatDiZtSv0CKszcHA,v09NePKtzuzOO0K_9q2nBUZc-twUapfx3fbKOWzcBS1v_czd,t75mIFZ3MGIwZzB5i0jT7Qyvdo4HfVVuasmEPIm0TN7tYqNK,uHgviGp0z4mAD6-lt0yLolZmMk9ng2PhhK8emGNbkPQUtyA,MvirTjM-yK8LJv_HT2BbAI5H-k-E-PLFwcEQmHv-iFYTECQ,408,654,464,200,685,936,795,338,391,620,0.509915014164306,0.5255255255255256,0.52,0.544,0.5233968804159446,0.5224787363304981,0.5435897435897435,0.5531914893617021,0.5303030303030303,0.5632183908045977,584936,116990,4803022,1000,52641,27571,52863,24741,577558,52992,71,0.3788444016290747,0.5589484150816755,28,0.7485142630079519,0.8330944569372549,14,0.3705792587736377,0.5424085622880518,121,0.3866821045460908,0.5516560339346165,0,0.0,0.0,84,0.6647469738255376,0.787760285706055,107,0.19246245985445767,0.584769714169386,32,0.7017161493716032,0.8023075323279311,93,0.0,0.5364713290842568,63,0.4143414834271307,0.6169473688776901,123,0.17275656849251195,0.0,64,0.6472543657036637,0.0,25,0.5514843082680718,0.7041057704331039,208,0.1944141615405942,0.0,0,0.0,0.0,366,0.0,0.0,223,0.3922478895726558,0.3049262367285691,130,0.3743257055013003,0.0,131,0.4267536279590728,0.7133816689639895,151,0.4615617617701474,0.3124888872171377,0.5033,0.5141,0.5131,0.4776,0.5123,0.4577,0.5135,0.5346,0.5027,0.5094
2834,3897556080,Win,517,203,18,39,12,497,67,421,92,84,MIDDLE,JUNGLE,DUO_CARRY,TOP,DUO_SUPPORT,DUO_SUPPORT,DUO_CARRY,JUNGLE,TOP,MIDDLE,8RfUD9cxN-dLQLxL32H5lDDf9tlfcqUOFs8iAxZGYcrp-sM,ffkLInBalxkHvTtLzhaGyqNuiCg9NJs5oVhPJ-aGFumy,tkTijnrzGhiKeaC5palGIz8gbKTiAqQOnlsoawe3bG2fDRPY,NG2b4iAewedUr5zveUF-0H5DwsNcyGEmrERYMzUOMNucQfE,cfmSQ-fC0QdmvouOB_XtsaLPrJePn0bTWSFz98RqhrvFCQhhGJhXdb8_0A,CLZzBoEMCc6XKz6TYChleSZdOgUSNC8hUflc5fS_aT9qFRQ,uG1_xMDs7004NkG4YPNLDBeWg-yBwnelMSn6tIkrR6bR-G42pSC04uh8mw,Kx7l6hqndnP1sSOCurvyBLyyiGvLn8lP6DIqig9olEW7wNU,JRTPYasCNYlGr4tywfcy2yF5ei1smue0p5THs78rr3XkTjbI,H93Ir5LpI_mgfZQuOtPxWL9BSb279pBQU-ZT2bwliBqO2LRYDB3YHKx4tA,1331,938,1047,722,660,796,713,1049,1463,891,0.5633270321361059,0.5178316690442225,0.5167731629392971,0.5269565217391304,0.5327868852459017,0.5162721893491125,0.5238095238095238,0.5336322869955157,0.5967078189300411,0.562015503875969,1025,54511,148689,76195,40202,1516442,4172,295445,210840,6146,121,0.36452531762745066,0.5463199644553952,48,0.6657851639001265,0.8015211369933151,152,0.0,0.5238573580253415,84,0.6647469738255376,0.787760285706055,114,0.0,0.0,58,0.0,0.0,63,0.4143414834271307,0.6169473688776901,0,0.0,0.0,41,0.6384203485820603,0.5400364428031735,121,0.3866821045460908,0.5516560339346165,223,0.3719835513050901,0.0,166,0.0,0.0,144,0.4006421431214565,0.34555457474349377,366,0.0,0.0,78,0.20641328504986986,0.0,51,0.19724562901068915,0.0,151,0.4615617617701474,0.3124888872171377,0,0.0,0.0,122,0.18517306499683395,0.0,208,0.1944141615405942,0.0,0.5016,0.5016,0.5027,0.4577,0.5015,0.5,0.5094,0.5038,0.5231,0.4776
1725,3876581374,Fail,145,84,131,58,526,12,18,126,876,517,DUO_CARRY,MIDDLE,JUNGLE,TOP,DUO_SUPPORT,SOLO,JUNGLE,TOP,JUNGLE,JUNGLE,ze-jZqdd6HFEq_8c5-XO3dgQU4W2BkHnmuKpa7XjCvS7T3U,Pw_1n9n5zuCYG4p5Bma7S2tdSbqnyg8rXczUG5f0dsBdevY,Y73UXl1bPgIaLPtpTkv3plRBKPT0AHwQNNAfbBRteENjwAnP,dcqfptwAxb6jDZgTz0CMdvNf704ryyrCoFgpNz1wgd2MSTU,dQLrFLjQzdm7T-_Nsg1QF0mlwP52rmvEX68L-431sb3nS1M,aPikoN7VDQ6Ka0FQ6cS2b66NmTfSO5v24YIYnlZQ-T-qspg,3TDI-wA0pgV9rmUXIcB392z9GaLkE2LbvniuhcPDyMUdyiGrJBhlZ1gc0A,Ux9Dcr-H8iL7QYXQ42ahiOnZsGRlhFRsGX_cgedBUXmhnr64o7djkZoP6g,-Z0hR11kSDOL3ArQdFvbXRCEkGrXi-CRk9w1Io-5gGJT_QU,bGQiRA7YtuPH1MKc0j8AsCRJzEiFXiyRqbqTQolmAM3uArygYo_XMow9Fg,831,200,733,1215,1111,468,417,1108,275,779,0.5328467153284672,0.544,0.5439560439560439,0.5241691842900302,0.5527638190954773,0.5213032581453634,0.6756756756756757,0.6127819548872181,0.5397350993377483,0.5213675213675214,561833,1000,2738,175648,52790,309221,14178,26168,32574,37882,0,0.0,0.0,121,0.3866821045460908,0.5516560339346165,44,0.43383081425791203,0.8268476844560809,141,0.0,0.0,103,0.0,0.0,114,0.0,0.0,152,0.0,0.5238573580253415,67,0.0,0.5029638220624226,97,0.17515576663224594,0.5370266553832264,121,0.36452531762745066,0.5463199644553952,0,0.0,0.0,208,0.1944141615405942,0.0,153,0.4155801206090004,0.3159859753274298,94,0.23941831706690705,0.3090607872256985,86,0.40661902225480906,0.6303040044648306,78,0.20641328504986986,0.0,144,0.4006421431214565,0.34555457474349377,113,0.001670113195378873,0.0,94,0.4161272331177136,0.33375515643652376,223,0.3719835513050901,0.0,0.5018,0.4776,0.4857,0.4974,0.4836,0.5015,0.5027,0.5113,0.454,0.5016
