,gameId,TeamTwoWin,Team1P1,Team1P2,Team1P3,Team1P4,Team1P5,Team2P1,Team2P2,Team2P3,Team2P4,Team2P5,Team1P1Role,Team1P2Role,Team1P3Role,Team1P4Role,Team1P5Role,Team2P1Role,Team2P2Role,Team2P3Role,Team2P4Role,Team2P5Role,Team1P1SID,Team1P2SID,Team1P3SID,Team1P4SID,Team1P5SID,Team2P1SID,Team2P2SID,Team2P3SID,Team2P4SID,Team2P5SID
0,3927003126,Fail,15,106,104,43,42,111,110,245,164,131,DUO_CARRY,TOP,JUNGLE,DUO_SUPPORT,MIDDLE,DUO_SUPPORT,DUO_CARRY,MIDDLE,TOP,JUNGLE,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw,tHcEY_zRz3Kjz_SnR63xTAhq3e_8cjiva-WPj95Sy9goap8,puBsHRaxSyllm0ceqqNOAOUPQFVD-I_k6tBLZDsPYokvORo,3prwv7QLCR1mm8ljz8YoA9ACIbnB3L6MlfEIxmBgQ3ocItlaNUj_PgQuZw,vdCy79oIGe7WshsDTdpn4IpQxA5ZFdeoChrWdKXXtIVAlBk,C3KnDmMI-nID7Yjc1V1qwH2sm1tmoIq0tLGgubaOV1CRHXXG,OjIW8HE5HB8O6Kzf12vt4fAqSLjiFHIbeI3-z0GYEFFEA3Q,7rwpdZDhoaeeUrba49Dh3CRKwVdl3et86JfjEP_W-WT9xQk,bPJo-8pMzIplJnsLnDwQ54wQU5k1EoK-pm5cwcoNdbW7DFzr9KSWDhsPwA,ySgVoywEXhJM_9ggbsavgCmnMBYYKYkS5JHb85upAi9YFBk
1,3926918940,Fail,62,498,131,98,111,78,89,110,875,164,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,tlsKRVVPJu6TQ-tA5B0aTbUN4Cjb_IQPe58Hzgdrz8yB1tw,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw,3prwv7QLCR1mm8ljz8YoA9ACIbnB3L6MlfEIxmBgQ3ocItlaNUj_PgQuZw,ySCrz8UfeTQLLhnPblUXQv8QbW-fPLpHSLuHzdZgACatDiZtSv0CKszcHA,cnrZ5IFDZ21HGilq3JOvtJz4e4XPL9icVGFMe4GcF6jM9F8,u3CLaXnJS5bZ6UVThfDJXDDQZjg3ynNu63QJL4FhE4fgYVs,C3KnDmMI-nID7Yjc1V1qwH2sm1tmoIq0tLGgubaOV1CRHXXG,vdCy79oIGe7WshsDTdpn4IpQxA5ZFdeoChrWdKXXtIVAlBk,w6eRA6OPiZd_Yozn711en64C6tbR4lSQtUPEHhivxb-3fSo,bPJo-8pMzIplJnsLnDwQ54wQU5k1EoK-pm5cwcoNdbW7DFzr9KSWDhsPwA
2,3926903291,Fail,1,35,875,360,78,350,887,203,81,38,MIDDLE,JUNGLE,DUO_SUPPORT,DUO_CARRY,TOP,DUO_SUPPORT,MIDDLE,JUNGLE,DUO_CARRY,MIDDLE,kwGGU3u0Dm7KdUY9vMqypSQNuJTAnCQ2DjAbcFgzfl-jwR4,I3cxZRVlifwJLfpP5989UoG7EyiEe5DQ2rbqG0WrZSYFY8c,phYADqWVI2Rm3WH7O3QxLZE9xVW69cTcpC6QA2b7vF58W9j-,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw,u3CLaXnJS5bZ6UVThfDJXDDQZjg3ynNu63QJL4FhE4fgYVs,tkTijnrzGhiKeaC5palGIz8gbKTiAqQOnlsoawe3bG2fDRPY,ZJUqpTINkDE6xvmIiqQ5ex8MEuVbH0thw066JqB99AJENlA,D_oa4tTWHTwiy8GSX7Ch7XPwFbz61h34N3NGGwEMJMvW1ng,6FIk2Gg67OkliUmVH-VR36HXiKwR9sm-X4k1oVeNmhO2c7Y,7rwpdZDhoaeeUrba49Dh3CRKwVdl3et86JfjEP_W-WT9xQk
3,3926469286,Fail,141,526,360,27,23,18,3,58,39,113,JUNGLE,DUO_SUPPORT,DUO_CARRY,TOP,MIDDLE,DUO_CARRY,DUO_SUPPORT,JUNGLE,MIDDLE,JUNGLE,7E8W8iC5fzSi7tXVF3Y0-jDmEv-SvX27PtKqfeoC9Tb6s2H9XGPTWPEwWw,K_JHco3iZGVlPlX5EJNApw7KB4TTWSl4gkR_0FU39ijwMVnduQTCTV93lw,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw,7HDf0hog6spkr0OE8EpeW2Uo7EVKS3K27oHAg0aEqs7mvgU,LL2KpBPzEZ4LhFJCT0ntXVTBEGFL8yLrs1rNAXs9weMVI346s_2X7fz4UA,tkTijnrzGhiKeaC5palGIz8gbKTiAqQOnlsoawe3bG2fDRPY,mMnh61KArIIw8yEBuJSHryS3KzcPOs5zhykwwSwM5E_HamQ,tHcEY_zRz3Kjz_SnR63xTAhq3e_8cjiva-WPj95Sy9goap8,w101vIJs5f5ttKaqzH8L4Bc095-9lIkQCfzw22oIyzhiPiQ,Bl3Fr6xW6DspqH1laKTN7enlNhnV0_YoS9iXYlF6OQSAuXCDqUI398TR9A
4,3926453602,Fail,62,53,18,69,106,79,141,111,13,81,TOP,DUO_SUPPORT,DUO_CARRY,MIDDLE,JUNGLE,TOP,JUNGLE,JUNGLE,MIDDLE,SOLO,tlsKRVVPJu6TQ-tA5B0aTbUN4Cjb_IQPe58Hzgdrz8yB1tw,9-TCVYEN9j_qYxgHAgyFulHXKMrqQsk3oWp_bIN3WFAcG2tIXBwcn3G-dw,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw,U5VpB39K1__KAd1t1_PgwCESlxe3s-VDzK6OhP5Pul1I4YU,foLQTZduSkirpcMS6c8BrQA5DT9enyHa8iVUqJXKz9kwCChD-Ntq8cHT9g,bGQiRA7YtuPH1MKc0j8AsCRJzEiFXiyRqbqTQolmAM3uArygYo_XMow9Fg,7E8W8iC5fzSi7tXVF3Y0-jDmEv-SvX27PtKqfeoC9Tb6s2H9XGPTWPEwWw,_RJncMB0VSlW6ROOpqjbTmM38fcwNTubQ1aTtKa83Qx900oT,WIrE_x5B72N-r2-4pqwa4DZUqc2dWruR5uNobVry3mnuJUgYD4B8qT0crg,Mcq2IL0qrmhl5jSC4RlfZ2dXCuw92Lm8Xd6zlh2rcZefORC6
5,3926407436,Fail,117,201,145,24,141,3,58,5,81,89,MIDDLE,DUO_SUPPORT,DUO_CARRY,JUNGLE,JUNGLE,MIDDLE,TOP,JUNGLE,DUO_CARRY,DUO_SUPPORT,yU3NdftwBjneMyRfG2ZHChBeNdP8W53WGJxAuiyqEjx6Nhs4omW7IMKuBw,0GAykaja6tvxQoR9z2gE0LwJnN2nqj37sLhyLJof6bLSYPk,x_rIpF0TA1IPe6t5ngcy-bXxJdV293BU4hN8eTXicwD88a8,acdcPcid8Dh6bIvHA32q6tcEXFLaf0UvfZxgcRlGDh45zTw,NTtBXcDGNxlPsnzJ1g6SiNIXyMlNGuXap13-NjpawrOgAA8,H93Ir5LpI_mgfZQuOtPxWL9BSb279pBQU-ZT2bwliBqO2LRYDB3YHKx4tA,tHcEY_zRz3Kjz_SnR63xTAhq3e_8cjiva-WPj95Sy9goap8,Ls_eI2cVn_OMU0tXBJNKIlNbZmqzgeefrGnx6seCrXuJq30,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw,tkTijnrzGhiKeaC5palGIz8gbKTiAqQOnlsoawe3bG2fDRPY
6,3925066651,Fail,2,84,81,240,26,518,21,12,35,41,JUNGLE,MIDDLE,DUO_CARRY,TOP,DUO_SUPPORT,MIDDLE,DUO_CARRY,DUO_SUPPORT,JUNGLE,JUNGLE,i6b7z6dqVslukNoSTXORU43tdhqUI0SgJbKw_RQ2DbZiHnA,9-TCVYEN9j_qYxgHAgyFulHXKMrqQsk3oWp_bIN3WFAcG2tIXBwcn3G-dw,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw,ONHyRB9_pZj5UH1kKahCTKHFs5So2pup8XyXlkzHX3f_yQo,7FrDnT8j9iNnIuKx8tjCmYC8dd1mWFB24MTAy58FFtmhtg4,2tgeLtYbHvCTnqMCKA6LTLu1MXxG5vi4Ye2zxJoSkUmSADP3,ZFGsI5tsvVGThftY2WgHU4UCh-nhryIO9pN8wZOFIRW0eV0V,cfmSQ-fC0QdmvouOB_XtsaLPrJePn0bTWSFz98RqhrvFCQhhGJhXdb8_0A,lgvV0o3ztbNGi-wObVnSZiIbw0YDhZY-WQ3Z-9FYagZ7Z5U-QRSzroKoEw,JkomEiM8NU0c8kS7ZJSllutWLQ4ivAIYfU8s3wfIMnFN2Vk
7,3925017526,Win,517,62,235,41,203,24,4,523,43,104,MIDDLE,DUO_CARRY,DUO_SUPPORT,TOP,JUNGLE,TOP,MIDDLE,DUO_CARRY,DUO_SUPPORT,JUNGLE,v8hl9XxPO6lKUrk_NsH83j89q4yxK2A8zxMoPYrz08VdfRw,7HDf0hog6spkr0OE8EpeW2Uo7EVKS3K27oHAg0aEqs7mvgU,KhoUQa1onl3lbpuIr4jYBt5yV77hTuV_cbgm-3ILjiVkue0,CR8bCxZqEW2rddeMwyWKT9-Z_YVsCb9IdFOUgsRKhRxV9_sw,fE0bF9E85lC4yVRC483mGsKtC4TUm5Vk8E3wAx5XfZQMEEcp,bPJo-8pMzIplJnsLnDwQ54wQU5k1EoK-pm5cwcoNdbW7DFzr9KSWDhsPwA,H93Ir5LpI_mgfZQuOtPxWL9BSb279pBQU-ZT2bwliBqO2LRYDB3YHKx4tA,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw,9KicclE-2ZLkb37qqBqfKQ-aPgPskqP70uKZz23I-A7qwvE,7E8W8iC5fzSi7tXVF3Y0-jDmEv-SvX27PtKqfeoC9Tb6s2H9XGPTWPEwWw
8,3923311045,Fail,58,12,110,112,76,236,145,102,518,875,TOP,DUO_SUPPORT,DUO_CARRY,MIDDLE,JUNGLE,TOP,DUO_CARRY,JUNGLE,TOP,DUO_SUPPORT,gXbiby3jTJu2jcn7mYOH-QsZFTVzfZkqyAYdgv4r-y5_pX0,4s7DdZbcZWd_a6QL-HUhMl1Z9NwMGL_6R3fPjxEjhUd-dvU,8RfUD9cxN-dLQLxL32H5lDDf9tlfcqUOFs8iAxZGYcrp-sM,LL2KpBPzEZ4LhFJCT0ntXVTBEGFL8yLrs1rNAXs9weMVI346s_2X7fz4UA,puBsHRaxSyllm0ceqqNOAOUPQFVD-I_k6tBLZDsPYokvORo,sIBdaZ2-Q_9GPs4IuExzHm34992rNlohfSDntTVaNNjGlHA,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw,8bMb4a763f-vpQ81jKoZ8pfmcUrK0C6L7_HCeC8yMK_OmjU,ZJUqpTINkDE6xvmIiqQ5ex8MEuVbH0thw066JqB99AJENlA,y3jSt96px_zD9WecLjoaPFrPrwFobPQLT2IZlTmNwudalwE
9,3923283060,Fail,429,43,62,82,25,517,887,39,117,81,DUO_CARRY,DUO_SUPPORT,MIDDLE,TOP,JUNGLE,MIDDLE,JUNGLE,MIDDLE,DUO_SUPPORT,DUO_CARRY,9BAxwVRgup1xemJCVeZoCMFRL5Kosavkm1G8Kqlu2oZk1aU,0GAykaja6tvxQoR9z2gE0LwJnN2nqj37sLhyLJof6bLSYPk,tlsKRVVPJu6TQ-tA5B0aTbUN4Cjb_IQPe58Hzgdrz8yB1tw,gXbiby3jTJu2jcn7mYOH-QsZFTVzfZkqyAYdgv4r-y5_pX0,FkZILvIHuKcS0PLf2A-wJ8-EaPJDlLrcp6ItlDPnydh8sZg,DMCdFmRHbRK-PSupQjO7BJWh94U0pN4EGV0WNeoUxkXugz8,glefbPo-mucB18w4u9H_oVkXSHVYlMk4Qx_pxz1QGSh0QEY,8RfUD9cxN-dLQLxL32H5lDDf9tlfcqUOFs8iAxZGYcrp-sM,xagLXWFLLcLUmfixZ8T1xXrxJK4-HFPdxiRdyFXViySgV7s,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw
10,3922653845,Fail,64,30,432,41,119,22,143,516,56,13,MIDDLE,JUNGLE,DUO_SUPPORT,TOP,DUO_CARRY,DUO_CARRY,DUO_SUPPORT,TOP,JUNGLE,MIDDLE,VdDWqeU2l5YF81bBhLzMeNh7zzgwOnaK8bDZuNiu3iDLUnI,knPNSKDnoh_zsR2jaFfPkXKmu21cZEzFgD8DYaUGVnjilHoOfx7ugkEEBA,7FrDnT8j9iNnIuKx8tjCmYC8dd1mWFB24MTAy58FFtmhtg4,4HUzQBxwPR9q6bkxvwD45dhZBDO244HgT8n4ewiBdm1JSxJA_5z-9tYQmg,o5RhEAs-m2N1TZOBt1RUkEeTZpsuXNFo1nT7075iccj6P2I,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw,oCK2sCothODw-YavRYK6iGfZrMreEz-PONtNubiPUHQClsk,JqZojivEgZRIjMM94GeIzuBQGqyop-mV6ByEDrv1rTujrwc,JAufjpGXqYYnZDbWnMG-aKBW151Hqeo8-BtFXbdwu-9bkMM,phYADqWVI2Rm3WH7O3QxLZE9xVW69cTcpC6QA2b7vF58W9j-
11,3922556149,Win,18,202,245,412,62,56,81,54,1,43,MIDDLE,DUO_CARRY,JUNGLE,DUO_SUPPORT,TOP,JUNGLE,TOP,TOP,MIDDLE,SOLO,r22_6v0G3vMBCDNwS-KusCqPgEmq4tITr0UMQlu7tUGG3NQ,B3d37wFnW3LkzxNs7QV5xkmQ4S5CnOSH9QW7HXkPbeZOx9M,glefbPo-mucB18w4u9H_oVkXSHVYlMk4Qx_pxz1QGSh0QEY,cfmSQ-fC0QdmvouOB_XtsaLPrJePn0bTWSFz98RqhrvFCQhhGJhXdb8_0A,7HDf0hog6spkr0OE8EpeW2Uo7EVKS3K27oHAg0aEqs7mvgU,spLvBi7TQtsdlv3VRM0PK08ZW6H-k-NlHMyGt8hBrC8HWTw,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw,9WHgT6pTWxzMJm_twHT3WEkinmGCZpmhybz2qW2DiIZtDMczGIsAbM1tMw,bhGAsIu2uo-jyM26HGdAOHyhmqJdY0Yu-vzMHPiBuha5_3Bu,dyLFybdpvE_5h5OgCD6_OryXtu8gzFUxcNGTb1-lqpwORG4
12,3921707729,Win,238,145,78,104,50,31,96,76,16,18,TOP,DUO_CARRY,TOP,JUNGLE,DUO_SUPPORT,TOP,DUO_CARRY,JUNGLE,DUO_SUPPORT,MIDDLE,y45pNwAmsCToAXyoSjVZFA0-2c1M0oczj7OimzjmjBcCdtJBkJKN24diKA,uV0R8s6m8vqkojYCMxfQqtQUufvs9oZfFDaj9FMMqcoKgdg,u3CLaXnJS5bZ6UVThfDJXDDQZjg3ynNu63QJL4FhE4fgYVs,wxB5OYeqviOv6z-BaK-k2TXf22gmhbuL5WAJXMHXEx929Ak,ubv7SRo2Lcu8gIRtIviTBAHsnGy7EEkju9r6wtR7WlHLviJGZwxmSqW0PA,9WHgT6pTWxzMJm_twHT3WEkinmGCZpmhybz2qW2DiIZtDMczGIsAbM1tMw,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw,5IBZ4sz5O4HbrS4QoPSdlu0mTmWQHHa3rD3CcCTIlVuOMJ4,jLLR8LmTSTkujpZX9CRQPIBZY_qRoZyp_gtbpkywotXDNxbl,r22_6v0G3vMBCDNwS-KusCqPgEmq4tITr0UMQlu7tUGG3NQ
13,3921678566,Win,96,41,147,234,154,236,106,22,117,1,DUO_CARRY,TOP,DUO_SUPPORT,MIDDLE,JUNGLE,MIDDLE,JUNGLE,DUO_CARRY,DUO_SUPPORT,MIDDLE,PC4WKDRLuqqcEvgrSNHsgYEI6KrhrG-CR0V6KemuM7SGzKIbL_XSuNeOFg,JkomEiM8NU0c8kS7ZJSllutWLQ4ivAIYfU8s3wfIMnFN2Vk,1IPcDc7Fg-5DBFhHFsKRgeQEJ7M_K1LsCz1WUSCouXN-CCQ57KXunQr4Yg,U5VpB39K1__KAd1t1_PgwCESlxe3s-VDzK6OhP5Pul1I4YU,p7efe_q6_joFhRI6qeNO6hT-JWSvw6lRxnbSmWh_4XV0M_r2BN_Du8CqTg,WIrE_x5B72N-r2-4pqwa4DZUqc2dWruR5uNobVry3mnuJUgYD4B8qT0crg,7h_bck6Tm5Y65kmgxAwnFagsNquwMgy9k_DXwSc1EiuOKeVNtzyyWCw7Yg,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw,TzZVECncJS4jMEZZgif9PBP81-8RP_ADx2Z4_VJ5b2Sz5Yk,bhGAsIu2uo-jyM26HGdAOHyhmqJdY0Yu-vzMHPiBuha5_3Bu
14,3921594634,Win,18,25,412,875,887,81,89,85,64,58,DUO_CARRY,JUNGLE,DUO_SUPPORT,TOP,MIDDLE,DUO_CARRY,DUO_SUPPORT,TOP,JUNGLE,TOP,dnhivI56itA4a_q7qaphdELXNlQZo7LHvfltwoBhhPvAJYY,r22_6v0G3vMBCDNwS-KusCqPgEmq4tITr0UMQlu7tUGG3NQ,qml0Oe0wNgS8bTT20FIH_V7sQHlMdcFawPNsqomTYJoQuMU,vdCy79oIGe7WshsDTdpn4IpQxA5ZFdeoChrWdKXXtIVAlBk,zkY5DynreZbc8lUquM-YPbFdiyp0Gvs66T5D6wvs8MDPqrM,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw,tkTijnrzGhiKeaC5palGIz8gbKTiAqQOnlsoawe3bG2fDRPY,eT2uNJDq133eif4unABwUOd_TfV1Mdgn9xksWwDpG-P6_q4,LqcpaeOFPS4kObKhGMmezwu5ahQPPpc6R_rjXa1W7UjPY-Y,G3YLQuPmpEmNXXiooZbc8iCnVWpA7OQ1msbDmAuCz31kZubi
15,3920495844,Win,112,111,126,18,68,64,89,236,131,145,MIDDLE,MIDDLE,TOP,SOLO,JUNGLE,TOP,DUO_SUPPORT,MIDDLE,JUNGLE,DUO_CARRY,gycSECL1ghXVmjNbyInQlWl6RJyRwssHayRUqouN9A-S4Q9M,_RJncMB0VSlW6ROOpqjbTmM38fcwNTubQ1aTtKa83Qx900oT,ySCrz8UfeTQLLhnPblUXQv8QbW-fPLpHSLuHzdZgACatDiZtSv0CKszcHA,osha311xkdMeemUk6Ceiadxabbm2ADKEdhEaXJMSHeR5YBM,1m2jSu8K-ALIGFAWGnlrRzg86kGSpmWhgCmwsw_5dEb4Is8,di8YrERi_JB29GCEXbn2GLNlOPCeRNzAqux51AeNWS6LL2VylCaZKgUUNw,1IPcDc7Fg-5DBFhHFsKRgeQEJ7M_K1LsCz1WUSCouXN-CCQ57KXunQr4Yg,U5VpB39K1__KAd1t1_PgwCESlxe3s-VDzK6OhP5Pul1I4YU,PZoTStPhBCZxgNYgLWNfNt7_LovTUD3nbrb6b8Je92VL26FICM1wxHz_OQ,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw
16,3920369380,Fail,164,117,235,875,203,75,64,517,110,43,TOP,MIDDLE,DUO_SUPPORT,DUO_CARRY,JUNGLE,TOP,JUNGLE,MIDDLE,DUO_CARRY,DUO_SUPPORT,ySCrz8UfeTQLLhnPblUXQv8QbW-fPLpHSLuHzdZgACatDiZtSv0CKszcHA,bWNY0no0GD0MRJZdzrMe26dZabcau1iPHOqiQOxQxkCqxYJ2Tg3YbHFYVQ,ft6xHf_s_12OarY8Ai4iGtgL2_CBb2fqXSicUW5746bdhEdVX-epG5JH8w,QrZfFEzJJK1zqTL-8A_mH1YhGEjJY_zyW4V2fOXmKjLuRBE,Kx7l6hqndnP1sSOCurvyBLyyiGvLn8lP6DIqig9olEW7wNU,IRoqOEpQmCelzSaW50-zAl7AXTOZOv0dH2wNrkQMLUsuwz8,osha311xkdMeemUk6Ceiadxabbm2ADKEdhEaXJMSHeR5YBM,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw,tkTijnrzGhiKeaC5palGIz8gbKTiAqQOnlsoawe3bG2fDRPY,1IPcDc7Fg-5DBFhHFsKRgeQEJ7M_K1LsCz1WUSCouXN-CCQ57KXunQr4Yg
17,3920373810,Fail,111,67,875,145,131,76,51,150,64,89,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,tkTijnrzGhiKeaC5palGIz8gbKTiAqQOnlsoawe3bG2fDRPY,zLDk1cBBJxerrm4Ly-u2shVuipQs5pr-NLgoZSi5LpITKGgiCh8ST10j1A,H93Ir5LpI_mgfZQuOtPxWL9BSb279pBQU-ZT2bwliBqO2LRYDB3YHKx4tA,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw,9t9Yh6LK7hz_ch-YhBI8sWIVGWP0lqLp0mHdQRQ6qIZ0eMk,Kx7l6hqndnP1sSOCurvyBLyyiGvLn8lP6DIqig9olEW7wNU,3TDI-wA0pgV9rmUXIcB392z9GaLkE2LbvniuhcPDyMUdyiGrJBhlZ1gc0A,eT2uNJDq133eif4unABwUOd_TfV1Mdgn9xksWwDpG-P6_q4,WIrE_x5B72N-r2-4pqwa4DZUqc2dWruR5uNobVry3mnuJUgYD4B8qT0crg,ft6xHf_s_12OarY8Ai4iGtgL2_CBb2fqXSicUW5746bdhEdVX-epG5JH8w
18,3920297838,Fail,26,126,517,119,79,110,236,101,104,84,DUO_SUPPORT,TOP,MIDDLE,DUO_CARRY,JUNGLE,DUO_CARRY,TOP,DUO_SUPPORT,JUNGLE,MIDDLE,Nz8_p_G-dB2ERyrt_FlZadglkzLBtNiB4uv_7II8-3WZ4qc,n6CE9QlGD4Ui9eeSMF2mfN7fDGS83z73KQVp-2hBYFicY_MjxgHuBYrmmA,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw,VMttv-g8Jw2jYzcM7INis1O_FPjMCBAlWz_Z5TIt8ek3njA,9t9Yh6LK7hz_ch-YhBI8sWIVGWP0lqLp0mHdQRQ6qIZ0eMk,Z-tTaM2O_iFZ9GQyVdtRDueu9Dr8R7aqDEHGMsMQYN8G1QX5H1vyMpwY_w,FkZILvIHuKcS0PLf2A-wJ8-EaPJDlLrcp6ItlDPnydh8sZg,xh0QT1-yikCaCfuTBTsyr0oecBqodBaPsLkBC-OT2xkB7uI,Yn6sCJTswDHkBJMW7BAvmump3Jb2z2x6KqpqdcPqGuVTy3E,j9yKph3xPPCYRsNYp9s0NGxKRMb9c0nHuxdWpySDsPtGLWE
19,3920199055,Fail,25,234,12,360,64,154,110,26,58,24,JUNGLE,TOP,DUO_SUPPORT,DUO_CARRY,TOP,JUNGLE,DUO_CARRY,DUO_SUPPORT,TOP,TOP,9t9Yh6LK7hz_ch-YhBI8sWIVGWP0lqLp0mHdQRQ6qIZ0eMk,QvamBGptqunyxBRfqLN7R3WdxuDXm_Hwsx_196QH_9hwgVM,6B8iRyZnM5LlhBnILaGK0u1XlOziV6K3egUV1075EBQm_kM,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw,DMCdFmRHbRK-PSupQjO7BJWh94U0pN4EGV0WNeoUxkXugz8,p7efe_q6_joFhRI6qeNO6hT-JWSvw6lRxnbSmWh_4XV0M_r2BN_Du8CqTg,m2u-ztvlaAhsJvqnFl9YOpFtnbZh0mW9pX6Qz1w6zNore9RL,Nz8_p_G-dB2ERyrt_FlZadglkzLBtNiB4uv_7II8-3WZ4qc,OevRXBmIiKaRSYUbgeRaxcJesWwf1tYFu45U90MV6b8XIfo,IRoqOEpQmCelzSaW50-zAl7AXTOZOv0dH2wNrkQMLUsuwz8
20,3915411852,Fail,429,64,163,518,131,412,202,42,234,268,JUNGLE,MIDDLE,JUNGLE,SOLO,MIDDLE,DUO_SUPPORT,DUO_CARRY,TOP,JUNGLE,MIDDLE,uG1_xMDs7004NkG4YPNLDBeWg-yBwnelMSn6tIkrR6bR-G42pSC04uh8mw,H93Ir5LpI_mgfZQuOtPxWL9BSb279pBQU-ZT2bwliBqO2LRYDB3YHKx4tA,JSksIRrM9W8HcKyqyt-ODC7NlCj1LNRk-O6D3KrE4FjzcHPd,eyJuLw4nuv6fTIM7jvogbhJmbEKX9Z2hGclvWSXk-0C-tpo,glefbPo-mucB18w4u9H_oVkXSHVYlMk4Qx_pxz1QGSh0QEY,5TqA1yPgchPWuE8P1klXX-wPnzkbrhntfGPpyTX0CuQoSqI,ffkLInBalxkHvTtLzhaGyqNuiCg9NJs5oVhPJ-aGFumy,FfmnLdKpGC28AqMiyKFO6G5wKQV6xa3ofcWlWA17CF6J4a4,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw,6YV-LJbHdKcZ-Rou-OrurrgXGK1_fsewGQ9Yd0djyzxaumH_
21,3914782306,Fail,26,222,56,164,84,126,110,887,43,2,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Nz8_p_G-dB2ERyrt_FlZadglkzLBtNiB4uv_7II8-3WZ4qc,4SxddTjtz7V6bRxth8-BkVQpktusXp4nvRhmgHFpSbeZR6soY6G3nQ8hiQ,puBsHRaxSyllm0ceqqNOAOUPQFVD-I_k6tBLZDsPYokvORo,rDLfYMWqZ0_MjsJd0VcMcW2Ts1HxC1cadbEODg9SmoYd_xk,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw,WI9phZ0PJ3rnn5UVWsMlIMFuh8AdTpRyFOSAN79tEPuLVK-d,8RfUD9cxN-dLQLxL32H5lDDf9tlfcqUOFs8iAxZGYcrp-sM,VdDWqeU2l5YF81bBhLzMeNh7zzgwOnaK8bDZuNiu3iDLUnI,xh0QT1-yikCaCfuTBTsyr0oecBqodBaPsLkBC-OT2xkB7uI,fweJ-VA4GBRliyeRJPL56xPMJtiYfLDB50laR73l9ru2hwU
22,3911150350,Fail,18,235,76,223,64,68,429,50,236,266,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,gGiH6hAzcy34gt3yIbk-LRl7oWOUPLvN1Dfk0Ibo3YFr,ft6xHf_s_12OarY8Ai4iGtgL2_CBb2fqXSicUW5746bdhEdVX-epG5JH8w,D_oa4tTWHTwiy8GSX7Ch7XPwFbz61h34N3NGGwEMJMvW1ng,4s7DdZbcZWd_a6QL-HUhMl1Z9NwMGL_6R3fPjxEjhUd-dvU,di8YrERi_JB29GCEXbn2GLNlOPCeRNzAqux51AeNWS6LL2VylCaZKgUUNw,wbFeA3wQVsTtY9yioACPzHlo6FMetdXqQyqsuAze1MS8dxE,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw,xmzgyW51TUzquDZhm89LoE8Lg8oL_ho5zj2ugnmyNIyOMdc,LL2KpBPzEZ4LhFJCT0ntXVTBEGFL8yLrs1rNAXs9weMVI346s_2X7fz4UA,FkZILvIHuKcS0PLf2A-wJ8-EaPJDlLrcp6ItlDPnydh8sZg
