,summonerId,summonerName,leaguePoints,wins,losses,rank,accountId,winrate
237,PbouLFgGekOLIZkIcFFIZrboKTPNjDBeKXtld05r1q1b-iU,black player,691,94,65,Challenger,uUFrIzgSfFkefQyiuR0-zygePJWmlwZT_xY6litC7NYK9HY,0.5911949685534591
238,FcINgbZboarcz-5ilYlTItAVcxd8vuNb0uKcuyoZ47jTi1E,Copý,1004,100,65,Challenger,tVZmeN6X1d9l_TFyBnBbGj_kxhFg0vtXVxGdvaMfxJrulQ,0.6060606060606061
239,gsjZdKj4-0z9xR_qGOHM46kWSV0LMWgs1dLanTMDVy2Geo4,Shadyy,1068,252,217,Challenger,ndp2S6NRJ41xkjahxkz2GdHKyIaAeEg3DFGTpUdDi98QFg,0.5373134328358209
240,Ls_eI2cVn_OMU0tXBJNKIlNbZmqzgeefrGnx6seCrXuJq30,TempestLoveYuely,779,173,145,Challenger,ItdzYE0SfRisyvTbrgKPwTpkvD3e8oOIw5NU8HcgqtZBjmw,0.5440251572327044
241,QGw3rVRM_fySpwJrRl9qSJslYmS5svLrilMJA3J3FzX89jU,Vx Mjm978244659,1043,190,142,Challenger,yb3TX8bBccq74k0WOswCsSZs-GMlQkGzTR-VqxIvxmk0bNA,0.572289156626506
242,a1EQKtujSdWhGi3xY08Kq0y7aPTda3gXwTCcuelRcqvTHyU,Chimp,612,461,433,Challenger,Aj16TJMCxDGIMr0l0ljol6hDnQTlk7oQhUMq4XjMzurDy2E,0.5156599552572707
243,D09TkpBn_zzUvccDSH5HpSNtY89hJ02PwR1LD0rfxWzrqOc,TEAMLUKEE,712,251,236,Challenger,iFi49xfatbcc_jVCBtwgKuoSRJsZfZc_MowraCPZHaeYqhc,0.5154004106776181
244,VZ7M0zZwfJZTiLvgfLa06X-CWhAnk-IwbVXmqHeME8P5wqQ,Detention,679,184,165,Challenger,g0PrKSfCcnWCDGZ7rhoD6wshYXNPl0Pxe-Du9hzzeJXpHw,0.5272206303724928
245,MN-DnA9deC7zqgide-V6LfUppUMdf_UwHFJeAFPNlA464r8,corgi dorgi,615,199,189,Challenger,_-QMvoJapVezy6AmEWqzKnOE8hj0VXrPT8NWQxZYhER1mQ,0.5128865979381443
246,XH3rrKrNtCn6jq8ZbDEFdkBWT2kCeeK5UEbE2AmdNmLmfho,Iley,670,245,217,Challenger,mb_lCmbXYqbOvzTVOjB2H9k5qKRCJp3DtZVi4bUv0ng6wwg,0.5303030303030303
247,XF_O3Ag5sByTUXHGer7V1h5TELAhM4iqKBiG_GFcUc1bCB54lJgK5TeAZQ,s0rry11,646,324,288,Challenger,xyskdv6neyOa9-Zt0UNISvF9xRfZ01n2ozLtsbszW_2JvA1THcdUzcwe,0.5294117647058824
248,QrZfFEzJJK1zqTL-8A_mH1YhGEjJY_zyW4V2fOXmKjLuRBE,RHINOOOOOOOOOOOO,1030,112,68,Challenger,gUVN7ByyWN99gLV-iD9_4oV5L-a3AnUFtZbT9NybOm2icQ,0.6222222222222222
249,Ub7WEUpF9jCc27k4LSS622JUDQP-DoVeqT_bLcpZ3m01OHY,lightpulse lft,627,263,239,Challenger,b_8Uvusq1J4WPWqAKH0QTA_-F36EUaCGOVHvCAvbtfXAgiw,0.5239043824701195
250,gqKRiaRCIzlLW2cqvdh5auFs6eTahonwkCfp68JT-hHOn4g,YIWU USB,566,473,434,Challenger,ri_WmdxmWwCQVmuTWkhitMiGkkPKUQ11rBsbq0cZTa8kLl0,0.5214994487320838
251,M_q-iNpp2V-Y5S52xjpOjeEjWjfymAlGGfpmWlanGFPqPbE,dfgtredfg4,629,100,73,Challenger,KAhGAv4dce80vWxhqK34Cc9MET90XzFCqXI2xaxaPGoqMkI,0.5780346820809249
252,xvLPBWVUDKwaRaGnTE83bVOUGWxuXf1HaPEE8iQWD67fqF3FHnChqtHk7g,ttv Pomerzz,1066,230,171,Challenger,2AUWofMBG2ySqK1DYAGgGkBa1I1ciZ90f8rljVlaG_UErJq_vxq32af-,0.57356608478803
253,bEO4MrOPzJUIfgXGdwnpJ8l6PJuDsnWsghtIOUJt-X6alfI,WC Qwacker,866,178,154,Challenger,MqBfD4j22yuKGZx715y02nzNefOYHP7UiksYJwkZ1ML3Sg,0.536144578313253
254,37Ca9NsIukcMNG6Caln3Q-iDfIi7vsc7Vs2-gUWqb8eA1S_F,Boss Baby 1,740,139,113,Challenger,_V6ONMrGfX-dPYuY08kwZEkteiirm8Ci_-NA0Oy1WIZ73M4b3gdHoY-l,0.5515873015873016
255,8n4R_-1MnEAyYM622AdM92Y3HB8doGopo9tIP_sK2k4ybT0,UWO Chim,627,189,168,Challenger,1GxitVPK6fbZVC4dIyWRKGJnAP7_MIngu-O52DBUUA3UOw,0.5294117647058824
256,DzdHQRlLrLtO6o2LbShDU2a9Bq2NSC9-720nyj6mI3_g1HXI,Cozy Shroud,604,114,96,Challenger,3iWQPOsfnCI9lD8WIBhq1BpSQgtasux_8dxZCZdBblUTexqDu_2jRKJw,0.5428571428571428
257,SGaiOxK5tlB_CVwJkBjLSIpBgSavEaT6t_44i-pWRgUYq2g-,Bertellophone,643,170,123,Challenger,POAVKQ_xg-EzNAWThZ4XkEz_mCyGd-LXqjixLn4w_z9bu1u3WyerbYS9,0.5802047781569966
258,7e1jlV2VQe1yqpPSVkldV8CInAeQYaU2r2YInkdJF-Y2G2s,Psychopathic Top,635,196,170,Challenger,6LH7cUFUqnVyiUUDvObXonNlZFg0reJgHR0r6ZQGrkmNcsU,0.5355191256830601
259,NpS9WECNHkpxgS71T5LMTs0LsAGpq4mcIZA9EMJ652sJLNw,WX HERD VD,724,199,150,Challenger,vEYuTnfn-Ni_uBTIv1cLoH8oj-2ir_3I4IXeLPYwSzkcgZU,0.5702005730659025
260,bGQiRA7YtuPH1MKc0j8AsCRJzEiFXiyRqbqTQolmAM3uArygYo_XMow9Fg,Blomster Finn,779,244,224,Challenger,QtANCstlA3rzMDu2tauh7D_d9xWscI5nMTwWvMvqKElBC1xzZzl3tUcI,0.5213675213675214
261,DW0KrehxjfwKoo3i_ovHXwyac3lGYrwmi7IQzZoNhs7zShY,I Missed My Q,639,344,297,Challenger,9ocSraHgjvyZ9YfPAPRl-0pqZqJJXHsl_x9LInrQRHipVQ,0.5366614664586583
262,0m0424V4oj8BEBrpxLaU5o7Bt__h4WF_n5XJVhpmhreEH8k,Thats Not Fervor,802,151,121,Challenger,79gnpLrEGeVP-uj1DwzCq-5fqjDGNnKpUBPqiqRQhXySUxpigq6GStg4,0.5551470588235294
263,IRoqOEpQmCelzSaW50-zAl7AXTOZOv0dH2wNrkQMLUsuwz8,Twtv Quaslol,758,313,279,Challenger,1zNNCaswyW9FNHFy4QA9yyen_BQVO3rAOHzr_6aSLfXPA2I,0.5287162162162162
264,5vihZHCB0Y9h5Gv2FZVuYS7vxhQ-AQ4ptqnhYMwOuQprY-RGuQeDBdXVIg,ISG Taco,639,88,67,Challenger,RNhBbBpr0hDW2y5Dt-czTBnkZOTEThG9S1vpMabtnrD3WbRdu6UrtQ8F,0.567741935483871
265,puBsHRaxSyllm0ceqqNOAOUPQFVD-I_k6tBLZDsPYokvORo,Joggerss,711,323,297,Challenger,OZwCRWC5K-Zow2UyIluNqdt0KqQxqbPlvw6duDWJtAuBNbw,0.5209677419354839
266,CR8bCxZqEW2rddeMwyWKT9-Z_YVsCb9IdFOUgsRKhRxV9_sw,Faisalll,1061,199,160,Challenger,LFq_9I2PoIxRm7eGuVQp1nYuawr_mZt_9c9F4Wto1t3OUqEklUE1T1et,0.5543175487465181
267,osha311xkdMeemUk6Ceiadxabbm2ADKEdhEaXJMSHeR5YBM,Tactical,1623,222,154,Challenger,A7mqpOeaDqljHHdTlaTwfr-WrKbd6y38j8eRSR_h8u6MHzg,0.5904255319148937
268,cZsIw0_vEpfZ50ACL5Y_Bdy7OlBqbh8ojkqquOHYR2t0GvE,Yoshi,640,161,134,Challenger,PX0iS8TJiQ2xFtR30IjnjY6nGSfAFyrTelfdYooXU0bxLg,0.5457627118644067
269,6RuMXKKccp8jKa_W1EzQPZx6PgxLonPvIpbnqbPF4lgq9cCrsJ18PiLQFw,Tempest ttv,700,124,101,Challenger,EDdJeVJHgcTFR6Si1gmk0ozBMP4lcCaA3BhF6GWSGe484qkCFqgr-f__,0.5511111111111111
270,TDWBIJVjatC1qkAZP9Ja0rtIzoxgqNLz74JLVywup2W7QdWq,Khantum PhyZix2 ,627,125,93,Challenger,q2HiHKyj4iu-DK9Elv3E1m2nn8qxuP9ZFrgXgZS6xVdLycCmLD4e3mT7,0.573394495412844
271,x-k6BDimNiSCtNGlkjL-0or0cVJUNBDBzHdPqlU3lnwCXYvl,jaley,621,85,57,Challenger,ELP7HU1PlsScLVRbzyf2U_f8RoCMrmnexe7BA46aTmV6iHBtV6u1uOwB,0.5985915492957746
272,cV0OG_qwWQrl2qI6DmdItg3khBVOzXHy3gOP9qh7C_A5SMD1,MoooYaHo,720,228,194,Challenger,i6h7DIUsXZ4Wr8l4hda70GGINsQpViysfgUfLLUzmdmb7EJ7JDI-CI1K,0.5402843601895735
273,YV99bFNx6c7fa7IecV9AsO217x-d9LoBAN211G4ezFIEGpI,Pekin Woof,687,149,129,Challenger,,0.5359712230215827
274,Iri_i_gNDziBQZkUCeuhTxl3ZBFO38B12GrRkFkjnZRTqGg,hoidro,719,207,175,Challenger,,0.5418848167539267
275,H93Ir5LpI_mgfZQuOtPxWL9BSb279pBQU-ZT2bwliBqO2LRYDB3YHKx4tA,SugiKim,891,145,113,Challenger,,0.562015503875969
276,7gtvIQtVFKBOMMmb_axbyCLVU4l11uUBlhkb5Nlbq9UNcf8,Kendoge,632,282,259,Challenger,,0.5212569316081331
277,_gskkBxz12wIdvAx5eaUpGdBZCFCm4GMUk53TRV-ciyrxLzqth2PsSq8zA,Latence2,577,246,222,Challenger,,0.5256410256410257
278,TteAC3Wv_Sx2JmMd7rzseqOM_l1E6feZNWlhqznjrv670iQ,PoopSwag69,763,665,637,Challenger,,0.510752688172043
279,oAGfZEeX-OCa0bqUo2mWZCO3UpLFoMcc11WR83BuVjKYpb0,Karasmai v9 ,885,211,179,Challenger,DucwDYLnPFis5Qq7WVE0BaISN-9P2Klr0bWn5QlAOlGCJ08,0.541025641025641
280,TQ7rURT9kMWQByqDknOnnV46phgCnPvVb-j2vvNzA-Qg8YBdgSAl-4embg,Sketchdreams,1153,131,82,Challenger,4DlCB_X6WMswsWw0LwFIIMqorwn7W-cJ1ca8pzHoVY3JqgH_0n74b6EX,0.6150234741784038
281,rq2xtigTNcUXZ6iYBiUO0c8s5kpeo3FxbUSh8Y9LcBE8nak,Shiba lnu,708,192,159,Challenger,6Egtij_GF9XXPZ7y1iQgOPBUlKkRtKJfzg0733U9ilX4_w,0.5470085470085471
282,9z1cSfRmbrR60Na5K1Ao7Kc4OTFxpDMerWKHt0oBL1JL,Ablazeolive,813,131,103,Challenger,fQL8iybPkYoEdFWaLkaLbWZOs74rzlqiByuXPzW8R0E,0.5598290598290598
283,fSZjRVRqid-HvXjqcEShgqko4sMiRovRwU4YVK8QRm0tyb8,Blitz,716,343,320,Challenger,NEN8gl4fCms_LBlPtpGR5dmW7oC_DTcI-merwVEdEEFERQ,0.5173453996983409
284,eMueZKHB28-CJ1YRhKhQqrIgXZrbYtyE4LRCAzJaDpclLvM,PancakeSlap,631,471,417,Challenger,DATcneCirwbswDmwUuxXZOk0DbbXzkvhg1r06X6ouwWnWw,0.5304054054054054
285,U29WTf4uqaJW9i1nK-TLhNaMdW1ut0kh3_fpl_Sk0D3WvwQ,Swkeeee,686,143,116,Challenger,PR0fTaZgJf3hogHXBH3j7vy0F1Az400WewwAh6y03LUk3A,0.5521235521235521
286,ccLnCSxgjV-i7ouk0mPX2zgES0tSJtUs_PnF_gz7Bx4u2hU,Youngjin Noh,725,167,113,Challenger,NYFlp_X-ZhZD2_xp8NvhpmDbtN1wyfbV8r3KK50oipGVCSC2MI7OHKCj,0.5964285714285714
287,uG1_xMDs7004NkG4YPNLDBeWg-yBwnelMSn6tIkrR6bR-G42pSC04uh8mw,perseverance23,713,242,220,Challenger,egDzmNRcmS9ArvZLuwB9-yFmnuAR8OaBe-cSIkxgWC3jVSiqR6lACSbB,0.5238095238095238
288,TzZVECncJS4jMEZZgif9PBP81-8RP_ADx2Z4_VJ5b2Sz5Yk,AnDa,1151,268,231,Challenger,l8zV1k9mOLsZ33xlZ-hJff0yCpVLYgbCPJydyjheV5-tvg,0.5370741482965932
289,CgigrmU_kxRIxG2M0V-0khy_P_nsEjCvGmj7Pk0KtUCMa9Os,GG Yunbee,983,363,342,Challenger,qifF0YNu6eyL_bZAm6hr3Mv_5pE1cklDqpaokOuarkM0ziD_WjStVN2Z,0.5148936170212766
290,Jtrcpmn61vUDRxLcvWNuPsUVUHzBahOkGs9siWyp65bkpDk,DÑA,650,450,431,Challenger,ix0Ce8Qb55B3yefdyUUrSJiLn8TkrEejy101XkOUN1OUIg,0.5107832009080591
291,FwBZTJhShG42b4qwNWWELTDKdHkMkcpO-4OntyB6MbVB9Ho7,Scoooped3,634,145,116,Challenger,W-3TjvkyUQIb1V8hJdRPk8k4q2AhIuOObCmroqSipe53GOGp5PRnd4WV,0.5555555555555556
292,IB5hCvOYL9CbK4CimZIsXp1k6o3vKy-NovekAltj8D5vNNk_,Mixtsure,691,359,323,Challenger,Egd9PEy2jZgV5kaAWYamYR3mkbpRF8_ujLhjnspq2c2cF0HVuvF4apgT,0.5263929618768328
293,zlhLWxaEGVVTZCNiOSGYdr0lZqlJpOCNE2exElEfZL3XMUQ,Remember Forever,628,149,127,Challenger,x6UUBApEQPeblI1lJyQG1iXrBn5b7FqzHM0Fq9GCpdoE2w,0.5398550724637681
294,W-urTBDAS0ytNxFjHPQcpUiNsDDGjbTFjzRMUcH78BkMTy8,Doublelift,981,207,178,Challenger,tgRQ1_yDzy74Ci-3nN3svdPE9JrXytbS-C-isauPn8kZOw,0.5376623376623376
295,jlbmepHtxla3Kom7XfWkTossOqzvJVMG3UB5Hod6TjRYY9A,karasuno setter,971,175,137,Challenger,OYr2whohZ2ggPhkSU3kUHmaoOXgCWzr0SnpyjHJqTz2jHg,0.5608974358974359
296,q3hWqt5srh4HmLbWRnAspzqSdKw5mlb5IV9xYNlJrd37sz8,100 Tenacity,718,134,114,Challenger,CtCUoSMXiu6-E1ygO0aSMeqQIFZNfM87T4p0JROlq3RfUrE,0.5403225806451613
297,0dhDbqhKVa-vgXMNRUqzW2rDRv7qUH3qOJd7cgiDNt6bQuY,living in misery,632,367,317,Challenger,fjpqq91xqdP5tyN8msNzl5ds8oK7qUtsAmqSHN08gdGkcds,0.5365497076023392
298,gycSECL1ghXVmjNbyInQlWl6RJyRwssHayRUqouN9A-S4Q9M,Djalal,831,151,108,Challenger,v-LpES9DVoEz4OW_2j5S1_bVywmujrfbMk_DUxjFk2ah-1KxjTEG40IX,0.583011583011583
299,5-odh2pGCODRW8O40WOkLOtR1Sp_4uIcO8EpxnVvZgGDbUpo,Den ni de wan an,672,139,91,Challenger,-Fa6YRRxKF1bu-ske6W3vkAmMEeoedvHF3p2wwlOClhr_yOg2_qznZgt,0.6043478260869565
300,e8h72oT4ZunUFTZnFdK2asfqDVcsMvS3WWZrkwfphzL7WzaZ,TwTv Main Sup,516,361,280,Grandmaster,zl2SctojEcViI4oN747AGgzFu97aoiH2QW9tINyn4uw-xvTtgkTQTctv,0.5631825273010921
301,rnPzAQy19h9NXv1c30KvVEwZtUgOaKPFaAPUZFT0n4WffyM,GodRx,480,51,24,Grandmaster,T56iD_uuDD-sRL_djUOs3nr6miCfQvVO6EozgKyshFIX9hY,0.68
302,wA92vW1nmQQvhnLtKuL15MrxDyKaXUKYnxqqH9JlHv5y-Yg,Tao Hua Xian,362,200,196,Grandmaster,qlgM9ePFWC6o9yvW0jjRuwx9sfqPETGqDxqcp-CpErx1KJ4,0.5050505050505051
303,XOwmBQSgnE678r0r5DCEXctH1SahDbLogcepZ0vJbKFHcy0,Atinyo,272,184,160,Grandmaster,zPfC5s7RvzVZ48g-r2r2vf-D_RzA_p2J-EZjkImsMcV3ldU,0.5348837209302325
304,ELxu6YH8tsxdXxdUHKlmq9EKMom1-gwNwqwW9CkEObU1-xFU,lnvent,349,109,95,Grandmaster,k2DPXrmWseqOX0chdFN_PlkkvPFWMQmW1W3_grw7hSHQSgkZc1mneUc8,0.5343137254901961
305,aPF9mTi-mDhfQH1omCVcJpze8Z3Bu3Pc2t_AE-w87J9WaEM,Lyteskin,367,319,305,Grandmaster,c6ujkrsOZYMQ7r_JPJdM4NKf8f8IzogKX4LYVAW8eOi9pQ,0.5112179487179487
306,cnrZ5IFDZ21HGilq3JOvtJz4e4XPL9icVGFMe4GcF6jM9F8,haru dad,591,216,180,Grandmaster,we4q5Cl8RMgMvZ-L9-LJbeNB10UiXcCvt7GAfA3hGjMqZqk,0.5454545454545454
307,uR7DnYN-t275ZMZeu5x3WszbygeoaljFC8tF5ZMa1kxQgS4,mabigan,384,53,45,Grandmaster,6-uURW3apf6aBCk2fHTqyQcZpCjrYbVG-jSH_Kzja7Qvr_8,0.5408163265306123
308,WKx4eMdCNErh1u8Ms4kBRZ36unzrmzNac5neIJpiypTmiLo,Kuck Fyvinn,440,222,201,Grandmaster,Md5ua4FIoAhS8ElN4ywuOssA8YB6WZy5-ReKG6OAvcAJig,0.524822695035461
309,-KBYoIABJElSFsztybGez-ndA9htrEn8kNTg619jsB02ARFJO7jOz3LHTw,Infectrix1,452,157,125,Grandmaster,kTxgmEBrQlyVe-dl7sM0lUyRFu5_2mqoAgcIpC3O9FdDt12ugbuGVw6T,0.5567375886524822
310,mcUNZjkaMu0-58Im1sc9_jxLoD8quU-480mFa5LtbWqdoJid,mian,273,81,54,Grandmaster,D-pp0WDPCzcbwKgap8gjRk9vtoQMApdWLnMAHXXLbrGBSHp0e5AWQqJX,0.6
311,sIBdaZ2-Q_9GPs4IuExzHm34992rNlohfSDntTVaNNjGlHA,Higher than any ,534,82,63,Grandmaster,BZ3A-Q3KasnmkRIvo1YJWS_dpymtlOUEnyES72J2N11DmEM,0.5655172413793104
312,tEGpsZ8LtEND0iVIZJYHld-_JsHdZnQ-LlFcFk2uesWJeoC4,twtvDoglightning,271,201,180,Grandmaster,QXj-K-WIK5JQGVrcCKrrP9JTcn86vZ6VuXoH-P1u6gDbSMfGzNW_VPnz,0.5275590551181102
313,rq7jYVrszbPBAneAd97MiWVlsqZxZXboXgAzWeF0rbM,AquaBlue,371,222,203,Grandmaster,lV-N98IeSpK0TlxNfw29gZ1vaSrQaAjbOXTUDC8Xtw,0.5223529411764706
314,WqFYOyXunVj-ixwuR17kYC7K_Bhst8SFZ322k4AiXHjYsC0,Shamwwow,456,122,112,Grandmaster,VgDMOH6O7lfvpCGqZGvicAZ4YDUgVMSSHe6t01zb2ask_A,0.5213675213675214
315,h8r9f0gI-x5VO8G4kgIzCsfhAUJSdCMe1vLWBVw6_4oN-j1o,GAKHWA,386,238,188,Grandmaster,kyF2_Dhm2Fz-fnf9nY9kzSx7qZHtAy2EXndzVPcxttieF_2XDYJQhw_X,0.5586854460093896
316,T2F084s3BL6yPOb-Dtw5mfcx4MqKLMwaUb1eij_wRl6Icdlc,HlDE,344,152,149,Grandmaster,RxswNYMAOpPy93g67UweWcnE6JPyPnUySNamVI7pjW0Ia4hMbsHKoS3u,0.5049833887043189
317,LuBxN4Y05SP2fg-mTiw_cXSpHPUv0cGG1V6ydDY2JYfMp8B1,Better Top,230,140,104,Grandmaster,2IKjv3HnBcAh9DzgFjUkenPnfm1HRnljUY5ILFhGBKiTXJynJExDsKDs,0.5737704918032787
318,MKSH4FOBuC5nNfiHNwWzHDKUj-XqETNIEeWHuIl70AwlZHE,MoeZaic,380,124,64,Grandmaster,_etLgvPoexPt3haSmT_NupBTxJSLPL6U1EHM8sDVjLNAZnM,0.6595744680851063
319,hWY3Vu_Xzhfl-Q5cGWdK6IcdNaORAmXilDyXuHDjwTkz2zhzqdkSsk1JkQ,Laserholic,406,142,127,Grandmaster,LXz4qzDca6KfAjKuoUHrFzYWiHAoEJwvw32FyVw9eQb1rMDwXR7Qhusz,0.5278810408921933
320,xADU2IPGzwbmRtAvrwtbuBziQzL6iR9hnMA6U5vT4ZShl-fo3O26L-We2A,TSM Donbray,424,102,81,Grandmaster,VHV9vcrOskHfd1HYhfkrQmo0NqlfvLKC6VIr-oAUKSqJPIH5zrglE8tY,0.5573770491803278
321,6NLQibS6NsFnZMUWHxSUnHY6fX_x-QI4C_Nkbi9kCbjuexk,VIone ,385,107,98,Grandmaster,HgEpft6uvVJDBrsn5nPEULWDtRDaprMIZ2TwwU1xsVxQPEA,0.5219512195121951
322,3TDI-wA0pgV9rmUXIcB392z9GaLkE2LbvniuhcPDyMUdyiGrJBhlZ1gc0A,100 Instinct,417,75,36,Grandmaster,i0PIR-0Xsm672e4z3vvryln1NMO_QMMfQoj4Cc710vOHoKdpigeebgAm,0.6756756756756757
323,mN7cnsEX1yydomomQz6zLI_xbz1yHj1BIeP1BpIDDx7bGjA,kingbranflakes,285,169,169,Grandmaster,2EjPc8TM5KU4ritEY0nk1eMkc-YsplP80ZuxrgEipFmfgb4,0.5
324,gFAYuxFuMql7EMQRLAK4bUv-XOZDaybI2qDQn6XBxSe16Rw,Aleakath,326,147,105,Grandmaster,AcvyT0YL9OBeBLLXyJcUBIEjp2ips7N1XQ3YVspjZlGmwgE,0.5833333333333334
325,vRvzLRT2lxMSTRj6Xs4A_1qM_1nxcDG74Hv543Y47g4BMDaiYGzfncONeQ,TL Tactical,394,50,43,Grandmaster,GXXPOjUYLuXROk4-KVK8WIVKIfYb5kZbSps5R4cruwCaMTiAwh51Srqz,0.5376344086021505
326,LOOQlyWxPkWU1XhTcmXYp7cM7brnXfEIVejebexOL82I,SN Matty,433,102,77,Grandmaster,vl-atmJynnmZFoT3EqdswguWVnNyheDOLQL4cJy-x247Cg,0.5698324022346368
327,gr0BNUe8C_gfBxrm8fLeysY4Stqp0aw_3A6eyh1ybIcsK8E,overcome myself,359,290,281,Grandmaster,JnRY5r3YkULzIVLgn3QFODZ7qSCd9y5oQRjYy2Ye1LyKGg,0.5078809106830122
328,WH1_m-DU9m1IPZgaQsb_cqkZksCvEcvKUWXfnPH4VGTc86c,LP Yoinker XD,516,106,77,Grandmaster,3ZC6Xeq5lIGW3b_GF3W4W0mZ-m1IQRMQDGlscuvKciFm4N4,0.5792349726775956
329,gm0pL_C1XNiJrNkq6J689e7oFlJpROnXjE8t_zZLm-RXLfk,Daption,571,154,128,Grandmaster,nIWgsUPlCABg9MvDVzg-gRA1tITfrsLIF7yN03yOl2t7bmY,0.5460992907801419
330,2HMiNABMdf1UfDEk1WJh_kx6iAvOWnlfkTQIYWgAmb4G1XA,Ghoulster,377,129,117,Grandmaster,1OrqZc8kG5SNjIMjM3DrqR0uhTRttbfC_EAOEDgrX3B5Gc0,0.524390243902439
331,H9PpEzMQaJJxTs2K_F_sfv6-WmrbIos7gSGuUiWFo_E6QBo1,Busio JNG,320,177,171,Grandmaster,SDQgBmBa5Tar_wctndKpY09o7ectsICC2iCPUgv48LQ2bgDTQneE_Hx9,0.5086206896551724
332,j3AnfN1gXylWoGzaCjAMjYKjMvCX3eQEjRSem0VWMKEja_Y,MooMooMooCow,357,259,228,Grandmaster,V8HtKOc7nMUdmMWtdF7EBeGo0X6Q6bNPu7BOf6_rqorQSBA,0.5318275154004107
333,gdeWVqH1JsiQrVFLo1fKuXxSRdjHtUsALzfJVMNa_h1Hh9E,Fishing for Urf,400,326,317,Grandmaster,8qgnq1tUS5conV2f_lEs2xPsDBwRoCpPRUNcMhpZAnmkjh0,0.5069984447900466
334,hE3xumxMvmlTagixb4zcNMjBHPjlAFARBAzrPNhrJAkBdXI,Random Player,337,76,44,Grandmaster,LL33JjFrToy2NHIkQr0z-1lPnzwBR9hO7PrxHSeccTMbsqs,0.6333333333333333
335,dZrizsvtCoami_iK4i9ptpbTYw2oat_c3jlJ_9tT4UkrtKc,DIg Striker,505,266,232,Grandmaster,8TgUf278-GM5yaTjLZ-11c-e7QHIvI-sUK7SXz3Ry4Fwcfw,0.5341365461847389
336,Wil2Uxq4BcrVJb9vvFfqbeGZ4IBvoopBJByOM9TPgFbaxEE,GG DN Ablaze,467,99,87,Grandmaster,39sFW7b1UF2mCrF5YfChwJSAfQjqC_PSCD8fensHAmRQ85I,0.532258064516129
337,tCyhWYBengA8zt3VXoCw1rIAYU5cxvXpH0ZsRmQXAi5cxjN4,Neq,397,136,120,Grandmaster,k6qjOp2D3TSr_Oa1prgKXorbmucNjgW9dIgkvtuhxmwSlrsVz-Y1CKBY,0.53125
338,3sPAaMuP5ZO2e5zYPwemmE-1T4Vyrcu45vuJL5v52ebSVFA,Xpontaneous,298,62,49,Grandmaster,AY0mqJZTACVhZp-CjNBL86XV-d8t-JuFHXghD3GnfgzFY80,0.5585585585585585
339,Rz3OdTxa7peljAh-qZPnaBPtQ48VU7E82NO_DVlDW5IT0cU7,PerseveranceX 2,318,275,262,Grandmaster,87LHzDfsr7U6xKo3Nevmsk4_y61kXVSMKV5mHtBRoZAvvmn4N4adLWxH,0.5121042830540037
340,XB1xVDMksyuJB9fV9hbjUV7qTF3tLx-HcqXOXpFB71z43bU,JordanTheBoss,408,180,173,Grandmaster,FeuIR8MLP_ymKRP2VOkdFD0P8V9rNaDzNsCoYpnrHIsI2A,0.509915014164306
341,_YkVEY3KRqyVVOEYzGQ-by9KOgdB6G7kQYY7PJqCiPMmE5w,Jungle is love,309,107,85,Grandmaster,uNY__upazobQ6Ghn2VOEFwE4AWvzuNpYN8P8NcwtjnZGxVg,0.5572916666666666
342,sV5XMbdjU333tznSaYjyMSpXo8dUuSeC4FRNOzBQ2al5BZoi,wo nb bù,272,228,189,Grandmaster,W422RxC9RJ9EIp4GksxmlrbVqVIHnuAlcxV4GFfymFtJGSzlvvLvGmy1,0.5467625899280576
343,rMOmJsCieKvVmJJOo6J-NuHzhtSrc8Pujbe5dTNd_whm4zI,FSU Pain,287,160,142,Grandmaster,LX5CO8kM5zeqdNbyFIbwHjQsPx_gCWqF7QmU8aYcjIk7EoU,0.5298013245033113
344,jcgFbs0wo2nmVl5GeLIdWruQkJ3KorSKZbgv7GZZ5ps,NintendudeX,405,82,65,Grandmaster,EvbPFrNuOVtD2VzlPA1G6lfvjP9rKfnSJS4Ne-TaaKI,0.5578231292517006
345,oGEGXuskdMlIKEFn06A-00XDeQxQGww-mUvN8S_pYpOQ8_0,QUANTE NATION,415,181,163,Grandmaster,FNugJMZC1SXxfky2h8IzPgL7s_m13mDIsHIHQZ2wUoGuKg,0.5261627906976745
346,ooWxZqdQUe2oLmohke3dfsxY52VbrIGrpGzQf0wJ_lHKAXg,I am Rank One,474,96,62,Grandmaster,xnlYiYesiZLKMXNPvRTlQqLpLQS1GWCKMEFMHv_IZ2XiXw,0.6075949367088608
347,yw-SvYVcXBkdxrN7_36XIykhvyVFPGl4lQb_BTOcz-CWgrI,SavorWolf,265,912,903,Grandmaster,64kncjsL0OAi6C2mu1zNSULFdV1q93_5tjJyXAf03MvN6aE,0.5024793388429752
348,Elnk7qKncC26r9CU4z1ujztoaaqkjwZ4s7ScRQRQqu8JMBw,Noton,278,282,276,Grandmaster,coiV-6fnvFHmD6kKIbvcvczXlCsRtK4weyB6ZlIEbed52fI,0.5053763440860215
349,lWN_d4YJ8-vlTlsQiEp3Q1hSVcHNDUX7Evz-NAyiyhJFgTw,Pee But Nutter,295,476,453,Grandmaster,YLSIHVsxqraJi_AQCgN_ZmB6rUZMMG1DPW6Bpnq2GaD2S_w,0.5123789020452099
