champ_name,counter_name,championId,counterId,champ_kda,counter_kda,champ_lane kill rate,counter_lane kill rate,champ_kill participation,counter_kill participation,champ_dmgtochamp,counter_dmgtochamp,champ_first tower kill,counter_first tower kill,champ_win ratio,counter_win ratio,champ_position win rate,counter_position win rate,champ_position pick rate,counter_position pick rate,champ_ban rate,counter_ban rate
Draven,Varus,119,110,2.1,2.52,0.4879,0.5121,0.437,0.475,18135,19755,0 days 00:17:15,0 days 00:17:42,0.4813,0.5187,0.4987,0.4991,0.0193,0.0774,0.0035,0.0151
Swain,Senna,50,235,3.23,2.15,0.682,0.318,0.529,0.45,19816,13676,0 days 00:17:34,0 days 00:17:25,0.5182,0.4818,0.5593,0.4795,0.012,0.0107,0.0096,0.2869
Tristana,Tahm Kench,18,223,2.44,2.93,0.3435,0.6565,0.449,0.454,17862,9419,0 days 00:16:18,0 days 00:17:21,0.4727,0.5273,0.5021,0.5429,0.0967,0.0098,0.0502,0.0023
Draven,Xayah,119,498,2.21,2.58,0.4898,0.5102,0.448,0.445,18188,17045,0 days 00:17:13,0 days 00:17:13,0.4903,0.5097,0.4987,0.4769,0.0193,0.0289,0.0035,0.0009
Kog'Maw,Sivir,96,15,2.15,2.71,0.4963,0.5037,0.445,0.462,21692,19333,0 days 00:17:10,0 days 00:18:25,0.4782,0.5218,0.4997,0.5184,0.0264,0.0371,0.0025,0.012
Miss Fortune,Kalista,21,429,2.5,2.17,0.5,0.5,0.486,0.446,18617,15740,0 days 00:16:52,0 days 00:16:53,0.5252,0.4748,0.5107,0.5042,0.0356,0.0196,0.0012,0.0029
Swain,Aphelios,50,523,2.93,1.91,0.6012,0.3988,0.507,0.41,19468,18062,0 days 00:17:02,0 days 00:18:13,0.5227,0.4773,0.5593,0.4687,0.012,0.0365,0.0096,0.0039
Jhin,Ashe,202,22,2.93,2.26,0.5411,0.4589,0.485,0.453,16825,15962,0 days 00:17:56,0 days 00:17:46,0.5158,0.4842,0.511,0.5115,0.1309,0.0531,0.0033,0.0017
Yasuo,Varus,157,110,1.96,2.49,0.5427,0.4573,0.433,0.494,16896,19657,0 days 00:18:26,0 days 00:16:57,0.5319,0.4681,0.4872,0.4991,0.0075,0.0774,0.1144,0.0151
Xayah,Ezreal,498,81,2.46,2.42,0.5332,0.4668,0.44,0.448,17618,21846,0 days 00:17:52,0 days 00:16:58,0.4922,0.5078,0.4769,0.4785,0.0289,0.2779,0.0009,0.0323
Sivir,Yasuo,15,157,2.6,2.0,0.4973,0.5027,0.475,0.432,19471,16933,0 days 00:17:08,0 days 00:17:35,0.4784,0.5216,0.5184,0.4872,0.0371,0.0075,0.012,0.1144
Caitlyn,Varus,51,110,2.19,2.58,0.4373,0.5627,0.42,0.464,16694,19512,0 days 00:17:35,0 days 00:16:55,0.4955,0.5045,0.5039,0.4991,0.0868,0.0774,0.011,0.0151
Ezreal,Xayah,81,498,2.43,2.45,0.4676,0.5324,0.448,0.439,21837,17614,0 days 00:16:58,0 days 00:17:52,0.5091,0.4909,0.4785,0.4769,0.2779,0.0289,0.0323,0.0009
Ashe,Kog'Maw,22,96,2.47,2.15,0.5085,0.4915,0.473,0.471,16486,21981,0 days 00:17:54,0 days 00:17:36,0.5004,0.4996,0.5115,0.4997,0.0531,0.0264,0.0017,0.0025
Kog'Maw,Yasuo,96,157,2.25,2.29,0.4172,0.5828,0.48,0.491,21496,18574,0 days 00:16:36,0 days 00:18:18,0.4759,0.5241,0.4997,0.4872,0.0264,0.0075,0.0025,0.1144
Miss Fortune,Jinx,21,222,2.52,2.47,0.5286,0.4714,0.472,0.457,18312,17067,0 days 00:17:13,0 days 00:16:46,0.5009,0.4991,0.5107,0.5083,0.0356,0.2215,0.0012,0.0857
Kai'Sa,Ezreal,145,81,2.74,2.27,0.5447,0.4553,0.47,0.445,17823,20736,0 days 00:17:13,0 days 00:17:36,0.5304,0.4696,0.5018,0.4785,0.3738,0.2779,0.0619,0.0323
Lucian,Swain,236,50,2.14,2.8,0.4995,0.5005,0.465,0.518,19322,20741,0 days 00:18:15,0 days 00:17:21,0.4235,0.5765,0.4691,0.5593,0.0479,0.012,0.0429,0.0096
Samira,Vayne,360,67,2.42,2.2,0.5517,0.4483,0.498,0.467,18513,17569,0 days 00:17:34,0 days 00:16:46,0.4932,0.5068,0.4991,0.5094,0.2017,0.1034,0.6463,0.0528
Kai'Sa,Varus,145,110,2.46,2.45,0.4855,0.5145,0.459,0.476,16652,19295,0 days 00:16:58,0 days 00:17:57,0.4995,0.5005,0.5018,0.4991,0.3738,0.0774,0.0619,0.0151
Kalista,Jinx,429,222,2.41,2.58,0.5374,0.4626,0.469,0.486,15910,17872,0 days 00:16:33,0 days 00:16:13,0.4877,0.5123,0.5042,0.5083,0.0196,0.2215,0.0029,0.0857
Aphelios,Kai'Sa,523,145,2.07,2.88,0.4519,0.5481,0.449,0.488,18002,17213,0 days 00:17:39,0 days 00:16:11,0.4771,0.5229,0.4687,0.5018,0.0365,0.3738,0.0039,0.0619
Samira,Xayah,360,498,2.27,2.57,0.4605,0.5395,0.472,0.482,17908,18648,0 days 00:16:24,0 days 00:17:40,0.5107,0.4893,0.4991,0.4769,0.2017,0.0289,0.6463,0.0009
Lucian,Draven,236,119,2.51,2.08,0.5584,0.4416,0.471,0.453,17872,19132,0 days 00:17:49,0 days 00:17:11,0.5351,0.4649,0.4691,0.4987,0.0479,0.0193,0.0429,0.0035
Sivir,Jinx,15,222,2.85,2.42,0.5266,0.4734,0.469,0.445,19327,17036,0 days 00:17:58,0 days 00:16:30,0.5162,0.4838,0.5184,0.5083,0.0371,0.2215,0.012,0.0857
Miss Fortune,Caitlyn,21,51,2.46,2.4,0.4926,0.5074,0.456,0.436,17555,17390,0 days 00:16:26,0 days 00:17:37,0.504,0.496,0.5107,0.5039,0.0356,0.0868,0.0012,0.011
Vayne,Twitch,67,29,1.95,2.68,0.4235,0.5765,0.435,0.52,17403,21516,0 days 00:17:25,0 days 00:18:03,0.4748,0.5252,0.5094,0.5086,0.1034,0.0151,0.0528,0.0014
Tristana,Samira,18,360,2.41,2.4,0.4793,0.5207,0.478,0.488,17224,18185,0 days 00:17:04,0 days 00:16:24,0.4915,0.5085,0.5021,0.4991,0.0967,0.2017,0.0502,0.6463
Ashe,Yasuo,22,157,2.42,1.97,0.4487,0.5513,0.484,0.435,16391,16811,0 days 00:16:35,0 days 00:17:56,0.5076,0.4924,0.5115,0.4872,0.0531,0.0075,0.0017,0.1144
Ashe,Ezreal,22,81,2.49,2.24,0.4991,0.5009,0.464,0.439,16526,20902,0 days 00:17:35,0 days 00:17:39,0.5267,0.4733,0.5115,0.4785,0.0531,0.2779,0.0017,0.0323
Kog'Maw,Ashe,96,22,2.15,2.47,0.4911,0.5089,0.471,0.473,21991,16500,0 days 00:17:36,0 days 00:17:55,0.4986,0.5014,0.4997,0.5115,0.0264,0.0531,0.0025,0.0017
Kalista,Lucian,429,236,2.31,2.47,0.488,0.512,0.476,0.478,17258,19226,0 days 00:17:22,0 days 00:17:20,0.4972,0.5028,0.5042,0.4691,0.0196,0.0479,0.0029,0.0429
Tahm Kench,Lucian,223,236,2.73,2.25,0.5466,0.4534,0.42,0.434,9061,18114,0 days 00:17:26,0 days 00:17:12,0.5766,0.4234,0.5429,0.4691,0.0098,0.0479,0.0023,0.0429
Tristana,Kai'Sa,18,145,2.47,2.58,0.4935,0.5065,0.467,0.478,17372,17381,0 days 00:17:36,0 days 00:16:15,0.4982,0.5018,0.5021,0.5018,0.0967,0.3738,0.0502,0.0619
Varus,Yasuo,110,157,2.5,1.96,0.4643,0.5357,0.494,0.433,19820,16960,0 days 00:17:01,0 days 00:18:30,0.4649,0.5351,0.4991,0.4872,0.0774,0.0075,0.0151,0.1144
Yasuo,Ezreal,157,81,2.07,2.4,0.5347,0.4653,0.442,0.464,17795,21620,0 days 00:18:27,0 days 00:16:39,0.5321,0.4679,0.4872,0.4785,0.0075,0.2779,0.1144,0.0323
Tahm Kench,Vayne,223,67,2.77,2.12,0.6017,0.3983,0.454,0.442,8787,17692,0 days 00:18:26,0 days 00:16:04,0.5427,0.4573,0.5429,0.5094,0.0098,0.1034,0.0023,0.0528
Senna,Yasuo,235,157,3.01,1.7,0.5107,0.4893,0.543,0.437,19631,16423,0 days 00:16:59,0 days 00:18:47,0.5432,0.4568,0.4795,0.4872,0.0107,0.0075,0.2869,0.1144
Kai'Sa,Aphelios,145,523,2.88,2.07,0.5467,0.4533,0.488,0.449,17193,17997,0 days 00:16:10,0 days 00:17:38,0.5238,0.4762,0.5018,0.4687,0.3738,0.0365,0.0619,0.0039
Aphelios,Ashe,523,22,1.91,2.76,0.4644,0.5356,0.422,0.488,16719,16545,0 days 00:17:28,0 days 00:16:41,0.4375,0.5625,0.4687,0.5115,0.0365,0.0531,0.0039,0.0017
Aphelios,Miss Fortune,523,21,1.94,2.76,0.4334,0.5666,0.429,0.488,17279,18955,0 days 00:16:59,0 days 00:17:04,0.4482,0.5518,0.4687,0.5107,0.0365,0.0356,0.0039,0.0012
Kai'Sa,Swain,145,50,2.27,2.96,0.4325,0.5675,0.472,0.53,18074,20974,0 days 00:17:22,0 days 00:17:44,0.4346,0.5654,0.5018,0.5593,0.3738,0.012,0.0619,0.0096
Draven,Samira,119,360,2.02,2.57,0.4528,0.5472,0.445,0.494,17348,18099,0 days 00:16:52,0 days 00:17:03,0.4413,0.5587,0.4987,0.4991,0.0193,0.2017,0.0035,0.6463
Lucian,Yasuo,236,157,2.46,1.91,0.5132,0.4868,0.477,0.441,19515,17443,0 days 00:17:12,0 days 00:17:37,0.5081,0.4919,0.4691,0.4872,0.0479,0.0075,0.0429,0.1144
Samira,Ashe,360,22,2.28,2.39,0.537,0.463,0.477,0.484,17502,16684,0 days 00:17:11,0 days 00:17:14,0.4903,0.5097,0.4991,0.5115,0.2017,0.0531,0.6463,0.0017
Caitlyn,Ezreal,51,81,2.43,2.38,0.5109,0.4891,0.435,0.436,17784,20667,0 days 00:17:52,0 days 00:16:00,0.5228,0.4772,0.5039,0.4785,0.0868,0.2779,0.011,0.0323
Jinx,Kalista,222,429,2.57,2.42,0.4628,0.5372,0.485,0.469,17844,15896,0 days 00:16:12,0 days 00:16:34,0.5125,0.4875,0.5083,0.5042,0.2215,0.0196,0.0857,0.0029
Tristana,Vayne,18,67,2.54,2.2,0.5379,0.4621,0.478,0.449,18262,16967,0 days 00:17:58,0 days 00:15:52,0.5011,0.4989,0.5021,0.5094,0.0967,0.1034,0.0502,0.0528
Swain,Samira,50,360,2.98,2.07,0.5491,0.4509,0.55,0.478,21256,18613,0 days 00:17:24,0 days 00:17:20,0.5697,0.4303,0.5593,0.4991,0.012,0.2017,0.0096,0.6463
Xayah,Sivir,498,15,2.36,2.75,0.5437,0.4563,0.429,0.467,17797,20405,0 days 00:17:19,0 days 00:17:36,0.4565,0.5435,0.4769,0.5184,0.0289,0.0371,0.0009,0.012
Caitlyn,Xayah,51,498,2.48,2.43,0.4859,0.5141,0.441,0.432,17746,16163,0 days 00:17:28,0 days 00:16:18,0.5289,0.4711,0.5039,0.4769,0.0868,0.0289,0.011,0.0009
Twitch,Jhin,29,202,2.51,2.61,0.5512,0.4488,0.49,0.48,20277,16440,0 days 00:17:31,0 days 00:18:02,0.5128,0.4872,0.5086,0.511,0.0151,0.1309,0.0014,0.0033
Sivir,Kalista,15,429,2.7,2.26,0.4632,0.5368,0.465,0.458,18666,16531,0 days 00:17:21,0 days 00:17:01,0.4958,0.5042,0.5184,0.5042,0.0371,0.0196,0.012,0.0029
Samira,Kog'Maw,360,96,2.34,2.31,0.5233,0.4767,0.482,0.507,17987,23527,0 days 00:17:12,0 days 00:17:36,0.4876,0.5124,0.4991,0.4997,0.2017,0.0264,0.6463,0.0025
Caitlyn,Ashe,51,22,2.25,2.59,0.4982,0.5018,0.436,0.466,17094,16089,0 days 00:17:58,0 days 00:16:23,0.4841,0.5159,0.5039,0.5115,0.0868,0.0531,0.011,0.0017
Tahm Kench,Twitch,223,29,2.89,2.43,0.4667,0.5333,0.461,0.513,8957,19777,0 days 00:17:19,0 days 00:16:07,0.5909,0.4091,0.5429,0.5086,0.0098,0.0151,0.0023,0.0014
Miss Fortune,Kai'Sa,21,145,2.43,2.54,0.4803,0.5197,0.479,0.461,18646,16852,0 days 00:17:51,0 days 00:16:52,0.5104,0.4896,0.5107,0.5018,0.0356,0.3738,0.0012,0.0619
Lucian,Kog'Maw,236,96,2.3,2.24,0.5457,0.4543,0.462,0.472,18232,23801,0 days 00:18:07,0 days 00:17:40,0.4573,0.5427,0.4691,0.4997,0.0479,0.0264,0.0429,0.0025
Yasuo,Lucian,157,236,1.91,2.45,0.4879,0.5121,0.441,0.476,17347,19469,0 days 00:17:39,0 days 00:17:12,0.4887,0.5113,0.4872,0.4691,0.0075,0.0479,0.1144,0.0429
Lucian,Senna,236,235,2.48,2.61,0.5838,0.4162,0.458,0.512,18749,16661,0 days 00:18:39,0 days 00:16:43,0.5165,0.4835,0.4691,0.4795,0.0479,0.0107,0.0429,0.2869
Ezreal,Jhin,81,202,2.08,3.15,0.428,0.572,0.422,0.486,20239,17565,0 days 00:17:40,0 days 00:17:56,0.4541,0.5459,0.4785,0.511,0.2779,0.1309,0.0323,0.0033
Sivir,Caitlyn,15,51,2.85,2.26,0.5195,0.4805,0.46,0.417,19167,16848,0 days 00:17:29,0 days 00:17:08,0.5196,0.4804,0.5184,0.5039,0.0371,0.0868,0.012,0.011
Jhin,Lucian,202,236,3.02,2.17,0.4994,0.5006,0.49,0.442,17836,17785,0 days 00:17:32,0 days 00:18:06,0.5391,0.4609,0.511,0.4691,0.1309,0.0479,0.0033,0.0429
Ashe,Draven,22,119,2.49,2.14,0.497,0.503,0.478,0.444,16206,17732,0 days 00:17:10,0 days 00:17:25,0.5141,0.4859,0.5115,0.4987,0.0531,0.0193,0.0017,0.0035
Kai'Sa,Draven,145,119,2.61,2.24,0.5148,0.4852,0.481,0.452,16853,18149,0 days 00:16:36,0 days 00:17:27,0.4979,0.5021,0.5018,0.4987,0.3738,0.0193,0.0619,0.0035
Lucian,Jinx,236,222,2.5,2.51,0.5666,0.4334,0.465,0.473,18389,18559,0 days 00:17:39,0 days 00:16:56,0.4643,0.5357,0.4691,0.5083,0.0479,0.2215,0.0429,0.0857
Kog'Maw,Samira,96,360,2.31,2.35,0.4766,0.5234,0.507,0.482,23555,18010,0 days 00:17:35,0 days 00:17:13,0.5119,0.4881,0.4997,0.4991,0.0264,0.2017,0.0025,0.6463
Ezreal,Aphelios,81,523,2.61,2.05,0.515,0.485,0.457,0.432,21165,17647,0 days 00:16:31,0 days 00:17:32,0.5249,0.4751,0.4785,0.4687,0.2779,0.0365,0.0323,0.0039
Tahm Kench,Kai'Sa,223,145,2.75,2.49,0.5743,0.4257,0.439,0.465,8940,17524,0 days 00:17:46,0 days 00:16:24,0.5521,0.4479,0.5429,0.5018,0.0098,0.3738,0.0023,0.0619
Samira,Swain,360,50,2.06,2.98,0.4506,0.5494,0.478,0.55,18569,21258,0 days 00:17:19,0 days 00:17:25,0.4265,0.5735,0.4991,0.5593,0.2017,0.012,0.6463,0.0096
Swain,Xayah,50,498,3.05,2.07,0.556,0.444,0.535,0.441,22441,19378,0 days 00:17:35,0 days 00:18:28,0.5851,0.4149,0.5593,0.4769,0.012,0.0289,0.0096,0.0009
Twitch,Xayah,29,498,2.43,2.24,0.5161,0.4839,0.48,0.456,19408,16959,0 days 00:16:54,0 days 00:17:51,0.5516,0.4484,0.5086,0.4769,0.0151,0.0289,0.0014,0.0009
Kai'Sa,Tristana,145,18,2.57,2.47,0.5065,0.4935,0.477,0.467,17395,17379,0 days 00:16:15,0 days 00:17:36,0.5019,0.4981,0.5018,0.5021,0.3738,0.0967,0.0619,0.0502
Kog'Maw,Vayne,96,67,2.3,2.21,0.5137,0.4863,0.491,0.44,22995,16299,0 days 00:18:22,0 days 00:16:48,0.5048,0.4952,0.4997,0.5094,0.0264,0.1034,0.0025,0.0528
Ashe,Twitch,22,29,2.09,2.58,0.3987,0.6013,0.449,0.497,15275,19924,0 days 00:17:35,0 days 00:17:33,0.4704,0.5296,0.5115,0.5086,0.0531,0.0151,0.0017,0.0014
Swain,Draven,50,119,3.1,1.98,0.5514,0.4486,0.53,0.447,20574,19877,0 days 00:16:39,0 days 00:17:35,0.6154,0.3846,0.5593,0.4987,0.012,0.0193,0.0096,0.0035
Varus,Jhin,110,202,2.27,2.93,0.4969,0.5031,0.453,0.478,19082,16592,0 days 00:18:20,0 days 00:17:39,0.4717,0.5283,0.4991,0.511,0.0774,0.1309,0.0151,0.0033
Tahm Kench,Xayah,223,498,3.16,2.29,0.59,0.41,0.477,0.438,9871,19444,0 days 00:17:32,0 days 00:17:28,0.5922,0.4078,0.5429,0.4769,0.0098,0.0289,0.0023,0.0009
Jhin,Varus,202,110,2.93,2.27,0.5031,0.4969,0.478,0.453,16595,19073,0 days 00:17:39,0 days 00:18:19,0.5285,0.4715,0.511,0.4991,0.1309,0.0774,0.0033,0.0151
Kog'Maw,Jhin,96,202,2.06,3.19,0.4305,0.5695,0.453,0.491,22200,17782,0 days 00:18:04,0 days 00:18:05,0.4619,0.5381,0.4997,0.511,0.0264,0.1309,0.0025,0.0033
Aphelios,Ezreal,523,81,2.05,2.61,0.484,0.516,0.433,0.457,17645,21159,0 days 00:17:32,0 days 00:16:32,0.4743,0.5257,0.4687,0.4785,0.0365,0.2779,0.0039,0.0323
Draven,Tahm Kench,119,223,1.97,2.96,0.2897,0.7103,0.46,0.491,20701,10076,0 days 00:16:51,0 days 00:17:09,0.3667,0.6333,0.4987,0.5429,0.0193,0.0098,0.0035,0.0023
Vayne,Yasuo,67,157,2.25,2.07,0.4845,0.5155,0.458,0.463,18814,17336,0 days 00:16:37,0 days 00:18:17,0.5153,0.4847,0.5094,0.4872,0.1034,0.0075,0.0528,0.1144
Caitlyn,Vayne,51,67,2.41,2.24,0.5094,0.4906,0.459,0.433,18841,16385,0 days 00:18:22,0 days 00:15:07,0.5041,0.4959,0.5039,0.5094,0.0868,0.1034,0.011,0.0528
Jhin,Ezreal,202,81,3.15,2.08,0.5719,0.4281,0.486,0.422,17563,20237,0 days 00:17:56,0 days 00:17:40,0.5458,0.4542,0.511,0.4785,0.1309,0.2779,0.0033,0.0323
Tristana,Ashe,18,22,2.49,2.33,0.5627,0.4373,0.468,0.471,17515,16391,0 days 00:17:39,0 days 00:16:34,0.5048,0.4952,0.5021,0.5115,0.0967,0.0531,0.0502,0.0017
Yasuo,Kog'Maw,157,96,2.29,2.24,0.5819,0.4181,0.491,0.479,18563,21507,0 days 00:18:12,0 days 00:16:36,0.5326,0.4674,0.4872,0.4997,0.0075,0.0264,0.1144,0.0025
Kalista,Caitlyn,429,51,2.25,2.5,0.5169,0.4831,0.447,0.469,15653,18085,0 days 00:16:08,0 days 00:17:11,0.4728,0.5272,0.5042,0.5039,0.0196,0.0868,0.0029,0.011
Tristana,Caitlyn,18,51,2.56,2.27,0.5415,0.4585,0.458,0.444,17139,17630,0 days 00:16:05,0 days 00:16:50,0.5029,0.4971,0.5021,0.5039,0.0967,0.0868,0.0502,0.011
Caitlyn,Lucian,51,236,2.35,2.44,0.4668,0.5332,0.447,0.452,18644,17710,0 days 00:17:34,0 days 00:16:38,0.5203,0.4797,0.5039,0.4691,0.0868,0.0479,0.011,0.0429
Ashe,Jinx,22,222,2.63,2.33,0.5349,0.4651,0.478,0.461,16550,16918,0 days 00:17:11,0 days 00:17:10,0.5145,0.4855,0.5115,0.5083,0.0531,0.2215,0.0017,0.0857
Jhin,Vayne,202,67,2.98,2.11,0.5454,0.4546,0.499,0.433,17813,17111,0 days 00:18:16,0 days 00:17:10,0.4981,0.5019,0.511,0.5094,0.1309,0.1034,0.0033,0.0528
Jinx,Tahm Kench,222,223,2.33,2.93,0.3736,0.6264,0.462,0.451,18855,8763,0 days 00:16:39,0 days 00:16:53,0.4714,0.5286,0.5083,0.5429,0.2215,0.0098,0.0857,0.0023
Caitlyn,Jhin,51,202,2.16,3.19,0.4399,0.5601,0.424,0.487,17169,17111,0 days 00:17:59,0 days 00:16:41,0.4816,0.5184,0.5039,0.511,0.0868,0.1309,0.011,0.0033
Kalista,Tristana,429,18,2.15,2.69,0.4658,0.5342,0.465,0.495,15834,18282,0 days 00:16:12,0 days 00:16:37,0.4813,0.5187,0.5042,0.5021,0.0196,0.0967,0.0029,0.0502
Twitch,Tristana,29,18,2.46,2.39,0.5155,0.4845,0.506,0.459,19853,17350,0 days 00:16:12,0 days 00:18:01,0.4771,0.5229,0.5086,0.5021,0.0151,0.0967,0.0014,0.0502
Ezreal,Twitch,81,29,2.02,2.71,0.4262,0.5738,0.43,0.499,19913,20705,0 days 00:17:44,0 days 00:17:23,0.4447,0.5553,0.4785,0.5086,0.2779,0.0151,0.0323,0.0014
Miss Fortune,Kog'Maw,21,96,2.51,2.21,0.5098,0.4902,0.466,0.471,18438,21683,0 days 00:18:03,0 days 00:17:28,0.5271,0.4729,0.5107,0.4997,0.0356,0.0264,0.0012,0.0025
Kalista,Xayah,429,498,2.43,2.58,0.4734,0.5266,0.476,0.479,17647,18671,0 days 00:17:04,0 days 00:16:53,0.5248,0.4752,0.5042,0.4769,0.0196,0.0289,0.0029,0.0009
Vayne,Tristana,67,18,2.2,2.54,0.462,0.538,0.449,0.478,16972,18236,0 days 00:15:52,0 days 00:17:57,0.4996,0.5004,0.5094,0.5021,0.1034,0.0967,0.0528,0.0502
Tahm Kench,Ezreal,223,81,2.68,2.37,0.5415,0.4585,0.419,0.447,8732,22926,0 days 00:17:39,0 days 00:17:13,0.5237,0.4763,0.5429,0.4785,0.0098,0.2779,0.0023,0.0323
Samira,Yasuo,360,157,2.57,1.86,0.5594,0.4406,0.516,0.463,20273,17418,0 days 00:16:46,0 days 00:17:01,0.5409,0.4591,0.4991,0.4872,0.2017,0.0075,0.6463,0.1144
Kalista,Sivir,429,15,2.25,2.71,0.5372,0.4628,0.458,0.465,16546,18684,0 days 00:17:01,0 days 00:17:22,0.5007,0.4993,0.5042,0.5184,0.0196,0.0371,0.0029,0.012
Twitch,Ezreal,29,81,2.71,2.02,0.5741,0.4259,0.499,0.43,20693,19905,0 days 00:17:23,0 days 00:17:44,0.5551,0.4449,0.5086,0.4785,0.0151,0.2779,0.0014,0.0323
Samira,Aphelios,360,523,2.73,1.91,0.5759,0.4241,0.502,0.448,18089,17404,0 days 00:16:25,0 days 00:16:56,0.5708,0.4292,0.4991,0.4687,0.2017,0.0365,0.6463,0.0039
Samira,Twitch,360,29,2.18,2.55,0.4738,0.5262,0.468,0.522,17327,19563,0 days 00:17:34,0 days 00:17:08,0.4948,0.5052,0.4991,0.5086,0.2017,0.0151,0.6463,0.0014
Varus,Twitch,110,29,2.17,2.48,0.4522,0.5478,0.458,0.505,19038,21254,0 days 00:18:40,0 days 00:17:36,0.4884,0.5116,0.4991,0.5086,0.0774,0.0151,0.0151,0.0014
Xayah,Twitch,498,29,2.24,2.44,0.483,0.517,0.457,0.479,16849,19364,0 days 00:17:45,0 days 00:16:50,0.446,0.554,0.4769,0.5086,0.0289,0.0151,0.0009,0.0014
Tristana,Varus,18,110,2.42,2.34,0.5174,0.4826,0.452,0.467,17169,19125,0 days 00:17:21,0 days 00:16:48,0.5146,0.4854,0.5021,0.4991,0.0967,0.0774,0.0502,0.0151
Jhin,Senna,202,235,3.14,2.53,0.6113,0.3887,0.486,0.479,17714,16012,0 days 00:19:10,0 days 00:17:13,0.557,0.443,0.511,0.4795,0.1309,0.0107,0.0033,0.2869
Tahm Kench,Ashe,223,22,2.5,2.49,0.6405,0.3595,0.453,0.474,9252,19168,0 days 00:18:01,0 days 00:17:11,0.4855,0.5145,0.5429,0.5115,0.0098,0.0531,0.0023,0.0017
Varus,Jinx,110,222,2.66,2.32,0.5878,0.4122,0.478,0.446,19319,16256,0 days 00:17:28,0 days 00:16:46,0.5054,0.4946,0.4991,0.5083,0.0774,0.2215,0.0151,0.0857
Yasuo,Caitlyn,157,51,1.99,2.45,0.5104,0.4896,0.435,0.462,16850,18255,0 days 00:17:03,0 days 00:17:11,0.5025,0.4975,0.4872,0.5039,0.0075,0.0868,0.1144,0.011
Sivir,Jhin,15,202,2.46,2.98,0.4412,0.5588,0.438,0.472,18200,16628,0 days 00:18:43,0 days 00:17:13,0.5083,0.4917,0.5184,0.511,0.0371,0.1309,0.012,0.0033
Miss Fortune,Varus,21,110,2.28,2.46,0.4545,0.5455,0.446,0.466,17667,19545,0 days 00:17:36,0 days 00:17:48,0.5239,0.4761,0.5107,0.4991,0.0356,0.0774,0.0012,0.0151
Tristana,Jinx,18,222,2.69,2.39,0.5636,0.4364,0.471,0.47,17458,17360,0 days 00:17:02,0 days 00:16:10,0.5072,0.4928,0.5021,0.5083,0.0967,0.2215,0.0502,0.0857
Lucian,Ezreal,236,81,2.4,2.32,0.5405,0.4595,0.45,0.442,18428,21852,0 days 00:18:11,0 days 00:17:07,0.5002,0.4998,0.4691,0.4785,0.0479,0.2779,0.0429,0.0323
Sivir,Tristana,15,18,2.64,2.45,0.4631,0.5369,0.472,0.445,19177,17041,0 days 00:17:20,0 days 00:16:45,0.5226,0.4774,0.5184,0.5021,0.0371,0.0967,0.012,0.0502
Varus,Lucian,110,236,2.46,2.19,0.519,0.481,0.473,0.437,20474,17587,0 days 00:17:46,0 days 00:17:49,0.526,0.474,0.4991,0.4691,0.0774,0.0479,0.0151,0.0429
Jhin,Twitch,202,29,2.61,2.51,0.4489,0.5511,0.479,0.49,16410,20274,0 days 00:18:01,0 days 00:17:31,0.4871,0.5129,0.511,0.5086,0.1309,0.0151,0.0033,0.0014
Tristana,Kalista,18,429,2.7,2.14,0.534,0.466,0.495,0.464,18266,15810,0 days 00:16:36,0 days 00:16:13,0.5192,0.4808,0.5021,0.5042,0.0967,0.0196,0.0502,0.0029
Kalista,Kai'Sa,429,145,2.27,2.71,0.4786,0.5214,0.466,0.491,15980,17386,0 days 00:17:24,0 days 00:16:25,0.4952,0.5048,0.5042,0.5018,0.0196,0.3738,0.0029,0.0619
Jinx,Lucian,222,236,2.51,2.5,0.4341,0.5659,0.473,0.465,18551,18366,0 days 00:16:56,0 days 00:17:38,0.5355,0.4645,0.5083,0.4691,0.2215,0.0479,0.0857,0.0429
Ezreal,Vayne,81,67,2.34,2.29,0.5067,0.4933,0.454,0.439,21459,17444,0 days 00:17:53,0 days 00:16:58,0.4588,0.5412,0.4785,0.5094,0.2779,0.1034,0.0323,0.0528
Xayah,Tristana,498,18,2.47,2.46,0.5291,0.4709,0.446,0.459,17390,17398,0 days 00:16:55,0 days 00:16:49,0.4908,0.5092,0.4769,0.5021,0.0289,0.0967,0.0009,0.0502
Draven,Miss Fortune,119,21,2.18,2.41,0.5282,0.4718,0.445,0.476,18651,18646,0 days 00:17:03,0 days 00:17:23,0.4756,0.5244,0.4987,0.5107,0.0193,0.0356,0.0035,0.0012
Aphelios,Swain,523,50,1.89,2.95,0.3959,0.6041,0.409,0.509,17904,19450,0 days 00:18:11,0 days 00:17:05,0.4747,0.5253,0.4687,0.5593,0.0365,0.012,0.0039,0.0096
Draven,Sivir,119,15,2.1,2.76,0.4877,0.5123,0.43,0.468,18142,18831,0 days 00:16:47,0 days 00:17:26,0.4737,0.5263,0.4987,0.5184,0.0193,0.0371,0.0035,0.012
Ezreal,Kai'Sa,81,145,2.27,2.74,0.4552,0.5448,0.445,0.471,20747,17829,0 days 00:17:36,0 days 00:17:13,0.4696,0.5304,0.4785,0.5018,0.2779,0.3738,0.0323,0.0619
