champ_name,counter_name,championId,counterId,champ_kda,counter_kda,champ_lane kill rate,counter_lane kill rate,champ_kill participation,counter_kill participation,champ_dmgtochamp,counter_dmgtochamp,champ_first tower kill,counter_first tower kill,champ_win ratio,counter_win ratio,champ_position win rate,counter_position win rate,champ_position pick rate,counter_position pick rate,champ_ban rate,counter_ban rate
Xayah,Kalista,498,429,2.57,2.45,0.527,0.473,0.48,0.475,18679,17680,0 days 00:16:50,0 days 00:17:07,0.4669,0.5331,0.4769,0.5042,0.0289,0.0196,0.0009,0.0029
Vayne,Caitlyn,67,51,2.24,2.41,0.49,0.51,0.433,0.459,16384,18848,0 days 00:15:07,0 days 00:18:22,0.4959,0.5041,0.5094,0.5039,0.1034,0.0868,0.0528,0.011
Sivir,Draven,15,119,2.76,2.1,0.5136,0.4864,0.468,0.43,18864,18121,0 days 00:17:26,0 days 00:16:47,0.5278,0.4722,0.5184,0.4987,0.0371,0.0193,0.012,0.0035
Ezreal,Varus,81,110,2.16,2.48,0.4427,0.5573,0.423,0.459,19859,19709,0 days 00:17:07,0 days 00:18:08,0.4805,0.5195,0.4785,0.4991,0.2779,0.0774,0.0323,0.0151
Ezreal,Tristana,81,18,2.28,2.58,0.4724,0.5276,0.447,0.459,20874,17686,0 days 00:16:24,0 days 00:17:24,0.4709,0.5291,0.4785,0.5021,0.2779,0.0967,0.0323,0.0502
Tristana,Jhin,18,202,2.39,2.81,0.5252,0.4748,0.452,0.485,17309,16746,0 days 00:17:50,0 days 00:16:38,0.5018,0.4982,0.5021,0.511,0.0967,0.1309,0.0502,0.0033
Varus,Tristana,110,18,2.34,2.42,0.482,0.518,0.467,0.452,19140,17180,0 days 00:16:48,0 days 00:17:21,0.4851,0.5149,0.4991,0.5021,0.0774,0.0967,0.0151,0.0502
Senna,Sivir,235,15,2.77,2.78,0.4684,0.5316,0.475,0.463,15419,19155,0 days 00:16:11,0 days 00:19:26,0.4851,0.5149,0.4795,0.5184,0.0107,0.0371,0.2869,0.012
Senna,Kalista,235,429,3.12,2.1,0.4816,0.5184,0.526,0.459,17682,15431,0 days 00:16:34,0 days 00:17:58,0.5498,0.4502,0.4795,0.5042,0.0107,0.0196,0.2869,0.0029
Senna,Swain,235,50,2.13,3.22,0.3205,0.6795,0.448,0.53,13640,19687,0 days 00:17:28,0 days 00:17:32,0.4815,0.5185,0.4795,0.5593,0.0107,0.012,0.2869,0.0096
Yasuo,Kai'Sa,157,145,1.98,2.66,0.4776,0.5224,0.449,0.492,16981,18504,0 days 00:18:01,0 days 00:16:40,0.4903,0.5097,0.4872,0.5018,0.0075,0.3738,0.1144,0.0619
Ashe,Tahm Kench,22,223,2.49,2.5,0.3595,0.6405,0.474,0.453,19168,9252,0 days 00:17:11,0 days 00:18:01,0.5145,0.4855,0.5115,0.5429,0.0531,0.0098,0.0017,0.0023
Aphelios,Caitlyn,523,51,2.06,2.72,0.4603,0.5397,0.426,0.461,16947,18016,0 days 00:16:20,0 days 00:17:01,0.4516,0.5484,0.4687,0.5039,0.0365,0.0868,0.0039,0.011
Senna,Jinx,235,222,2.86,2.53,0.4761,0.5239,0.498,0.465,16198,17856,0 days 00:16:37,0 days 00:17:57,0.4803,0.5197,0.4795,0.5083,0.0107,0.2215,0.2869,0.0857
Caitlyn,Samira,51,360,2.31,2.44,0.4517,0.5483,0.462,0.474,17962,17284,0 days 00:17:30,0 days 00:15:46,0.5009,0.4991,0.5039,0.4991,0.0868,0.2017,0.011,0.6463
Jhin,Kog'Maw,202,96,3.19,2.06,0.569,0.431,0.492,0.453,17812,22212,0 days 00:18:05,0 days 00:18:04,0.5377,0.4623,0.511,0.4997,0.1309,0.0264,0.0033,0.0025
Jhin,Samira,202,360,2.86,2.22,0.4996,0.5004,0.503,0.467,17255,17761,0 days 00:17:26,0 days 00:17:26,0.5041,0.4959,0.511,0.4991,0.1309,0.2017,0.0033,0.6463
Ezreal,Samira,81,360,2.31,2.45,0.469,0.531,0.462,0.475,21345,18112,0 days 00:17:12,0 days 00:17:10,0.4744,0.5256,0.4785,0.4991,0.2779,0.2017,0.0323,0.6463
Kai'Sa,Lucian,145,236,2.61,2.35,0.49,0.51,0.479,0.467,18192,18664,0 days 00:16:57,0 days 00:18:12,0.5263,0.4737,0.5018,0.4691,0.3738,0.0479,0.0619,0.0429
Kai'Sa,Jinx,145,222,2.78,2.52,0.5533,0.4467,0.477,0.475,17026,17693,0 days 00:16:40,0 days 00:17:19,0.4916,0.5084,0.5018,0.5083,0.3738,0.2215,0.0619,0.0857
Miss Fortune,Lucian,21,236,2.43,2.29,0.4708,0.5292,0.475,0.45,19313,17794,0 days 00:17:26,0 days 00:17:44,0.5477,0.4523,0.5107,0.4691,0.0356,0.0479,0.0012,0.0429
Senna,Twitch,235,29,2.43,2.75,0.3609,0.6391,0.486,0.523,16381,22010,0 days 00:18:05,0 days 00:18:18,0.4579,0.5421,0.4795,0.5086,0.0107,0.0151,0.2869,0.0014
Varus,Vayne,110,67,2.56,2.02,0.5636,0.4364,0.48,0.42,19915,15987,0 days 00:18:29,0 days 00:16:30,0.5017,0.4983,0.4991,0.5094,0.0774,0.1034,0.0151,0.0528
Caitlyn,Twitch,51,29,2.08,2.65,0.426,0.574,0.429,0.494,17292,20135,0 days 00:18:08,0 days 00:15:51,0.4765,0.5235,0.5039,0.5086,0.0868,0.0151,0.011,0.0014
Ezreal,Kai'Sa,81,145,2.27,2.74,0.455,0.545,0.445,0.471,20748,17834,0 days 00:17:36,0 days 00:17:13,0.4696,0.5304,0.4785,0.5018,0.2779,0.3738,0.0323,0.0619
Swain,Yasuo,50,157,3.24,1.73,0.5808,0.4192,0.553,0.447,25141,17640,0 days 00:17:40,0 days 00:17:39,0.5794,0.4206,0.5593,0.4872,0.012,0.0075,0.0096,0.1144
Twitch,Draven,29,119,2.68,1.9,0.5346,0.4654,0.523,0.432,20972,18981,0 days 00:16:46,0 days 00:18:01,0.5189,0.4811,0.5086,0.4987,0.0151,0.0193,0.0014,0.0035
Miss Fortune,Yasuo,21,157,2.41,2.02,0.4614,0.5386,0.488,0.446,18104,17347,0 days 00:16:57,0 days 00:18:07,0.4923,0.5077,0.5107,0.4872,0.0356,0.0075,0.0012,0.1144
Sivir,Kai'Sa,15,145,2.62,2.59,0.4545,0.5455,0.464,0.458,19128,17180,0 days 00:18:29,0 days 00:16:26,0.5136,0.4864,0.5184,0.5018,0.0371,0.3738,0.012,0.0619
Jinx,Varus,222,110,2.32,2.67,0.4117,0.5883,0.446,0.478,16245,19313,0 days 00:16:46,0 days 00:17:28,0.4943,0.5057,0.5083,0.4991,0.2215,0.0774,0.0857,0.0151
Kalista,Draven,429,119,2.29,2.16,0.4879,0.5121,0.458,0.464,15250,18226,0 days 00:16:50,0 days 00:16:51,0.5142,0.4858,0.5042,0.4987,0.0196,0.0193,0.0029,0.0035
Samira,Kalista,360,429,2.46,2.23,0.5124,0.4876,0.498,0.48,18140,16451,0 days 00:16:22,0 days 00:16:55,0.5169,0.4831,0.4991,0.5042,0.2017,0.0196,0.6463,0.0029
Sivir,Xayah,15,498,2.76,2.34,0.4594,0.5406,0.467,0.429,20408,17854,0 days 00:17:35,0 days 00:17:21,0.5471,0.4529,0.5184,0.4769,0.0371,0.0289,0.012,0.0009
Lucian,Kai'Sa,236,145,2.35,2.61,0.5097,0.4903,0.467,0.479,18671,18200,0 days 00:18:12,0 days 00:16:57,0.4731,0.5269,0.4691,0.5018,0.0479,0.3738,0.0429,0.0619
Varus,Ezreal,110,81,2.48,2.16,0.5581,0.4419,0.459,0.423,19711,19851,0 days 00:18:08,0 days 00:17:06,0.5194,0.4806,0.4991,0.4785,0.0774,0.2779,0.0151,0.0323
Kai'Sa,Kalista,145,429,2.71,2.27,0.522,0.478,0.491,0.466,17377,15974,0 days 00:16:25,0 days 00:17:24,0.5052,0.4948,0.5018,0.5042,0.3738,0.0196,0.0619,0.0029
Kalista,Aphelios,429,523,2.28,2.23,0.5187,0.4813,0.467,0.464,15539,18258,0 days 00:16:36,0 days 00:16:34,0.4832,0.5168,0.5042,0.4687,0.0196,0.0365,0.0029,0.0039
Ashe,Jhin,22,202,2.26,2.93,0.4588,0.5412,0.452,0.485,15955,16822,0 days 00:17:46,0 days 00:17:56,0.4841,0.5159,0.5115,0.511,0.0531,0.1309,0.0017,0.0033
Xayah,Jinx,498,222,2.48,2.68,0.5365,0.4635,0.449,0.471,16855,17922,0 days 00:17:23,0 days 00:16:47,0.4513,0.5487,0.4769,0.5083,0.0289,0.2215,0.0009,0.0857
Jhin,Draven,202,119,2.93,2.08,0.5051,0.4949,0.486,0.444,16676,18391,0 days 00:17:20,0 days 00:17:55,0.5242,0.4758,0.511,0.4987,0.1309,0.0193,0.0033,0.0035
Sivir,Ashe,15,22,2.49,2.42,0.4739,0.5261,0.456,0.449,18702,16052,0 days 00:18:36,0 days 00:16:54,0.5012,0.4988,0.5184,0.5115,0.0371,0.0531,0.012,0.0017
Kai'Sa,Ashe,145,22,2.46,2.46,0.5271,0.4729,0.467,0.478,16963,16735,0 days 00:17:13,0 days 00:17:45,0.4806,0.5194,0.5018,0.5115,0.3738,0.0531,0.0619,0.0017
Miss Fortune,Vayne,21,67,2.5,2.13,0.5403,0.4597,0.485,0.432,19460,16645,0 days 00:18:17,0 days 00:16:30,0.5152,0.4848,0.5107,0.5094,0.0356,0.1034,0.0012,0.0528
Kog'Maw,Jinx,96,222,2.35,2.57,0.5162,0.4838,0.483,0.465,22365,17229,0 days 00:17:23,0 days 00:17:14,0.4916,0.5084,0.4997,0.5083,0.0264,0.2215,0.0025,0.0857
Draven,Caitlyn,119,51,2.2,2.54,0.4896,0.5104,0.445,0.457,17814,18028,0 days 00:16:02,0 days 00:17:36,0.4615,0.5385,0.4987,0.5039,0.0193,0.0868,0.0035,0.011
Vayne,Miss Fortune,67,21,2.13,2.5,0.4602,0.5398,0.432,0.485,16623,19448,0 days 00:16:30,0 days 00:18:16,0.4866,0.5134,0.5094,0.5107,0.1034,0.0356,0.0528,0.0012
Caitlyn,Yasuo,51,157,2.45,1.99,0.4885,0.5115,0.462,0.436,18219,16846,0 days 00:17:11,0 days 00:17:04,0.4976,0.5024,0.5039,0.4872,0.0868,0.0075,0.011,0.1144
Jinx,Swain,222,50,2.15,3.02,0.3925,0.6075,0.463,0.521,18076,20125,0 days 00:17:14,0 days 00:17:11,0.4358,0.5642,0.5083,0.5593,0.2215,0.012,0.0857,0.0096
Lucian,Samira,236,360,2.37,2.32,0.5284,0.4716,0.485,0.483,19059,18680,0 days 00:17:48,0 days 00:16:49,0.4762,0.5238,0.4691,0.4991,0.0479,0.2017,0.0429,0.6463
Caitlyn,Tahm Kench,51,223,2.33,2.81,0.4072,0.5928,0.449,0.431,19990,8795,0 days 00:17:17,0 days 00:16:30,0.478,0.522,0.5039,0.5429,0.0868,0.0098,0.011,0.0023
Xayah,Jhin,498,202,2.28,3.11,0.4862,0.5138,0.429,0.486,16748,17645,0 days 00:18:03,0 days 00:17:16,0.4665,0.5335,0.4769,0.511,0.0289,0.1309,0.0009,0.0033
Vayne,Ezreal,67,81,2.29,2.34,0.4928,0.5072,0.438,0.454,17445,21464,0 days 00:16:58,0 days 00:17:53,0.5411,0.4589,0.5094,0.4785,0.1034,0.2779,0.0528,0.0323
Samira,Jinx,360,222,2.46,2.52,0.5479,0.4521,0.482,0.493,17436,18325,0 days 00:16:37,0 days 00:16:59,0.4855,0.5145,0.4991,0.5083,0.2017,0.2215,0.6463,0.0857
Aphelios,Jinx,523,222,2.15,2.83,0.4932,0.5068,0.442,0.486,17589,17831,0 days 00:16:57,0 days 00:16:12,0.4638,0.5362,0.4687,0.5083,0.0365,0.2215,0.0039,0.0857
Caitlyn,Kai'Sa,51,145,2.33,2.72,0.4611,0.5389,0.449,0.465,17849,16869,0 days 00:18:00,0 days 00:15:40,0.5006,0.4994,0.5039,0.5018,0.0868,0.3738,0.011,0.0619
Miss Fortune,Sivir,21,15,2.29,2.72,0.5012,0.4988,0.443,0.459,17517,18765,0 days 00:16:57,0 days 00:18:05,0.4773,0.5227,0.5107,0.5184,0.0356,0.0371,0.0012,0.012
Kalista,Ezreal,429,81,2.39,2.37,0.5304,0.4696,0.462,0.455,16944,20722,0 days 00:17:30,0 days 00:16:27,0.5315,0.4685,0.5042,0.4785,0.0196,0.2779,0.0029,0.0323
Kai'Sa,Yasuo,145,157,2.66,1.98,0.5214,0.4786,0.491,0.449,18471,16976,0 days 00:16:41,0 days 00:18:00,0.5105,0.4895,0.5018,0.4872,0.3738,0.0075,0.0619,0.1144
Kai'Sa,Samira,145,360,2.49,2.47,0.4785,0.5215,0.486,0.495,17398,18532,0 days 00:16:56,0 days 00:17:24,0.4802,0.5198,0.5018,0.4991,0.3738,0.2017,0.0619,0.6463
Xayah,Kog'Maw,498,96,2.4,2.4,0.5484,0.4516,0.445,0.488,17708,23980,0 days 00:17:39,0 days 00:17:08,0.4425,0.5575,0.4769,0.4997,0.0289,0.0264,0.0009,0.0025
Ezreal,Miss Fortune,81,21,2.39,2.4,0.5013,0.4987,0.439,0.455,20891,18092,0 days 00:17:12,0 days 00:17:45,0.4839,0.5161,0.4785,0.5107,0.2779,0.0356,0.0323,0.0012
Aphelios,Yasuo,523,157,2.0,2.33,0.4829,0.5171,0.448,0.482,17615,17183,0 days 00:17:10,0 days 00:17:13,0.4421,0.5579,0.4687,0.4872,0.0365,0.0075,0.0039,0.1144
Aphelios,Kalista,523,429,2.22,2.3,0.4794,0.5206,0.464,0.47,18315,15629,0 days 00:16:34,0 days 00:16:38,0.5113,0.4887,0.4687,0.5042,0.0365,0.0196,0.0039,0.0029
Jhin,Tristana,202,18,2.81,2.4,0.4744,0.5256,0.485,0.453,16748,17351,0 days 00:16:38,0 days 00:17:51,0.4969,0.5031,0.511,0.5021,0.1309,0.0967,0.0033,0.0502
Swain,Miss Fortune,50,21,2.78,2.18,0.5752,0.4248,0.503,0.477,20386,19410,0 days 00:17:23,0 days 00:18:05,0.5443,0.4557,0.5593,0.5107,0.012,0.0356,0.0096,0.0012
Sivir,Varus,15,110,2.62,2.33,0.4589,0.5411,0.446,0.438,18361,18287,0 days 00:18:30,0 days 00:17:09,0.5325,0.4675,0.5184,0.4991,0.0371,0.0774,0.012,0.0151
Aphelios,Draven,523,119,2.02,2.43,0.4863,0.5137,0.437,0.463,16185,18083,0 days 00:16:34,0 days 00:16:33,0.4688,0.5313,0.4687,0.4987,0.0365,0.0193,0.0039,0.0035
Lucian,Jhin,236,202,2.17,3.02,0.5015,0.4985,0.442,0.49,17806,17849,0 days 00:18:06,0 days 00:17:32,0.4614,0.5386,0.4691,0.511,0.0479,0.1309,0.0429,0.0033
Senna,Draven,235,119,2.78,2.33,0.4047,0.5953,0.508,0.456,16614,19122,0 days 00:16:04,0 days 00:18:43,0.5127,0.4873,0.4795,0.4987,0.0107,0.0193,0.2869,0.0035
Xayah,Kai'Sa,498,145,2.5,2.63,0.521,0.479,0.461,0.471,17717,17577,0 days 00:17:59,0 days 00:16:38,0.4842,0.5158,0.4769,0.5018,0.0289,0.3738,0.0009,0.0619
Yasuo,Draven,157,119,1.88,2.26,0.5154,0.4846,0.434,0.472,16951,19208,0 days 00:17:41,0 days 00:16:30,0.5,0.5,0.4872,0.4987,0.0075,0.0193,0.1144,0.0035
Caitlyn,Miss Fortune,51,21,2.4,2.46,0.5061,0.4939,0.436,0.455,17388,17579,0 days 00:17:37,0 days 00:16:26,0.4958,0.5042,0.5039,0.5107,0.0868,0.0356,0.011,0.0012
Varus,Samira,110,360,2.47,2.19,0.5043,0.4957,0.488,0.455,19525,16661,0 days 00:17:31,0 days 00:17:02,0.4998,0.5002,0.4991,0.4991,0.0774,0.2017,0.0151,0.6463
Yasuo,Samira,157,360,1.86,2.57,0.4404,0.5596,0.463,0.516,17411,20269,0 days 00:17:01,0 days 00:16:46,0.4585,0.5415,0.4872,0.4991,0.0075,0.2017,0.1144,0.6463
Draven,Jhin,119,202,2.07,2.95,0.4927,0.5073,0.443,0.487,18324,16675,0 days 00:17:53,0 days 00:17:21,0.4762,0.5238,0.4987,0.511,0.0193,0.1309,0.0035,0.0033
Lucian,Varus,236,110,2.19,2.46,0.4806,0.5194,0.437,0.473,17603,20492,0 days 00:17:48,0 days 00:17:45,0.473,0.527,0.4691,0.4991,0.0479,0.0774,0.0429,0.0151
Ezreal,Jinx,81,222,2.49,2.51,0.5259,0.4741,0.451,0.458,21227,17609,0 days 00:17:02,0 days 00:17:03,0.4865,0.5135,0.4785,0.5083,0.2779,0.2215,0.0323,0.0857
Twitch,Vayne,29,67,2.68,1.95,0.5774,0.4226,0.52,0.435,21530,17404,0 days 00:18:03,0 days 00:17:25,0.5247,0.4753,0.5086,0.5094,0.0151,0.1034,0.0014,0.0528
Jinx,Caitlyn,222,51,2.61,2.51,0.4722,0.5278,0.459,0.445,17121,17598,0 days 00:15:50,0 days 00:17:23,0.5028,0.4972,0.5083,0.5039,0.2215,0.0868,0.0857,0.011
Tahm Kench,Yasuo,223,157,3.02,1.83,0.6147,0.3853,0.502,0.448,11645,16603,0 days 00:16:54,0 days 00:16:34,0.5902,0.4098,0.5429,0.4872,0.0098,0.0075,0.0023,0.1144
Ashe,Samira,22,360,2.39,2.28,0.463,0.537,0.484,0.477,16684,17502,0 days 00:17:14,0 days 00:17:11,0.5097,0.4903,0.5115,0.4991,0.0531,0.2017,0.0017,0.6463
Caitlyn,Draven,51,119,2.54,2.19,0.5103,0.4897,0.457,0.445,18021,17782,0 days 00:17:38,0 days 00:16:02,0.5402,0.4598,0.5039,0.4987,0.0868,0.0193,0.011,0.0035
Kog'Maw,Varus,96,110,2.12,2.55,0.4363,0.5637,0.458,0.472,22054,20107,0 days 00:17:29,0 days 00:18:14,0.5011,0.4989,0.4997,0.4991,0.0264,0.0774,0.0025,0.0151
Samira,Kai'Sa,360,145,2.47,2.49,0.5215,0.4785,0.495,0.486,18532,17394,0 days 00:17:24,0 days 00:16:56,0.5198,0.4802,0.4991,0.5018,0.2017,0.3738,0.6463,0.0619
Vayne,Senna,67,235,2.08,2.92,0.4862,0.5138,0.432,0.517,16961,17912,0 days 00:17:52,0 days 00:17:55,0.4812,0.5188,0.5094,0.4795,0.1034,0.0107,0.0528,0.2869
Jinx,Draven,222,119,2.53,2.31,0.4712,0.5288,0.48,0.453,17190,18250,0 days 00:16:38,0 days 00:17:01,0.5157,0.4843,0.5083,0.4987,0.2215,0.0193,0.0857,0.0035
Senna,Kog'Maw,235,96,2.68,2.37,0.5047,0.4953,0.502,0.485,15676,22930,0 days 00:17:11,0 days 00:18:40,0.4536,0.5464,0.4795,0.4997,0.0107,0.0264,0.2869,0.0025
Aphelios,Senna,523,235,2.01,3.09,0.5417,0.4583,0.437,0.521,18458,16377,0 days 00:18:26,0 days 00:15:51,0.4373,0.5627,0.4687,0.4795,0.0365,0.0107,0.0039,0.2869
Vayne,Kai'Sa,67,145,2.23,2.62,0.4589,0.5411,0.452,0.486,17292,18014,0 days 00:17:09,0 days 00:17:42,0.5096,0.4904,0.5094,0.5018,0.1034,0.3738,0.0528,0.0619
Miss Fortune,Ezreal,21,81,2.4,2.39,0.4991,0.5009,0.455,0.439,18088,20883,0 days 00:17:45,0 days 00:17:12,0.5162,0.4838,0.5107,0.4785,0.0356,0.2779,0.0012,0.0323
Yasuo,Miss Fortune,157,21,2.02,2.41,0.5383,0.4617,0.446,0.488,17409,18156,0 days 00:18:06,0 days 00:16:57,0.5079,0.4921,0.4872,0.5107,0.0075,0.0356,0.1144,0.0012
Kai'Sa,Ezreal,145,81,2.74,2.27,0.5447,0.4553,0.47,0.445,17827,20744,0 days 00:17:13,0 days 00:17:36,0.5303,0.4697,0.5018,0.4785,0.3738,0.2779,0.0619,0.0323
Yasuo,Ezreal,157,81,2.07,2.4,0.5347,0.4653,0.442,0.464,17795,21620,0 days 00:18:27,0 days 00:16:39,0.5321,0.4679,0.4872,0.4785,0.0075,0.2779,0.1144,0.0323
Jinx,Sivir,222,15,2.42,2.85,0.4733,0.5267,0.445,0.469,17043,19327,0 days 00:16:30,0 days 00:17:58,0.4836,0.5164,0.5083,0.5184,0.2215,0.0371,0.0857,0.012
Swain,Twitch,50,29,2.65,2.32,0.4787,0.5213,0.504,0.499,18887,20886,0 days 00:18:19,0 days 00:16:32,0.5821,0.4179,0.5593,0.5086,0.012,0.0151,0.0096,0.0014
Varus,Tahm Kench,110,223,2.52,2.44,0.4863,0.5137,0.486,0.431,21800,8701,0 days 00:17:52,0 days 00:17:17,0.5054,0.4946,0.4991,0.5429,0.0774,0.0098,0.0151,0.0023
Jhin,Ezreal,202,81,3.15,2.08,0.5719,0.4281,0.486,0.422,17563,20237,0 days 00:17:56,0 days 00:17:40,0.5458,0.4542,0.511,0.4785,0.1309,0.2779,0.0033,0.0323
Draven,Kalista,119,429,2.16,2.29,0.5121,0.4879,0.464,0.458,18226,15250,0 days 00:16:51,0 days 00:16:50,0.4858,0.5142,0.4987,0.5042,0.0193,0.0196,0.0035,0.0029
Kog'Maw,Lucian,96,236,2.24,2.3,0.4544,0.5456,0.472,0.462,23795,18231,0 days 00:17:40,0 days 00:18:07,0.5432,0.4568,0.4997,0.4691,0.0264,0.0479,0.0025,0.0429
Yasuo,Tristana,157,18,2.0,2.54,0.5035,0.4965,0.445,0.479,17379,17923,0 days 00:16:58,0 days 00:16:33,0.4982,0.5018,0.4872,0.5021,0.0075,0.0967,0.1144,0.0502
Senna,Ezreal,235,81,2.81,2.31,0.4716,0.5284,0.497,0.442,16254,21582,0 days 00:17:15,0 days 00:18:19,0.5124,0.4876,0.4795,0.4785,0.0107,0.2779,0.2869,0.0323
Tristana,Miss Fortune,18,21,2.46,2.34,0.5296,0.4704,0.457,0.473,17458,18521,0 days 00:17:10,0 days 00:16:37,0.4846,0.5154,0.5021,0.5107,0.0967,0.0356,0.0502,0.0012
Lucian,Aphelios,236,523,2.56,2.04,0.5716,0.4284,0.476,0.439,18624,18756,0 days 00:17:09,0 days 00:17:13,0.5015,0.4985,0.4691,0.4687,0.0479,0.0365,0.0429,0.0039
Vayne,Samira,67,360,2.2,2.42,0.4488,0.5512,0.467,0.498,17575,18513,0 days 00:16:46,0 days 00:17:35,0.5069,0.4931,0.5094,0.4991,0.1034,0.2017,0.0528,0.6463
Kog'Maw,Kalista,96,429,2.49,2.16,0.4944,0.5056,0.507,0.451,22957,15545,0 days 00:17:16,0 days 00:17:06,0.5497,0.4503,0.4997,0.5042,0.0264,0.0196,0.0025,0.0029
Varus,Ezreal,110,81,2.48,2.16,0.5581,0.4419,0.459,0.423,19711,19851,0 days 00:18:08,0 days 00:17:06,0.5194,0.4806,0.4991,0.4785,0.0774,0.2779,0.0151,0.0323
Swain,Kai'Sa,50,145,2.97,2.26,0.5673,0.4327,0.53,0.473,20992,18080,0 days 00:17:45,0 days 00:17:22,0.5676,0.4324,0.5593,0.5018,0.012,0.3738,0.0096,0.0619
Caitlyn,Ezreal,51,81,2.43,2.38,0.5104,0.4896,0.436,0.436,17780,20663,0 days 00:17:53,0 days 00:16:00,0.523,0.477,0.5039,0.4785,0.0868,0.2779,0.011,0.0323
Tahm Kench,Sivir,223,15,2.65,2.78,0.6402,0.3598,0.422,0.495,8965,21299,0 days 00:16:38,0 days 00:17:57,0.5225,0.4775,0.5429,0.5184,0.0098,0.0371,0.0023,0.012
Kai'Sa,Vayne,145,67,2.63,2.23,0.541,0.459,0.486,0.452,18033,17308,0 days 00:17:42,0 days 00:17:09,0.491,0.509,0.5018,0.5094,0.3738,0.1034,0.0619,0.0528
Vayne,Draven,67,119,2.23,2.17,0.474,0.526,0.447,0.458,16466,19162,0 days 00:16:23,0 days 00:17:51,0.5169,0.4831,0.5094,0.4987,0.1034,0.0193,0.0528,0.0035
Caitlyn,Aphelios,51,523,2.73,2.06,0.5403,0.4597,0.461,0.425,18022,16938,0 days 00:17:01,0 days 00:16:19,0.5486,0.4514,0.5039,0.4687,0.0868,0.0365,0.011,0.0039
Lucian,Tahm Kench,236,223,2.25,2.72,0.4578,0.5422,0.433,0.42,18122,9064,0 days 00:17:09,0 days 00:17:27,0.4227,0.5773,0.4691,0.5429,0.0479,0.0098,0.0429,0.0023
Vayne,Varus,67,110,2.02,2.56,0.4364,0.5636,0.42,0.48,15986,19902,0 days 00:16:30,0 days 00:18:29,0.4983,0.5017,0.5094,0.4991,0.1034,0.0774,0.0528,0.0151
Yasuo,Vayne,157,67,2.06,2.25,0.5172,0.4828,0.462,0.458,17183,18749,0 days 00:18:12,0 days 00:16:35,0.4813,0.5187,0.4872,0.5094,0.0075,0.1034,0.1144,0.0528
Swain,Vayne,50,67,2.94,2.01,0.5955,0.4045,0.53,0.443,20983,18605,0 days 00:18:10,0 days 00:17:19,0.5148,0.4852,0.5593,0.5094,0.012,0.1034,0.0096,0.0528
Ashe,Lucian,22,236,2.48,2.25,0.4652,0.5348,0.472,0.452,16997,17655,0 days 00:17:18,0 days 00:17:59,0.5416,0.4584,0.5115,0.4691,0.0531,0.0479,0.0017,0.0429
Ashe,Vayne,22,67,2.5,2.09,0.5146,0.4854,0.483,0.434,17231,16314,0 days 00:18:08,0 days 00:16:44,0.5134,0.4866,0.5115,0.5094,0.0531,0.1034,0.0017,0.0528
Miss Fortune,Xayah,21,498,2.49,2.39,0.4695,0.5305,0.464,0.44,18820,17194,0 days 00:17:12,0 days 00:17:41,0.5479,0.4521,0.5107,0.4769,0.0356,0.0289,0.0012,0.0009
Lucian,Ashe,236,22,2.25,2.48,0.5346,0.4654,0.452,0.472,17658,16997,0 days 00:17:58,0 days 00:17:18,0.4581,0.5419,0.4691,0.5115,0.0479,0.0531,0.0429,0.0017
Tahm Kench,Varus,223,110,2.44,2.52,0.5137,0.4863,0.431,0.486,8701,21800,0 days 00:17:17,0 days 00:17:52,0.4946,0.5054,0.5429,0.4991,0.0098,0.0774,0.0023,0.0151
Twitch,Jinx,29,222,2.82,2.15,0.6228,0.3772,0.512,0.452,20575,16440,0 days 00:16:58,0 days 00:17:21,0.5276,0.4724,0.5086,0.5083,0.0151,0.2215,0.0014,0.0857
Xayah,Samira,498,360,2.57,2.28,0.5403,0.4597,0.483,0.472,18644,17934,0 days 00:17:39,0 days 00:16:24,0.4892,0.5108,0.4769,0.4991,0.0289,0.2017,0.0009,0.6463
Kog'Maw,Miss Fortune,96,21,2.21,2.51,0.4902,0.5098,0.471,0.467,21693,18447,0 days 00:17:28,0 days 00:18:03,0.4733,0.5267,0.4997,0.5107,0.0264,0.0356,0.0025,0.0012
Kalista,Miss Fortune,429,21,2.17,2.5,0.5,0.5,0.446,0.486,15740,18617,0 days 00:16:53,0 days 00:16:52,0.4748,0.5252,0.5042,0.5107,0.0196,0.0356,0.0029,0.0012
Kalista,Samira,429,360,2.22,2.46,0.4875,0.5125,0.48,0.498,16456,18153,0 days 00:16:55,0 days 00:16:22,0.4829,0.5171,0.5042,0.4991,0.0196,0.2017,0.0029,0.6463
Miss Fortune,Kai'Sa,21,145,2.44,2.54,0.4806,0.5194,0.479,0.461,18649,16851,0 days 00:17:51,0 days 00:16:52,0.5112,0.4888,0.5107,0.5018,0.0356,0.3738,0.0012,0.0619
Draven,Swain,119,50,1.98,3.1,0.4469,0.5531,0.445,0.529,19855,20558,0 days 00:17:33,0 days 00:16:39,0.3873,0.6127,0.4987,0.5593,0.0193,0.012,0.0035,0.0096
Tristana,Kai'Sa,18,145,2.47,2.58,0.4935,0.5065,0.467,0.478,17372,17381,0 days 00:17:36,0 days 00:16:15,0.4982,0.5018,0.5021,0.5018,0.0967,0.3738,0.0502,0.0619
