champ_name,counter_name,championId,counterId,champ_kda,counter_kda,champ_kill participation,counter_kill participation,champ_dmgtochamp,counter_dmgtochamp,champ_win ratio,counter_win ratio,champ_position win rate,counter_position win rate,champ_position pick rate,counter_position pick rate,champ_ban rate,counter_ban rate
Viego,Shyvana,234,102,2.32,2.76,0.464,0.454,16340,18298,0.4679,0.5321,0.4786,0.4748,0.0718,0.0057,0.1371,0.0008
Shaco,Diana,35,131,3.13,2.24,0.527,0.49,15146,17817,0.512,0.488,0.5114,0.4855,0.0741,0.0876,0.287,0.0866
Jax,Olaf,24,2,2.18,2.45,0.444,0.478,14826,16442,0.4636,0.5364,0.4894,0.4805,0.0052,0.0198,0.0239,0.0127
Evelynn,Karthus,28,30,3.07,2.44,0.502,0.549,20146,25439,0.4853,0.5147,0.5243,0.522,0.0339,0.0283,0.0203,0.0393
Xin Zhao,Rengar,5,107,2.35,2.31,0.487,0.482,16487,15724,0.5509,0.4491,0.5188,0.4819,0.0734,0.0086,0.0173,0.0111
Olaf,Jarvan IV,2,59,2.61,3.12,0.517,0.578,17041,12331,0.5203,0.4797,0.4805,0.5015,0.0198,0.0237,0.0127,0.0007
Rammus,Lee Sin,33,64,2.9,2.98,0.517,0.544,12280,14595,0.5127,0.4873,0.5005,0.5123,0.0151,0.2982,0.0178,0.4717
Vi,Gwen,254,887,2.74,2.41,0.491,0.46,14133,16238,0.5495,0.4505,0.4944,0.4859,0.0131,0.0113,0.0008,0.2427
Graves,Amumu,104,32,2.44,2.72,0.473,0.462,15478,12397,0.4475,0.5525,0.4524,0.4848,0.0537,0.0063,0.0228,0.0017
Poppy,Lillia,78,876,2.88,2.46,0.475,0.496,13495,17465,0.5376,0.4624,0.4965,0.454,0.0305,0.0152,0.0381,0.0037
Lillia,Rammus,876,33,2.83,2.68,0.527,0.489,19286,11255,0.49,0.51,0.454,0.5005,0.0152,0.0151,0.0037,0.0178
Lillia,Ivern,876,427,2.59,3.34,0.48,0.495,16302,8276,0.4861,0.5139,0.454,0.5256,0.0152,0.009,0.0037,0.0018
Ekko,Kindred,245,203,2.62,2.39,0.486,0.506,15570,18545,0.4815,0.5185,0.494,0.5016,0.0476,0.1107,0.0128,0.0594
Nidalee,Graves,76,104,2.89,2.35,0.49,0.462,15944,15018,0.5212,0.4788,0.4819,0.4524,0.104,0.0537,0.0465,0.0228
Ivern,Rammus,427,33,3.6,2.68,0.492,0.461,9274,11571,0.5089,0.4911,0.5256,0.5005,0.009,0.0151,0.0018,0.0178
Poppy,Vi,78,254,2.94,2.46,0.508,0.472,13763,13439,0.4849,0.5151,0.4965,0.4944,0.0305,0.0131,0.0381,0.0008
Fiddlesticks,Xin Zhao,9,5,2.67,2.56,0.512,0.49,15120,15923,0.4712,0.5288,0.5293,0.5188,0.0349,0.0734,0.0151,0.0173
Zac,Kha'Zix,154,121,3.67,2.51,0.515,0.489,13288,17895,0.5155,0.4845,0.5129,0.5083,0.0361,0.0498,0.0073,0.0054
Poppy,Olaf,78,2,2.74,2.61,0.504,0.5,14162,17315,0.4888,0.5112,0.4965,0.4805,0.0305,0.0198,0.0381,0.0127
Kayn,Shaco,141,35,2.25,2.99,0.486,0.514,18141,16044,0.4958,0.5042,0.4961,0.5114,0.0639,0.0741,0.013,0.287
Shaco,Kha'Zix,35,121,2.91,2.23,0.511,0.464,15355,16586,0.5247,0.4753,0.5114,0.5083,0.0741,0.0498,0.287,0.0054
Viego,Lillia,234,876,2.41,2.53,0.47,0.484,16024,16814,0.543,0.457,0.4786,0.454,0.0718,0.0152,0.1371,0.0037
Diana,Xin Zhao,131,5,2.24,2.65,0.504,0.508,16896,16662,0.4524,0.5476,0.4855,0.5188,0.0876,0.0734,0.0866,0.0173
Rek'Sai,Kha'Zix,421,121,2.42,2.55,0.507,0.493,14247,16639,0.4874,0.5126,0.5038,0.5083,0.0507,0.0498,0.0542,0.0054
Hecarim,Kayn,120,141,2.93,2.55,0.515,0.498,15067,17890,0.464,0.536,0.4491,0.4961,0.0182,0.0639,0.019,0.013
Udyr,Shaco,77,35,2.69,3.1,0.46,0.521,10633,14731,0.4761,0.5239,0.4838,0.5114,0.0211,0.0741,0.0151,0.287
Kayn,Gragas,141,79,2.52,2.91,0.492,0.479,17625,16656,0.5276,0.4724,0.4961,0.5147,0.0639,0.0191,0.013,0.0032
Taliyah,Kayn,163,141,2.7,2.32,0.524,0.492,18782,17025,0.5049,0.4951,0.5241,0.4961,0.0269,0.0639,0.0032,0.013
Karthus,Morgana,30,25,2.49,3.1,0.55,0.509,24636,15927,0.4908,0.5092,0.522,0.5135,0.0283,0.0793,0.0393,0.485
Zac,Xin Zhao,154,5,3.66,2.38,0.539,0.5,13470,17183,0.5044,0.4956,0.5129,0.5188,0.0361,0.0734,0.0073,0.0173
Trundle,Kindred,48,203,2.68,2.38,0.481,0.503,11139,18481,0.4681,0.5319,0.4991,0.5016,0.0085,0.1107,0.0007,0.0594
Elise,Nocturne,60,56,2.63,2.59,0.5,0.502,15001,14478,0.5057,0.4943,0.5268,0.498,0.1231,0.0378,0.514,0.0236
Nocturne,Ivern,56,427,2.66,3.28,0.473,0.499,13464,8085,0.5243,0.4757,0.498,0.5256,0.0378,0.009,0.0236,0.0018
Warwick,Master Yi,19,11,2.83,1.91,0.501,0.471,13479,16042,0.5702,0.4298,0.51,0.466,0.0223,0.023,0.003,0.0052
Zac,Gwen,154,887,3.78,2.54,0.523,0.491,13438,18461,0.5377,0.4623,0.5129,0.4859,0.0361,0.0113,0.0073,0.2427
Rammus,Rumble,33,68,2.88,2.88,0.5,0.537,11481,19704,0.5158,0.4842,0.5005,0.4892,0.0151,0.1175,0.0178,0.2828
Lee Sin,Ekko,64,245,2.92,2.67,0.531,0.509,15748,17178,0.5038,0.4962,0.5123,0.494,0.2982,0.0476,0.4717,0.0128
Taliyah,Gwen,163,887,2.93,2.57,0.542,0.469,18771,15774,0.4929,0.5071,0.5241,0.4859,0.0269,0.0113,0.0032,0.2427
Jarvan IV,Viego,59,234,3.31,2.42,0.587,0.495,12574,16381,0.4969,0.5031,0.5015,0.4786,0.0237,0.0718,0.0007,0.1371
Gwen,Lee Sin,887,64,2.42,3.03,0.475,0.534,17253,15116,0.5046,0.4954,0.4859,0.5123,0.0113,0.2982,0.2427,0.4717
Warwick,Viego,19,234,2.65,2.15,0.51,0.482,13339,15920,0.5381,0.4619,0.51,0.4786,0.0223,0.0718,0.003,0.1371
Hecarim,Kha'Zix,120,121,2.58,2.69,0.505,0.489,13083,17609,0.4355,0.5645,0.4491,0.5083,0.0182,0.0498,0.019,0.0054
Viego,Shaco,234,35,2.06,3.16,0.464,0.523,15499,15366,0.4678,0.5322,0.4786,0.5114,0.0718,0.0741,0.1371,0.287
Fiddlesticks,Lee Sin,9,64,2.83,2.94,0.513,0.539,16174,14722,0.5182,0.4818,0.5293,0.5123,0.0349,0.2982,0.0151,0.4717
Rammus,Olaf,33,2,2.79,2.69,0.517,0.499,12192,17216,0.4842,0.5158,0.5005,0.4805,0.0151,0.0198,0.0178,0.0127
Rammus,Wukong,33,62,2.73,2.88,0.509,0.507,12430,14239,0.4758,0.5242,0.5005,0.4928,0.0151,0.0079,0.0178,0.0097
Trundle,Diana,48,131,3.23,2.32,0.514,0.491,13133,17678,0.5242,0.4758,0.4991,0.4855,0.0085,0.0876,0.0007,0.0866
Viego,Vi,234,254,2.44,2.4,0.489,0.47,16003,13816,0.5116,0.4884,0.4786,0.4944,0.0718,0.0131,0.1371,0.0008
Udyr,Volibear,77,106,2.78,2.86,0.464,0.488,10392,12654,0.4686,0.5314,0.4838,0.5031,0.0211,0.0147,0.0151,0.0476
Amumu,Lee Sin,32,64,2.48,2.98,0.478,0.534,13039,15378,0.4916,0.5084,0.4848,0.5123,0.0063,0.2982,0.0017,0.4717
Jarvan IV,Nidalee,59,76,3.3,2.62,0.588,0.502,12751,16372,0.5373,0.4627,0.5015,0.4819,0.0237,0.104,0.0007,0.0465
Zac,Volibear,154,106,3.8,2.89,0.542,0.501,13772,13535,0.5275,0.4725,0.5129,0.5031,0.0361,0.0147,0.0073,0.0476
Ekko,Rammus,245,33,3.03,2.93,0.529,0.513,18084,12736,0.4786,0.5214,0.494,0.5005,0.0476,0.0151,0.0128,0.0178
Nidalee,Lee Sin,76,64,2.58,2.92,0.503,0.529,16349,14623,0.4584,0.5416,0.4819,0.5123,0.104,0.2982,0.0465,0.4717
Udyr,Amumu,77,32,2.6,2.75,0.462,0.491,10904,13304,0.4333,0.5667,0.4838,0.4848,0.0211,0.0063,0.0151,0.0017
Lee Sin,Xin Zhao,64,5,2.83,2.34,0.541,0.501,14427,16516,0.4853,0.5147,0.5123,0.5188,0.2982,0.0734,0.4717,0.0173
Kayn,Ivern,141,427,2.2,3.56,0.485,0.49,15235,8199,0.4854,0.5146,0.4961,0.5256,0.0639,0.009,0.013,0.0018
Shyvana,Xin Zhao,102,5,2.55,2.58,0.462,0.484,17128,17086,0.4514,0.5486,0.4748,0.5188,0.0057,0.0734,0.0008,0.0173
Graves,Ivern,104,427,2.29,3.75,0.468,0.455,13871,6981,0.4419,0.5581,0.4524,0.5256,0.0537,0.009,0.0228,0.0018
Elise,Shaco,60,35,2.38,2.94,0.479,0.529,14698,15023,0.4822,0.5178,0.5268,0.5114,0.1231,0.0741,0.514,0.287
Gragas,Ekko,79,245,2.97,2.87,0.487,0.515,16477,17808,0.4993,0.5007,0.5147,0.494,0.0191,0.0476,0.0032,0.0128
Amumu,Gwen,32,887,2.68,2.44,0.448,0.453,12939,16734,0.4908,0.5092,0.4848,0.4859,0.0063,0.0113,0.0017,0.2427
Wukong,Nunu & Willump,62,20,2.62,3.12,0.495,0.527,14661,11296,0.4632,0.5368,0.4928,0.505,0.0079,0.0373,0.0097,0.011
Ivern,Shaco,427,35,3.11,2.8,0.45,0.516,7597,13383,0.5051,0.4949,0.5256,0.5114,0.009,0.0741,0.0018,0.287
Ekko,Rumble,245,68,3.02,2.61,0.51,0.517,17653,18931,0.5456,0.4544,0.494,0.4892,0.0476,0.1175,0.0128,0.2828
Taliyah,Nidalee,163,76,2.74,2.69,0.531,0.498,18033,15948,0.5275,0.4725,0.5241,0.4819,0.0269,0.104,0.0032,0.0465
Diana,Trundle,131,48,2.32,3.23,0.491,0.514,17678,13133,0.4758,0.5242,0.4855,0.4991,0.0876,0.0085,0.0866,0.0007
Elise,Graves,60,104,2.84,2.29,0.483,0.473,14687,14856,0.5659,0.4341,0.5268,0.4524,0.1231,0.0537,0.514,0.0228
Gragas,Jax,79,24,3.1,2.15,0.494,0.436,14999,13716,0.479,0.521,0.5147,0.4894,0.0191,0.0052,0.0032,0.0239
Udyr,Master Yi,77,11,3.12,1.94,0.468,0.455,11060,14906,0.5505,0.4495,0.4838,0.466,0.0211,0.023,0.0151,0.0052
Rek'Sai,Rengar,421,107,2.51,2.26,0.519,0.483,14631,14048,0.5234,0.4766,0.5038,0.4819,0.0507,0.0086,0.0542,0.0111
Zac,Rek'Sai,154,421,3.7,2.71,0.539,0.524,13422,15792,0.5363,0.4637,0.5129,0.5038,0.0361,0.0507,0.0073,0.0542
Gragas,Kha'Zix,79,121,2.87,2.48,0.473,0.477,14729,16437,0.5298,0.4702,0.5147,0.5083,0.0191,0.0498,0.0032,0.0054
Nunu & Willump,Trundle,20,48,2.81,3.2,0.521,0.497,11110,12799,0.4655,0.5345,0.505,0.4991,0.0373,0.0085,0.011,0.0007
Shyvana,Sejuani,102,113,2.6,4.0,0.48,0.541,20649,13950,0.4231,0.5769,0.4748,0.5138,0.0057,0.0168,0.0008,0.0009
Poppy,Evelynn,78,28,2.79,2.93,0.484,0.513,13836,19025,0.4969,0.5031,0.4965,0.5243,0.0305,0.0339,0.0381,0.0203
Rumble,Volibear,68,106,2.76,2.97,0.533,0.485,19269,12567,0.4828,0.5172,0.4892,0.5031,0.1175,0.0147,0.2828,0.0476
Fiddlesticks,Kha'Zix,9,121,2.81,2.44,0.498,0.474,15784,16644,0.5235,0.4765,0.5293,0.5083,0.0349,0.0498,0.0151,0.0054
Hecarim,Nunu & Willump,120,20,2.8,3.28,0.515,0.542,13859,11745,0.4454,0.5546,0.4491,0.505,0.0182,0.0373,0.019,0.011
Morgana,Kayn,25,141,3.15,2.27,0.51,0.486,16471,17468,0.5287,0.4713,0.5135,0.4961,0.0793,0.0639,0.485,0.013
Shyvana,Volibear,102,106,2.44,3.37,0.473,0.479,18615,12952,0.4298,0.5702,0.4748,0.5031,0.0057,0.0147,0.0008,0.0476
Hecarim,Nocturne,120,56,2.72,2.8,0.514,0.502,14057,15916,0.4369,0.5631,0.4491,0.498,0.0182,0.0378,0.019,0.0236
Sejuani,Master Yi,113,11,3.34,2.17,0.516,0.486,11982,16784,0.5128,0.4872,0.5138,0.466,0.0168,0.023,0.0009,0.0052
Taliyah,Gragas,163,79,3.03,2.68,0.546,0.487,20234,15043,0.5228,0.4772,0.5241,0.5147,0.0269,0.0191,0.0032,0.0032
Rengar,Elise,107,60,2.2,2.72,0.483,0.509,15643,15503,0.4453,0.5547,0.4819,0.5268,0.0086,0.1231,0.0111,0.514
Evelynn,Jarvan IV,28,59,3.05,3.22,0.518,0.609,20545,13619,0.5317,0.4683,0.5243,0.5015,0.0339,0.0237,0.0203,0.0007
Kayn,Morgana,141,25,2.27,3.15,0.486,0.51,17468,16471,0.4713,0.5287,0.4961,0.5135,0.0639,0.0793,0.013,0.485
Rumble,Amumu,68,32,2.8,2.54,0.523,0.472,19308,12886,0.4939,0.5061,0.4892,0.4848,0.1175,0.0063,0.2828,0.0017
Shyvana,Olaf,102,2,3.11,2.22,0.479,0.482,19091,16911,0.609,0.391,0.4748,0.4805,0.0057,0.0198,0.0008,0.0127
Gwen,Volibear,887,106,2.55,2.95,0.486,0.504,18578,13122,0.4815,0.5185,0.4859,0.5031,0.0113,0.0147,0.2427,0.0476
Shaco,Udyr,35,77,3.1,2.69,0.521,0.46,14731,10633,0.5239,0.4761,0.5114,0.4838,0.0741,0.0211,0.287,0.0151
Elise,Lee Sin,60,64,2.76,2.69,0.51,0.534,15423,13793,0.5244,0.4756,0.5268,0.5123,0.1231,0.2982,0.514,0.4717
Kindred,Trundle,203,48,2.38,2.68,0.503,0.481,18481,11139,0.5319,0.4681,0.5016,0.4991,0.1107,0.0085,0.0594,0.0007
Karthus,Nunu & Willump,30,20,2.61,3.31,0.57,0.54,26649,11677,0.4815,0.5185,0.522,0.505,0.0283,0.0373,0.0393,0.011
Volibear,Nocturne,106,56,2.96,2.64,0.491,0.508,13166,15217,0.5133,0.4867,0.5031,0.498,0.0147,0.0378,0.0476,0.0236
Kha'Zix,Rek'Sai,121,421,2.55,2.42,0.493,0.507,16639,14247,0.5126,0.4874,0.5083,0.5038,0.0498,0.0507,0.0054,0.0542
Lillia,Nidalee,876,76,2.47,2.83,0.48,0.496,16449,16816,0.4801,0.5199,0.454,0.4819,0.0152,0.104,0.0037,0.0465
Shaco,Evelynn,35,28,2.89,2.67,0.514,0.505,15804,20452,0.5033,0.4967,0.5114,0.5243,0.0741,0.0339,0.287,0.0203
Ivern,Gwen,427,887,3.31,2.49,0.512,0.462,7588,13746,0.5152,0.4848,0.5256,0.4859,0.009,0.0113,0.0018,0.2427
Xin Zhao,Rumble,5,68,2.43,2.58,0.487,0.528,16284,18000,0.5522,0.4478,0.5188,0.4892,0.0734,0.1175,0.0173,0.2828
Rumble,Shaco,68,35,2.58,2.92,0.509,0.516,18566,15130,0.4804,0.5196,0.4892,0.5114,0.1175,0.0741,0.2828,0.287
Kha'Zix,Kindred,121,203,2.58,2.06,0.483,0.488,16647,16153,0.5165,0.4835,0.5083,0.5016,0.0498,0.1107,0.0054,0.0594
Volibear,Trundle,106,48,2.75,3.13,0.48,0.522,13120,12992,0.4405,0.5595,0.5031,0.4991,0.0147,0.0085,0.0476,0.0007
Nidalee,Diana,76,131,2.71,2.52,0.498,0.494,15648,17309,0.4478,0.5522,0.4819,0.4855,0.104,0.0876,0.0465,0.0866
Shaco,Nunu & Willump,35,20,3.06,2.97,0.528,0.521,15425,11436,0.491,0.509,0.5114,0.505,0.0741,0.0373,0.287,0.011
Gragas,Xin Zhao,79,5,2.91,2.38,0.501,0.494,15230,16564,0.4868,0.5132,0.5147,0.5188,0.0191,0.0734,0.0032,0.0173
Viego,Jax,234,24,2.26,2.33,0.463,0.448,14813,14101,0.5114,0.4886,0.4786,0.4894,0.0718,0.0052,0.1371,0.0239
Poppy,Jarvan IV,78,59,2.82,3.09,0.509,0.596,14138,12323,0.5056,0.4944,0.4965,0.5015,0.0305,0.0237,0.0381,0.0007
Diana,Rumble,131,68,2.45,2.85,0.501,0.535,17852,18257,0.5195,0.4805,0.4855,0.4892,0.0876,0.1175,0.0866,0.2828
Evelynn,Volibear,28,106,2.98,3.02,0.518,0.478,19499,12844,0.5023,0.4977,0.5243,0.5031,0.0339,0.0147,0.0203,0.0476
Volibear,Karthus,106,30,3.24,2.4,0.466,0.557,12459,24879,0.5303,0.4697,0.5031,0.522,0.0147,0.0283,0.0476,0.0393
Volibear,Xin Zhao,106,5,2.79,2.39,0.503,0.493,12603,16190,0.4606,0.5394,0.5031,0.5188,0.0147,0.0734,0.0476,0.0173
Volibear,Poppy,106,78,2.98,2.8,0.491,0.506,13095,14106,0.5087,0.4913,0.5031,0.4965,0.0147,0.0305,0.0476,0.0381
Morgana,Rek'Sai,25,421,3.14,2.53,0.53,0.513,15621,14413,0.5382,0.4618,0.5135,0.5038,0.0793,0.0507,0.485,0.0542
Olaf,Nunu & Willump,2,20,2.49,3.21,0.483,0.541,16731,11291,0.493,0.507,0.4805,0.505,0.0198,0.0373,0.0127,0.011
Poppy,Kha'Zix,78,121,2.69,2.44,0.491,0.475,13520,16429,0.4927,0.5073,0.4965,0.5083,0.0305,0.0498,0.0381,0.0054
Lee Sin,Olaf,64,2,3.04,2.36,0.547,0.498,15161,16635,0.5217,0.4783,0.5123,0.4805,0.2982,0.0198,0.4717,0.0127
Fiddlesticks,Olaf,9,2,2.83,2.62,0.506,0.5,15411,16676,0.5169,0.4831,0.5293,0.4805,0.0349,0.0198,0.0151,0.0127
Rengar,Rek'Sai,107,421,2.26,2.51,0.483,0.519,14048,14631,0.4766,0.5234,0.4819,0.5038,0.0086,0.0507,0.0111,0.0542
Ivern,Nidalee,427,76,3.22,3.01,0.472,0.508,7682,15731,0.4979,0.5021,0.5256,0.4819,0.009,0.104,0.0018,0.0465
Lee Sin,Sejuani,64,113,2.87,3.32,0.548,0.54,14983,13098,0.4813,0.5187,0.5123,0.5138,0.2982,0.0168,0.4717,0.0009
Fiddlesticks,Nocturne,9,56,2.78,2.75,0.506,0.504,16247,15011,0.4984,0.5016,0.5293,0.498,0.0349,0.0378,0.0151,0.0236
Nunu & Willump,Olaf,20,2,3.21,2.49,0.541,0.483,11291,16731,0.507,0.493,0.505,0.4805,0.0373,0.0198,0.011,0.0127
Elise,Gwen,60,887,2.95,2.27,0.51,0.473,15876,15463,0.5502,0.4498,0.5268,0.4859,0.1231,0.0113,0.514,0.2427
Sejuani,Lillia,113,876,3.38,2.86,0.52,0.523,12287,19478,0.5137,0.4863,0.5138,0.454,0.0168,0.0152,0.0009,0.0037
Zac,Graves,154,104,3.69,2.53,0.508,0.486,12401,17073,0.5424,0.4576,0.5129,0.4524,0.0361,0.0537,0.0073,0.0228
Trundle,Graves,48,104,2.91,2.56,0.486,0.478,11346,16251,0.5206,0.4794,0.4991,0.4524,0.0085,0.0537,0.0007,0.0228
Shaco,Shyvana,35,102,3.1,2.43,0.502,0.448,15160,17716,0.5146,0.4854,0.5114,0.4748,0.0741,0.0057,0.287,0.0008
Zac,Elise,154,60,3.48,2.75,0.526,0.507,13276,15984,0.4985,0.5015,0.5129,0.5268,0.0361,0.1231,0.0073,0.514
Fiddlesticks,Hecarim,9,120,2.95,2.94,0.505,0.516,15887,13187,0.5412,0.4588,0.5293,0.4491,0.0349,0.0182,0.0151,0.019
Lillia,Karthus,876,30,2.59,2.65,0.471,0.548,17304,26383,0.4388,0.5612,0.454,0.522,0.0152,0.0283,0.0037,0.0393
Fiddlesticks,Rengar,9,107,2.92,2.35,0.498,0.475,15347,15959,0.5495,0.4505,0.5293,0.4819,0.0349,0.0086,0.0151,0.0111
Gwen,Lee Sin,887,64,2.42,3.03,0.475,0.534,17253,15116,0.5046,0.4954,0.4859,0.5123,0.0113,0.2982,0.2427,0.4717
Trundle,Rek'Sai,48,421,2.94,2.8,0.524,0.511,12137,14986,0.4722,0.5278,0.4991,0.5038,0.0085,0.0507,0.0007,0.0542
Nunu & Willump,Kha'Zix,20,121,2.91,2.68,0.528,0.496,11099,17747,0.5037,0.4963,0.505,0.5083,0.0373,0.0498,0.011,0.0054
Lee Sin,Rek'Sai,64,421,2.78,2.56,0.536,0.525,13830,14685,0.5066,0.4934,0.5123,0.5038,0.2982,0.0507,0.4717,0.0542
Evelynn,Rek'Sai,28,421,2.67,2.72,0.512,0.503,18265,14882,0.4866,0.5134,0.5243,0.5038,0.0339,0.0507,0.0203,0.0542
Jax,Graves,24,104,2.35,2.4,0.422,0.461,13215,15059,0.5688,0.4312,0.4894,0.4524,0.0052,0.0537,0.0239,0.0228
Lee Sin,Nocturne,64,56,2.82,2.64,0.533,0.506,14728,15123,0.4946,0.5054,0.5123,0.498,0.2982,0.0378,0.4717,0.0236
Nocturne,Olaf,56,2,2.74,2.39,0.507,0.481,15638,17024,0.5132,0.4868,0.498,0.4805,0.0378,0.0198,0.0236,0.0127
Volibear,Viego,106,234,2.94,2.27,0.49,0.483,12608,16080,0.5212,0.4788,0.5031,0.4786,0.0147,0.0718,0.0476,0.1371
Nunu & Willump,Nidalee,20,76,3.0,2.9,0.522,0.51,10906,16883,0.5246,0.4754,0.505,0.4819,0.0373,0.104,0.011,0.0465
Xin Zhao,Viego,5,234,2.4,2.31,0.491,0.492,15931,15577,0.5166,0.4834,0.5188,0.4786,0.0734,0.0718,0.0173,0.1371
Lee Sin,Rumble,64,68,2.95,2.6,0.535,0.53,14886,18728,0.5312,0.4688,0.5123,0.4892,0.2982,0.1175,0.4717,0.2828
Udyr,Zac,77,154,2.78,4.04,0.479,0.538,11940,13952,0.4584,0.5416,0.4838,0.5129,0.0211,0.0361,0.0151,0.0073
Kayn,Warwick,141,19,2.46,2.58,0.504,0.506,17843,14588,0.5014,0.4986,0.4961,0.51,0.0639,0.0223,0.013,0.003
Viego,Morgana,234,25,2.27,3.09,0.471,0.511,15234,15866,0.4735,0.5265,0.4786,0.5135,0.0718,0.0793,0.1371,0.485
Jax,Poppy,24,78,2.21,2.99,0.427,0.496,13245,14158,0.4533,0.5467,0.4894,0.4965,0.0052,0.0305,0.0239,0.0381
Gragas,Gwen,79,887,3.31,2.3,0.481,0.477,14686,16106,0.5733,0.4267,0.5147,0.4859,0.0191,0.0113,0.0032,0.2427
Karthus,Amumu,30,32,2.62,2.47,0.551,0.43,25558,11774,0.4979,0.5021,0.522,0.4848,0.0283,0.0063,0.0393,0.0017
Fiddlesticks,Shyvana,9,102,2.7,2.74,0.488,0.455,16493,18553,0.4738,0.5262,0.5293,0.4748,0.0349,0.0057,0.0151,0.0008
Rumble,Sejuani,68,113,2.67,3.62,0.536,0.529,19250,12665,0.4624,0.5376,0.4892,0.5138,0.1175,0.0168,0.2828,0.0009
Udyr,Diana,77,131,3.14,2.35,0.481,0.498,10853,16871,0.514,0.486,0.4838,0.4855,0.0211,0.0876,0.0151,0.0866
Warwick,Gragas,19,79,2.74,2.79,0.519,0.497,13299,15510,0.5552,0.4448,0.51,0.5147,0.0223,0.0191,0.003,0.0032
Ekko,Nunu & Willump,245,20,2.98,3.16,0.518,0.535,17956,11798,0.4985,0.5015,0.494,0.505,0.0476,0.0373,0.0128,0.011
Gwen,Jarvan IV,887,59,2.71,3.15,0.48,0.576,18388,13385,0.5625,0.4375,0.4859,0.5015,0.0113,0.0237,0.2427,0.0007
Sejuani,Fiddlesticks,113,9,3.59,2.83,0.542,0.512,13108,17026,0.4848,0.5152,0.5138,0.5293,0.0168,0.0349,0.0009,0.0151
Xin Zhao,Elise,5,60,2.2,2.73,0.485,0.507,15191,14874,0.4872,0.5128,0.5188,0.5268,0.0734,0.1231,0.0173,0.514
Jarvan IV,Trundle,59,48,3.42,2.84,0.601,0.537,13538,13179,0.5076,0.4924,0.5015,0.4991,0.0237,0.0085,0.0007,0.0007
Rumble,Karthus,68,30,2.86,2.61,0.52,0.566,19356,26301,0.4685,0.5315,0.4892,0.522,0.1175,0.0283,0.2828,0.0393
Poppy,Rek'Sai,78,421,2.82,2.48,0.5,0.515,13327,14308,0.5357,0.4643,0.4965,0.5038,0.0305,0.0507,0.0381,0.0542
Jax,Morgana,24,25,2.13,3.21,0.43,0.52,13187,15794,0.4838,0.5162,0.4894,0.5135,0.0052,0.0793,0.0239,0.485
Udyr,Viego,77,234,3.0,2.23,0.476,0.474,10913,14869,0.5153,0.4847,0.4838,0.4786,0.0211,0.0718,0.0151,0.1371
Jax,Xin Zhao,24,5,2.43,2.27,0.452,0.486,14307,15122,0.5108,0.4892,0.4894,0.5188,0.0052,0.0734,0.0239,0.0173
Graves,Shaco,104,35,2.28,2.93,0.465,0.499,15924,14167,0.4587,0.5413,0.4524,0.5114,0.0537,0.0741,0.0228,0.287
Volibear,Wukong,106,62,2.68,3.13,0.481,0.522,13378,17184,0.5125,0.4875,0.5031,0.4928,0.0147,0.0079,0.0476,0.0097
Rek'Sai,Viego,421,234,2.76,2.15,0.515,0.482,14816,14529,0.5245,0.4755,0.5038,0.4786,0.0507,0.0718,0.0542,0.1371
Rengar,Lillia,107,876,2.33,2.45,0.459,0.439,15722,15010,0.4655,0.5345,0.4819,0.454,0.0086,0.0152,0.0111,0.0037
Rek'Sai,Nunu & Willump,421,20,2.72,2.96,0.523,0.536,15055,10642,0.4979,0.5021,0.5038,0.505,0.0507,0.0373,0.0542,0.011
Diana,Kayn,131,141,2.47,2.62,0.491,0.504,18417,17246,0.4924,0.5076,0.4855,0.4961,0.0876,0.0639,0.0866,0.013
Gragas,Olaf,79,2,2.76,2.72,0.509,0.487,15309,17105,0.4664,0.5336,0.5147,0.4805,0.0191,0.0198,0.0032,0.0127
Olaf,Ivern,2,427,2.19,4.53,0.481,0.545,13754,7860,0.4804,0.5196,0.4805,0.5256,0.0198,0.009,0.0127,0.0018
Rammus,Kindred,33,203,2.82,2.31,0.501,0.513,11895,17871,0.5068,0.4932,0.5005,0.5016,0.0151,0.1107,0.0178,0.0594
Evelynn,Rumble,28,68,3.15,2.5,0.521,0.51,20811,18374,0.5509,0.4491,0.5243,0.4892,0.0339,0.1175,0.0203,0.2828
Zac,Rammus,154,33,4.22,2.76,0.548,0.519,14416,12505,0.561,0.439,0.5129,0.5005,0.0361,0.0151,0.0073,0.0178
Shaco,Nidalee,35,76,2.9,2.44,0.511,0.483,15075,16116,0.5473,0.4527,0.5114,0.4819,0.0741,0.104,0.287,0.0465
Shyvana,Warwick,102,19,2.43,2.74,0.475,0.498,18103,13270,0.4274,0.5726,0.4748,0.51,0.0057,0.0223,0.0008,0.003
Jax,Evelynn,24,28,2.23,3.28,0.438,0.513,14008,19652,0.4552,0.5448,0.4894,0.5243,0.0052,0.0339,0.0239,0.0203
Volibear,Shyvana,106,102,3.37,2.44,0.479,0.473,12952,18615,0.5702,0.4298,0.5031,0.4748,0.0147,0.0057,0.0476,0.0008
Ivern,Elise,427,60,3.49,2.61,0.496,0.494,7702,13408,0.4983,0.5017,0.5256,0.5268,0.009,0.1231,0.0018,0.514
Wukong,Jax,62,24,2.96,2.45,0.475,0.423,13061,13978,0.5444,0.4556,0.4928,0.4894,0.0079,0.0052,0.0097,0.0239
