champ_name,counter_name,championId,counterId,champ_kda,counter_kda,champ_lane kill rate,counter_lane kill rate,champ_kill participation,counter_kill participation,champ_dmgtochamp,counter_dmgtochamp,champ_first tower kill,counter_first tower kill,champ_win ratio,counter_win ratio,champ_position win rate,counter_position win rate,champ_position pick rate,counter_position pick rate,champ_ban rate,counter_ban rate,position
Kayle,Warwick,10,19,1.84,2.03,0.3851,0.6149,0.379,0.39799999999999996,19783.0,14697.0,0 days 00:18:31,0 days 00:17:24,0.5660000000000001,0.434,0.5077,0.5144,0.0219,0.0116,0.0035,0.003,top
Ornn,Ryze,516,13,2.98,1.62,0.6575,0.3425,0.40700000000000003,0.33899999999999997,13336.0,18744.0,0 days 00:17:00,0 days 00:18:13,0.5667,0.4333,0.5259,0.4426,0.0432,0.0104,0.005,0.0025,top
Kalista,Riven,429,92,1.16,2.46,0.3533,0.6467,0.331,0.40700000000000003,16810.0,15751.0,0 days 00:16:39,0 days 00:15:35,0.4337,0.5663,0.43799999999999994,0.5244,0.0055,0.0401,0.0029,0.0043,top
Volibear,Teemo,106,17,2.23,1.62,0.5813,0.4187,0.369,0.335,13735.0,22548.0,0 days 00:16:44,0 days 00:18:47,0.4559,0.5441,0.5094,0.4977,0.0393,0.0139,0.0479,0.0104,top
Trundle,Fiora,48,114,1.82,1.62,0.5687,0.4313,0.377,0.335,16543.0,18642.0,0 days 00:16:30,0 days 00:15:13,0.4734,0.5266,0.4917,0.5083,0.0065,0.0527,0.0007,0.0694,top
Maokai,Yone,57,777,2.62,1.52,0.5465,0.4535,0.414,0.337,15724.0,20251.0,0 days 00:16:21,0 days 00:17:53,0.5076,0.4924,0.5325,0.4743,0.0188,0.0071,0.0109,0.0515,top
Vayne,Shen,67,98,1.46,3.06,0.555,0.445,0.36,0.436,19046.0,8982.0,0 days 00:20:21,0 days 00:15:57,0.4873,0.5127,0.4963,0.5191,0.016,0.0775,0.0528,0.1125,top
Singed,Viego,27,234,1.97,1.85,0.4463,0.5537,0.40299999999999997,0.377,16361.0,19007.0,0 days 00:16:37,0 days 00:17:33,0.5615,0.4385,0.5142,0.4815,0.0101,0.0141,0.0013,0.1378,top
Fiora,Heimerdinger,114,74,1.65,1.74,0.4567,0.5433,0.325,0.35700000000000004,14457.0,24353.0,0 days 00:15:15,0 days 00:18:03,0.4303,0.5697,0.508,0.5131,0.0525,0.0086,0.0698,0.0085,top
Akali,Sylas,84,517,1.82,1.93,0.4938,0.5062,0.369,0.40399999999999997,16174.0,15740.0,0 days 00:16:38,0 days 00:17:17,0.4755,0.5245,0.4693,0.5016,0.0659,0.1206,0.2186,0.242,top
Tryndamere,Heimerdinger,23,74,2.04,1.34,0.5256,0.4744,0.359,0.299,15537.0,24655.0,0 days 00:17:28,0 days 00:15:45,0.4803,0.5197,0.5069,0.5131,0.0164,0.0086,0.0044,0.0085,top
Mordekaiser,Tryndamere,82,23,1.8,1.67,0.5016,0.4984,0.348,0.342,19815.0,18048.0,0 days 00:15:46,0 days 00:17:18,0.4817,0.5183,0.4973,0.5069,0.0419,0.0164,0.0158,0.0044,top
Teemo,Sett,17,875,1.6,2.13,0.4097,0.5903,0.325,0.368,22204.0,16589.0,0 days 00:17:09,0 days 00:17:06,0.4706,0.5294,0.4977,0.5074,0.0139,0.1382,0.0104,0.1052,top
Trundle,Zac,48,154,1.61,2.83,0.3776,0.6224,0.345,0.435,19206.0,18322.0,0 days 00:17:17,0 days 00:15:50,0.5429,0.4571,0.4917,0.5113,0.0065,0.011000000000000001,0.0007,0.0074,top
Poppy,Singed,78,27,2.57,1.82,0.664,0.336,0.41600000000000004,0.39299999999999996,17694.0,17249.0,0 days 00:18:16,0 days 00:18:15,0.48200000000000004,0.518,0.5177,0.5142,0.0274,0.0101,0.0383,0.0013,top
Tryndamere,Lee Sin,23,64,1.7,2.16,0.4897,0.5103,0.361,0.419,17848.0,20142.0,0 days 00:16:43,0 days 00:14:48,0.4596,0.5404,0.5069,0.5086,0.0164,0.0572,0.0044,0.4689,top
Zac,Mordekaiser,154,82,2.27,1.88,0.4595,0.5405,0.39899999999999997,0.373,15846.0,23776.0,0 days 00:17:31,0 days 00:19:15,0.4597,0.5403,0.5083,0.4973,0.011000000000000001,0.0419,0.0074,0.0158,top
Nasus,Singed,75,27,2.05,2.04,0.5699,0.4301,0.335,0.36700000000000005,18751.0,19764.0,0 days 00:17:30,0 days 00:17:28,0.4818,0.5182,0.4941,0.5142,0.0166,0.0101,0.0043,0.0013,top
Wukong,Sett,62,875,2.26,1.72,0.5653,0.4347,0.402,0.36200000000000004,16774.0,17289.0,0 days 00:16:03,0 days 00:17:05,0.518,0.48200000000000004,0.5155,0.5074,0.0318,0.1382,0.0095,0.1052,top
Maokai,Gangplank,57,41,2.45,2.19,0.4548,0.5452,0.384,0.406,14035.0,21145.0,0 days 00:16:28,0 days 00:18:39,0.5275,0.4725,0.5325,0.4902,0.0188,0.0303,0.0109,0.0235,top
Garen,Dr. Mundo,86,36,2.46,1.94,0.603,0.397,0.37200000000000005,0.355,18366.0,17623.0,0 days 00:16:53,0 days 00:16:18,0.5573,0.4427,0.5028,0.4979,0.0341,0.0063,0.0168,0.0009,top
Poppy,Malphite,78,54,2.2,2.39,0.4879,0.5121,0.387,0.40700000000000003,14871.0,15313.0,0 days 00:19:27,0 days 00:18:30,0.5076,0.4924,0.5177,0.5058,0.0274,0.046,0.0383,0.1194,top
Urgot,Vladimir,6,8,2.06,2.0,0.4899,0.5101,0.382,0.37,17236.0,18162.0,0 days 00:17:27,0 days 00:16:43,0.5109,0.4891,0.5006,0.498,0.0178,0.0342,0.0019,0.0247,top
Sett,Nasus,875,75,1.84,1.98,0.4962,0.5038,0.364,0.35100000000000003,20761.0,16350.0,0 days 00:17:41,0 days 00:15:43,0.5039,0.4961,0.5074,0.4941,0.1382,0.0166,0.1052,0.0043,top
Vladimir,Pantheon,8,80,1.7,2.3,0.4194,0.5806,0.36,0.415,17318.0,18417.0,0 days 00:16:46,0 days 00:17:31,0.4338,0.5662,0.498,0.5229,0.0342,0.0077,0.0247,0.1064,top
Kayle,Irelia,10,39,1.7,1.88,0.3099,0.6901,0.36700000000000005,0.391,15595.0,17588.0,0 days 00:15:16,0 days 00:18:28,0.5063,0.4937,0.5077,0.4577,0.0219,0.0677,0.0035,0.1462,top
Kalista,Mordekaiser,429,82,1.28,2.12,0.3354,0.6646,0.349,0.364,18877.0,16543.0,0 days 00:17:07,0 days 00:16:07,0.4847,0.5153,0.43799999999999994,0.4969,0.0055,0.0419,0.0029,0.0158,top
Mordekaiser,Renekton,82,58,1.9,1.74,0.5746,0.4254,0.36200000000000004,0.35100000000000003,20075.0,14899.0,0 days 00:16:39,0 days 00:17:43,0.5423,0.4577,0.4973,0.4912,0.0419,0.08800000000000001,0.0158,0.1333,top
Gwen,Jax,887,24,1.67,1.74,0.4951,0.5049,0.36200000000000004,0.35600000000000004,16193.0,17470.0,0 days 00:16:17,0 days 00:16:33,0.4443,0.5557,0.5003,0.5016,0.0608,0.0422,0.2419,0.0243,top
Warwick,Lucian,19,236,1.94,1.48,0.5281,0.4719,0.385,0.396,13579.0,19917.0,0 days 00:16:10,0 days 00:17:42,0.5215,0.4785,0.5144,0.4612,0.0116,0.0193,0.003,0.0429,top
Yorick,Akali,83,84,1.67,2.32,0.3743,0.6257,0.29,0.36,16796.0,17501.0,0 days 00:19:13,0 days 00:15:26,0.5,0.5,0.4766,0.4687,0.0054,0.0658,0.0033,0.2192,top
Yasuo,Akali,157,84,1.59,2.13,0.4409,0.5591,0.35600000000000004,0.376,16439.0,15745.0,0 days 00:17:37,0 days 00:15:52,0.5259,0.4741,0.48200000000000004,0.4693,0.0091,0.0659,0.1139,0.2186,top
Darius,Vayne,122,67,1.85,1.55,0.4933,0.5067,0.36200000000000004,0.36,12632.0,19604.0,0 days 00:16:37,0 days 00:16:59,0.4947,0.5053,0.5073,0.4963,0.0449,0.016,0.1331,0.0528,top
Malphite,Volibear,54,106,2.38,2.32,0.3375,0.6625,0.377,0.391,15033.0,15078.0,0 days 00:17:37,0 days 00:19:23,0.5054,0.4946,0.5058,0.5094,0.046,0.0393,0.1194,0.0479,top
Zac,Renekton,154,58,2.75,1.81,0.4992,0.5008,0.42700000000000005,0.377,17417.0,17805.0,0 days 00:16:06,0 days 00:18:29,0.5616,0.4384,0.5083,0.4912,0.011000000000000001,0.08800000000000001,0.0074,0.1333,top
Lee Sin,Kled,64,240,1.96,2.56,0.4317,0.5683,0.434,0.455,20156.0,18624.0,0 days 00:15:30,0 days 00:16:46,0.4599,0.5401,0.5086,0.5165,0.0572,0.0294,0.4689,0.0122,top
Vayne,Camille,67,164,1.45,1.92,0.5577,0.4423,0.364,0.379,19483.0,15149.0,0 days 00:17:32,0 days 00:16:33,0.4983,0.5017,0.4963,0.5,0.016,0.0328,0.0528,0.0107,top
Rengar,Heimerdinger,107,74,2.31,1.47,0.5993,0.4007,0.396,0.36,16976.0,21852.0,0 days 00:16:04,0 days 00:16:11,0.5252,0.4748,0.501,0.5131,0.0175,0.0086,0.011000000000000001,0.0085,top
Vayne,Sylas,67,517,1.56,1.94,0.5094,0.4906,0.353,0.39799999999999996,17094.0,14250.0,0 days 00:16:30,0 days 00:16:09,0.5009,0.4991,0.4963,0.5016,0.016,0.1206,0.0528,0.242,top
Akali,Irelia,84,39,2.08,1.54,0.5047,0.4953,0.385,0.364,17150.0,16567.0,0 days 00:15:59,0 days 00:17:55,0.5085,0.4915,0.4693,0.4577,0.0659,0.0677,0.2186,0.1462,top
Irelia,Sett,39,875,1.52,2.07,0.4721,0.5279,0.371,0.389,16379.0,17532.0,0 days 00:15:37,0 days 00:16:24,0.4338,0.5662,0.4577,0.5074,0.0677,0.1382,0.1462,0.1052,top
Fiora,Riven,114,92,1.7,1.77,0.5189,0.4811,0.365,0.36700000000000005,18067.0,15440.0,0 days 00:17:01,0 days 00:16:10,0.511,0.489,0.508,0.5231,0.0525,0.04,0.0698,0.0043,top
Garen,Lee Sin,86,64,2.28,2.0,0.5184,0.4816,0.391,0.418,18105.0,18668.0,0 days 00:16:47,0 days 00:15:38,0.522,0.478,0.5028,0.5086,0.0341,0.0572,0.0168,0.4689,top
Darius,Tryndamere,122,23,2.06,1.61,0.5345,0.4655,0.385,0.342,18342.0,16734.0,0 days 00:15:51,0 days 00:16:51,0.5329,0.4671,0.5073,0.5069,0.0449,0.0164,0.1331,0.0044,top
Rumble,Gangplank,68,41,2.21,2.02,0.6354,0.3646,0.40299999999999997,0.39399999999999996,19899.0,17021.0,0 days 00:17:20,0 days 00:18:11,0.5193,0.4807,0.4868,0.4902,0.0289,0.0303,0.2814,0.0235,top
Maokai,Renekton,57,58,2.48,1.92,0.4976,0.5024,0.406,0.373,16736.0,16847.0,0 days 00:15:56,0 days 00:18:58,0.5444,0.4556,0.5325,0.4912,0.0188,0.08800000000000001,0.0109,0.1333,top
Fiora,Quinn,114,133,1.68,1.72,0.5748,0.4252,0.355,0.41100000000000003,15800.0,19573.0,0 days 00:17:33,0 days 00:16:03,0.5089,0.4911,0.508,0.5025,0.0525,0.0091,0.0698,0.0114,top
Kled,Rumble,240,68,2.71,1.82,0.6239,0.3761,0.451,0.406,16733.0,19945.0,0 days 00:18:15,0 days 00:15:50,0.5516,0.4484,0.5165,0.4868,0.0294,0.0289,0.0122,0.2814,top
Lee Sin,Heimerdinger,64,74,2.14,1.62,0.4681,0.5319,0.409,0.355,16016.0,24846.0,0 days 00:16:09,0 days 00:18:28,0.4593,0.5407,0.5086,0.5131,0.0572,0.0086,0.4689,0.0085,top
Jayce,Maokai,126,57,1.65,2.66,0.4411,0.5589,0.38,0.41200000000000003,20953.0,13941.0,0 days 00:17:55,0 days 00:16:56,0.4228,0.5772,0.4811,0.5325,0.0719,0.0188,0.0497,0.0109,top
Kalista,Singed,429,27,1.4,2.43,0.618,0.382,0.359,0.426,18871.0,13635.0,0 days 00:18:12,0 days 00:15:28,0.431,0.569,0.43799999999999994,0.5132,0.0055,0.01,0.0029,0.0013,top
Kayle,Camille,10,164,1.74,2.13,0.3794,0.6206,0.37,0.401,16991.0,17638.0,0 days 00:16:57,0 days 00:17:48,0.5117,0.4883,0.5077,0.5,0.0219,0.0328,0.0035,0.0107,top
Urgot,Shen,6,98,1.88,3.21,0.5512,0.4488,0.396,0.469,17162.0,10959.0,0 days 00:21:02,0 days 00:16:04,0.4745,0.5255,0.5006,0.5191,0.0178,0.0775,0.0019,0.1125,top
Kennen,Jax,85,24,2.15,1.45,0.573,0.42700000000000005,0.381,0.314,18683.0,13870.0,0 days 00:17:23,0 days 00:17:30,0.5281,0.4719,0.496,0.5016,0.0274,0.0422,0.0064,0.0243,top
Cho'Gath,Singed,31,27,2.3,2.11,0.5896,0.4104,0.369,0.391,18279.0,20683.0,0 days 00:17:17,0 days 00:17:34,0.5304,0.4696,0.5029,0.5142,0.01,0.0101,0.001,0.0013,top
Darius,Kennen,122,85,2.02,1.97,0.6029,0.3971,0.365,0.355,14175.0,18397.0,0 days 00:18:38,0 days 00:17:11,0.4863,0.5137,0.5073,0.496,0.0449,0.0274,0.1331,0.0064,top
Nasus,Kalista,75,429,2.48,1.27,0.6109,0.3891,0.37200000000000005,0.32799999999999996,15048.0,18405.0,0 days 00:16:11,0 days 00:17:32,0.5968,0.4032,0.4941,0.4445,0.0166,0.0055,0.0043,0.0029,top
Yorick,Riven,83,92,1.7,2.17,0.4189,0.5811,0.32299999999999995,0.366,17203.0,16568.0,0 days 00:18:05,0 days 00:16:06,0.4681,0.5319,0.4766,0.5244,0.0054,0.0401,0.0033,0.0043,top
Aatrox,Urgot,266,6,2.08,1.87,0.5299,0.4701,0.38,0.386,16241.0,18322.0,0 days 00:17:22,0 days 00:17:04,0.5075,0.4925,0.5033,0.5006,0.1485,0.0178,0.1015,0.0019,top
Teemo,Heimerdinger,17,74,1.89,1.65,0.4614,0.5386,0.317,0.314,19049.0,23222.0,0 days 00:16:56,0 days 00:19:44,0.5013,0.4987,0.4977,0.5131,0.0139,0.0086,0.0104,0.0085,top
Quinn,Irelia,133,39,1.79,1.81,0.35700000000000004,0.643,0.419,0.397,18442.0,17167.0,0 days 00:15:03,0 days 00:18:46,0.5161,0.4839,0.5025,0.4577,0.0091,0.0677,0.0114,0.1462,top
Vladimir,Shen,8,98,1.92,3.19,0.5442,0.4558,0.37,0.44299999999999995,19485.0,12224.0,0 days 00:20:56,0 days 00:16:08,0.4795,0.5205,0.498,0.5191,0.0342,0.0775,0.0247,0.1125,top
Ryze,Gwen,13,887,1.84,1.88,0.4878,0.5122,0.35200000000000004,0.34,18385.0,16239.0,0 days 00:17:31,0 days 00:16:44,0.4479,0.5521,0.4447,0.5014,0.0104,0.0613,0.0025,0.2413,top
Trundle,Shen,48,98,1.67,3.14,0.5315,0.4685,0.35700000000000004,0.461,14368.0,13667.0,0 days 00:19:58,0 days 00:15:25,0.4618,0.5382,0.4917,0.5182,0.0065,0.0779,0.0007,0.1132,top
Trundle,Quinn,48,133,1.93,1.8,0.4533,0.5467,0.353,0.401,12865.0,21031.0,0 days 00:17:42,0 days 00:15:38,0.5161,0.4839,0.4917,0.4986,0.0065,0.0091,0.0007,0.0114,top
Yone,Jax,777,24,1.49,1.96,0.3415,0.6585,0.359,0.375,17202.0,17886.0,0 days 00:15:35,0 days 00:16:51,0.4006,0.5994,0.4778,0.4994,0.0071,0.0423,0.052000000000000005,0.0243,top
Gangplank,Kayle,41,10,2.19,2.02,0.5504,0.4496,0.4,0.365,18505.0,17713.0,0 days 00:18:02,0 days 00:16:28,0.4273,0.5727,0.4902,0.5077,0.0303,0.0219,0.0235,0.0035,top
Yone,Lucian,777,236,1.51,1.88,0.3131,0.6869,0.332,0.406,15120.0,19660.0,0 days 00:15:32,0 days 00:16:58,0.5498,0.4502,0.4778,0.4631,0.0071,0.0193,0.052000000000000005,0.0429,top
Garen,Rumble,86,68,2.24,2.02,0.5142,0.4858,0.371,0.39399999999999996,15178.0,19473.0,0 days 00:17:36,0 days 00:16:11,0.5167,0.4833,0.5028,0.4868,0.0341,0.0289,0.0168,0.2814,top
Malphite,Wukong,54,62,2.54,2.02,0.5433,0.4567,0.402,0.37,16256.0,14571.0,0 days 00:17:44,0 days 00:18:02,0.5175,0.4825,0.5058,0.5155,0.046,0.0318,0.1194,0.0095,top
Gwen,Teemo,887,17,1.73,1.7,0.5113,0.4887,0.34700000000000003,0.341,16440.0,21816.0,0 days 00:16:25,0 days 00:18:03,0.4851,0.5149,0.5003,0.4977,0.0608,0.0139,0.2419,0.0104,top
Garen,Vayne,86,67,2.15,1.51,0.4734,0.5266,0.359,0.345,12454.0,20046.0,0 days 00:16:20,0 days 00:16:53,0.4807,0.5193,0.5028,0.4963,0.0341,0.016,0.0168,0.0528,top
Wukong,Viego,62,234,2.48,1.58,0.6973,0.3027,0.425,0.361,17099.0,16796.0,0 days 00:17:05,0 days 00:16:27,0.5357,0.4643,0.5155,0.4815,0.0318,0.0141,0.0095,0.1378,top
Viego,Kled,234,240,1.76,2.48,0.4136,0.5864,0.401,0.45299999999999996,20638.0,17737.0,0 days 00:16:30,0 days 00:16:56,0.4908,0.5092,0.4815,0.5165,0.0141,0.0294,0.1378,0.0122,top
Nasus,Rengar,75,107,1.87,2.01,0.4624,0.5376,0.335,0.37200000000000005,16374.0,19767.0,0 days 00:17:11,0 days 00:16:50,0.5074,0.4926,0.4941,0.501,0.0166,0.0175,0.0043,0.011000000000000001,top
Vladimir,Singed,8,27,2.11,1.92,0.6383,0.3617,0.35600000000000004,0.35600000000000004,20186.0,15448.0,0 days 00:17:33,0 days 00:17:48,0.4929,0.5071,0.498,0.5142,0.0342,0.0101,0.0247,0.0013,top
Malphite,Riven,54,92,2.37,2.0,0.4562,0.5438,0.391,0.373,14601.0,14954.0,0 days 00:17:23,0 days 00:18:39,0.488,0.512,0.5058,0.5231,0.046,0.04,0.1194,0.0043,top
Dr. Mundo,Heimerdinger,36,74,2.24,1.86,0.4641,0.5359,0.348,0.342,14860.0,26563.0,0 days 00:16:25,0 days 00:17:29,0.45899999999999996,0.541,0.4922,0.5196,0.0063,0.0086,0.0009,0.0085,top
Akali,Quinn,84,133,2.04,1.84,0.5978,0.4022,0.381,0.41600000000000004,16797.0,19568.0,0 days 00:17:59,0 days 00:18:02,0.4864,0.5136,0.4693,0.5025,0.0659,0.0091,0.2186,0.0114,top
Nocturne,Gwen,56,887,2.07,1.84,0.4631,0.5369,0.415,0.385,16373.0,18148.0,0 days 00:16:07,0 days 00:16:10,0.5373,0.4627,0.5331,0.5003,0.0142,0.0608,0.0231,0.2419,top
Warwick,Yorick,19,83,2.2,1.62,0.6243,0.3757,0.40299999999999997,0.321,17977.0,21111.0,0 days 00:15:18,0 days 00:19:50,0.5189,0.4811,0.5144,0.4796,0.0116,0.0053,0.003,0.0032,top
Singed,Kalista,27,429,2.43,1.4,0.382,0.618,0.426,0.359,13635.0,18871.0,0 days 00:15:28,0 days 00:18:12,0.569,0.431,0.5142,0.4445,0.0101,0.0055,0.0013,0.0029,top
Ryze,Nasus,13,75,1.8,2.26,0.4173,0.5827,0.349,0.34700000000000003,22492.0,14392.0,0 days 00:17:56,0 days 00:16:31,0.4553,0.5447,0.4447,0.4942,0.0104,0.0162,0.0025,0.0043,top
Fiora,Poppy,114,78,1.38,2.26,0.4583,0.5417,0.337,0.401,16135.0,16626.0,0 days 00:17:07,0 days 00:17:01,0.4746,0.5254,0.508,0.5177,0.0525,0.0274,0.0698,0.0383,top
Rengar,Viego,107,234,2.18,1.64,0.684,0.316,0.406,0.376,18879.0,18395.0,0 days 00:16:46,0 days 00:16:42,0.5189,0.4811,0.501,0.4815,0.0175,0.0141,0.011000000000000001,0.1378,top
Mordekaiser,Vladimir,82,8,1.77,2.01,0.5589,0.4411,0.33399999999999996,0.35200000000000004,18220.0,19376.0,0 days 00:18:30,0 days 00:17:41,0.4825,0.5175,0.4973,0.498,0.0419,0.0342,0.0158,0.0247,top
Shen,Quinn,98,133,3.33,1.66,0.5192,0.4808,0.449,0.39,9894.0,18531.0,0 days 00:17:02,0 days 00:20:27,0.5179,0.4821,0.5191,0.5025,0.0775,0.0091,0.1125,0.0114,top
Urgot,Dr. Mundo,6,36,1.86,2.36,0.5424,0.4576,0.38799999999999996,0.39799999999999996,18106.0,16248.0,0 days 00:16:16,0 days 00:16:58,0.4646,0.5354,0.5006,0.4979,0.0178,0.0063,0.0019,0.0009,top
Ornn,Rengar,516,107,2.72,1.77,0.531,0.469,0.428,0.38,15999.0,17030.0,0 days 00:17:53,0 days 00:17:24,0.5274,0.4726,0.5259,0.501,0.0432,0.0175,0.005,0.011000000000000001,top
Sion,Riven,14,92,2.12,2.17,0.3699,0.6301,0.39799999999999996,0.39299999999999996,16025.0,19226.0,0 days 00:18:03,0 days 00:18:25,0.4682,0.5318,0.5135,0.5231,0.0301,0.04,0.0051,0.0043,top
Lucian,Garen,236,86,1.61,2.35,0.4547,0.5453,0.364,0.354,18758.0,13353.0,0 days 00:16:46,0 days 00:15:37,0.45399999999999996,0.546,0.4612,0.5028,0.0193,0.0341,0.0429,0.0168,top
Quinn,Gnar,133,150,1.73,2.2,0.4581,0.5419,0.4,0.39299999999999996,19273.0,15679.0,0 days 00:16:18,0 days 00:18:09,0.5052,0.4948,0.5025,0.5,0.0091,0.0553,0.0114,0.0649,top
Gwen,Kennen,887,85,1.67,2.22,0.5164,0.4836,0.33799999999999997,0.364,15276.0,18146.0,0 days 00:18:30,0 days 00:17:18,0.4466,0.5534,0.5003,0.496,0.0608,0.0274,0.2419,0.0064,top
Heimerdinger,Yorick,74,83,1.7,2.1,0.4608,0.5392,0.294,0.309,23456.0,15894.0,0 days 00:15:47,0 days 00:17:58,0.5,0.5,0.5131,0.4796,0.0086,0.0053,0.0085,0.0032,top
Sett,Jax,875,24,1.8,1.77,0.4664,0.5336,0.374,0.363,16625.0,17561.0,0 days 00:16:19,0 days 00:16:06,0.4885,0.5115,0.5074,0.5016,0.1382,0.0422,0.1052,0.0243,top
Illaoi,Kennen,420,85,1.57,2.41,0.5494,0.4506,0.315,0.382,18580.0,19776.0,0 days 00:20:36,0 days 00:16:49,0.4621,0.5379,0.4889,0.496,0.0081,0.0274,0.0031,0.0064,top
Wukong,Vladimir,62,8,2.04,1.85,0.4988,0.5012,0.366,0.354,16442.0,18779.0,0 days 00:17:26,0 days 00:17:14,0.5099,0.4901,0.5155,0.498,0.0318,0.0342,0.0095,0.0247,top
Cho'Gath,Kled,31,240,2.05,2.58,0.4083,0.5917,0.376,0.45,17438.0,19977.0,0 days 00:15:52,0 days 00:17:43,0.502,0.498,0.5029,0.5165,0.01,0.0294,0.001,0.0122,top
Ryze,Urgot,13,6,1.68,2.4,0.4321,0.5679,0.34700000000000003,0.39399999999999996,17301.0,16467.0,0 days 00:17:28,0 days 00:16:54,0.4241,0.5759,0.4447,0.501,0.0104,0.0179,0.0025,0.0018,top
Kalista,Gangplank,429,41,1.38,2.14,0.4896,0.5104,0.35200000000000004,0.386,18751.0,15486.0,0 days 00:17:04,0 days 00:15:09,0.4923,0.5077,0.43799999999999994,0.4885,0.0055,0.0303,0.0029,0.0235,top
Vladimir,Sylas,8,517,1.81,1.99,0.4381,0.5619,0.348,0.405,17628.0,17084.0,0 days 00:16:48,0 days 00:17:18,0.4671,0.5329,0.498,0.5016,0.0342,0.1206,0.0247,0.242,top
Wukong,Teemo,62,17,2.09,1.67,0.5487,0.4513,0.376,0.34,15333.0,21039.0,0 days 00:16:40,0 days 00:18:04,0.4814,0.5186,0.5155,0.4977,0.0318,0.0139,0.0095,0.0104,top
Fiora,Vayne,114,67,1.82,1.44,0.5626,0.4374,0.355,0.35200000000000004,15480.0,18116.0,0 days 00:16:57,0 days 00:15:52,0.5116,0.4884,0.508,0.4963,0.0525,0.016,0.0698,0.0528,top
Aatrox,Renekton,266,58,2.03,1.85,0.5215,0.4785,0.37200000000000005,0.365,18277.0,15946.0,0 days 00:15:58,0 days 00:17:31,0.5217,0.4783,0.5033,0.4912,0.1485,0.08800000000000001,0.1015,0.1333,top
Yasuo,Rumble,157,68,1.5,2.21,0.4078,0.5922,0.35100000000000003,0.42200000000000004,16343.0,18175.0,0 days 00:17:08,0 days 00:16:00,0.5023,0.4977,0.48200000000000004,0.4868,0.0091,0.0289,0.1139,0.2814,top
Cho'Gath,Malphite,31,54,2.42,2.31,0.6087,0.3913,0.392,0.387,15959.0,15853.0,0 days 00:19:51,0 days 00:16:33,0.5732,0.4268,0.5029,0.5058,0.01,0.046,0.001,0.1194,top
Urgot,Gangplank,6,41,2.12,2.13,0.5477,0.4523,0.37799999999999995,0.391,16755.0,17698.0,0 days 00:16:38,0 days 00:17:50,0.5144,0.4856,0.5006,0.4902,0.0178,0.0303,0.0019,0.0235,top
Jax,Irelia,24,39,1.86,1.48,0.5248,0.4752,0.36700000000000005,0.368,17322.0,15420.0,0 days 00:16:07,0 days 00:16:11,0.5754,0.4246,0.5016,0.4577,0.0422,0.0677,0.0243,0.1462,top
Darius,Sylas,122,517,1.94,1.82,0.5444,0.4556,0.375,0.40399999999999997,15838.0,15880.0,0 days 00:17:22,0 days 00:15:50,0.5254,0.4746,0.5073,0.5016,0.0449,0.1206,0.1331,0.242,top
Kled,Shen,240,98,2.28,3.02,0.5553,0.4447,0.43700000000000006,0.466,16274.0,15509.0,0 days 00:20:56,0 days 00:15:29,0.4771,0.5229,0.5165,0.5191,0.0294,0.0775,0.0122,0.1125,top
Sylas,Tryndamere,517,23,1.9,1.69,0.4561,0.5439,0.402,0.345,17669.0,17149.0,0 days 00:14:48,0 days 00:17:37,0.4919,0.5081,0.5016,0.5069,0.1206,0.0164,0.242,0.0044,top
Kled,Wukong,240,62,2.3,2.11,0.5307,0.4693,0.435,0.40299999999999997,17096.0,18823.0,0 days 00:17:42,0 days 00:16:00,0.5108,0.4892,0.5165,0.5155,0.0294,0.0318,0.0122,0.0095,top
Vayne,Rumble,67,68,1.47,2.13,0.47600000000000003,0.524,0.358,0.41,18203.0,18111.0,0 days 00:17:01,0 days 00:17:33,0.4525,0.5475,0.4963,0.4868,0.016,0.0289,0.0528,0.2814,top
Kennen,Sion,85,14,2.07,2.52,0.5,0.5,0.363,0.4,19201.0,14614.0,0 days 00:18:01,0 days 00:19:58,0.4579,0.5421,0.496,0.5135,0.0274,0.0301,0.0064,0.0051,top
Aatrox,Akali,266,84,2.0,1.87,0.5045,0.4955,0.361,0.37200000000000005,17053.0,18220.0,0 days 00:18:10,0 days 00:16:46,0.5253,0.4747,0.5033,0.4693,0.1485,0.0659,0.1015,0.2186,top
Aatrox,Kennen,266,85,1.96,2.05,0.5833,0.4167,0.35600000000000004,0.36,15279.0,18863.0,0 days 00:18:42,0 days 00:17:33,0.4902,0.5098,0.5033,0.496,0.1485,0.0274,0.1015,0.0064,top
Sion,Ornn,14,516,2.23,2.65,0.4155,0.5845,0.41100000000000003,0.42100000000000004,17988.0,17855.0,0 days 00:18:54,0 days 00:18:46,0.4705,0.5295,0.5135,0.5259,0.0301,0.0432,0.0051,0.005,top
Vayne,Zac,67,154,1.38,2.75,0.4057,0.5943,0.325,0.43,20531.0,12659.0,0 days 00:17:53,0 days 00:16:41,0.504,0.496,0.4963,0.5083,0.016,0.011000000000000001,0.0528,0.0074,top
Warwick,Kennen,19,85,1.98,1.95,0.6124,0.3876,0.38299999999999995,0.376,13850.0,21275.0,0 days 00:18:01,0 days 00:18:32,0.4672,0.5328,0.5144,0.496,0.0116,0.0274,0.003,0.0064,top
Singed,Vayne,27,67,2.1,1.66,0.3836,0.6164,0.401,0.379,12698.0,21186.0,0 days 00:16:23,0 days 00:18:16,0.4858,0.5142,0.5142,0.4963,0.0101,0.016,0.0013,0.0528,top
