,Unnamed: 0,gameId,TeamTwoWin,Team1P1,Team1P2,Team1P3,Team1P4,Team1P5,Team2P1,Team2P2,Team2P3,Team2P4,Team2P5,Team1P1Role,Team1P2Role,Team1P3Role,Team1P4Role,Team1P5Role,Team2P1Role,Team2P2Role,Team2P3Role,Team2P4Role,Team2P5Role,Team1P1SID,Team1P2SID,Team1P3SID,Team1P4SID,Team1P5SID,Team2P1SID,Team2P2SID,Team2P3SID,Team2P4SID,Team2P5SID,T1P1LP,T1P2LP,T1P3LP,T1P4LP,T1P5LP,T2P1LP,T2P2LP,T2P3LP,T2P4LP,T2P5LP,T1P1WR,T1P2WR,T1P3WR,T1P4WR,T1P5WR,T2P1WR,T2P2WR,T2P3WR,T2P4WR,T2P5WR,T1P1CM,T1P2CM,T1P3CM,T1P4CM,T1P5CM,T2P1CM,T2P2CM,T2P3CM,T2P4CM,T2P5CM
202,202,3920018011,Fail,25,84,421,54,51,67,887,12,6,38,DUO_SUPPORT,MIDDLE,JUNGLE,TOP,DUO_CARRY,DUO_CARRY,JUNGLE,DUO_SUPPORT,TOP,MIDDLE,KhoUQa1onl3lbpuIr4jYBt5yV77hTuV_cbgm-3ILjiVkue0,LiJFjPKoFt-KIPK1nfNjA2BOjeIwbAz_G9fGPqrasQpz_SCTU0SEiounSg,MGo9-pY-7yQs2dKfvjt7dlWRWzcNBit4O36T43Hm10Ajy2Q,_4u1q6Hrwh8vSWH0_uWM3doIM2NOhrvKUyKNzZAbwPQg6dc,J6QcJR5f93XtwTdsfrR0x3hO4KymLfoimwfPbrBpBowWDx8,uV0R8s6m8vqkojYCMxfQqtQUufvs9oZfFDaj9FMMqcoKgdg,f-n9o6lGWcoIZ-68HBfmAKteoJsK_Qi8J92XnYy2Gh0RYLs,4SxddTjtz7V6bRxth8-BkVQpktusXp4nvRhmgHFpSbeZR6soY6G3nQ8hiQ,qAWWcVFzzg4JjCJDgra-LjSt7jGibwDXHKp80vgWvbHMrDM,rq2xtigTNcUXZ6iYBiUO0c8s5kpeo3FxbUSh8Y9LcBE8nak,628,200,799,737,870,649,717,200,200,708,0.6129032258064516,0.544,0.5224806201550387,0.5167224080267558,0.525974025974026,0.5412026726057907,0.5178268251273345,0.544,0.544,0.5470085470085471,12280,1000,5971,12153,151690,718003,2876,1000,1000,88070
203,203,3920043161,Fail,145,25,89,64,43,9,81,12,236,39,DUO_CARRY,JUNGLE,DUO_SUPPORT,MIDDLE,TOP,JUNGLE,DUO_CARRY,DUO_SUPPORT,MIDDLE,TOP,wKLfkGFry92B3-vVdoBpQiJk2S-JwSKyqJyPRr73i7YkgQU,hChSwFwRP9v5oR2BL2b7Fl7rPlnrUw7FAq7IXd8G_VJ1vbw,KhoUQa1onl3lbpuIr4jYBt5yV77hTuV_cbgm-3ILjiVkue0,MGo9-pY-7yQs2dKfvjt7dlWRWzcNBit4O36T43Hm10Ajy2Q,4SxddTjtz7V6bRxth8-BkVQpktusXp4nvRhmgHFpSbeZR6soY6G3nQ8hiQ,_XC2idBAUOanyT9ksLU6IYdLgAgXt4j7JbdtfP04L5WG5iTF,V1Ku-NyK7p6o2sJK_pQTeVdsiW1FMq1rvFCYNp3AV7IlEwwf,4s7DdZbcZWd_a6QL-HUhMl1Z9NwMGL_6R3fPjxEjhUd-dvU,BzIY5usDnYyfpZNa8L6XEYQx5FcshZboxIMClE-aoNVgu75L,acdcPcid8Dh6bIvHA32q6tcEXFLaf0UvfZxgcRlGDh45zTw,200,200,628,799,200,638,200,1018,1267,1192,0.544,0.544,0.6129032258064516,0.5224806201550387,0.544,0.5718954248366013,0.544,0.5170842824601367,0.546142208774584,0.530812324929972,1000,1000,6673,18231,1000,260818,1000,531948,34616,503395
204,204,3919998917,Fail,89,18,154,57,64,68,875,498,76,432,DUO_SUPPORT,DUO_CARRY,JUNGLE,MIDDLE,TOP,TOP,MIDDLE,DUO_CARRY,JUNGLE,DUO_SUPPORT,KjHvQ_p89UMLxiybjcrCs_Is0ey3vL9a10CouI_ZT4T_61M,6FIk2Gg67OkliUmVH-VR36HXiKwR9sm-X4k1oVeNmhO2c7Y,p7efe_q6_joFhRI6qeNO6hT-JWSvw6lRxnbSmWh_4XV0M_r2BN_Du8CqTg,r6WV9CI0N6UnQ7nxodugooy4qQ38RQpPrGnQ3CGufiEvWvvR,ue8qPZTJtc7JEZKzkVWHOvcH8e3LhCd41pXtM_dIW5J8Chk,DKDsa8wS6VFYzmxcRuNzwd-HI33WC0-3YKB8rjxiWoZeF9U,MGo9-pY-7yQs2dKfvjt7dlWRWzcNBit4O36T43Hm10Ajy2Q,wKLfkGFry92B3-vVdoBpQiJk2S-JwSKyqJyPRr73i7YkgQU,D9A52jqQmVX5SQfLK2lYF_2M3oNfF7gZ6mXIOoFUytzH4iM,zVdObxUZ8Z1ZxGm7gP9clnNqsJqbentdwkxiB5CSXPgdMYzQ,610,505,305,554,200,200,799,200,623,890,0.5183752417794971,0.5023668639053255,0.6029411764705882,0.5562913907284768,0.544,0.544,0.5224806201550387,0.544,0.5418060200668896,0.5952380952380952,64619,64974,67108,1000,1000,1000,1027,1000,209510,301775
205,205,3919985689,Fail,145,68,64,79,39,147,234,1,875,110,DUO_CARRY,JUNGLE,TOP,DUO_SUPPORT,MIDDLE,DUO_SUPPORT,JUNGLE,MIDDLE,TOP,DUO_CARRY,PC4WKDRLuqqcEvgrSNHsgYEI6KrhrG-CR0V6KemuM7SGzKIbL_XSuNeOFg,mUx5FfRV3IoUeA9ZoKf38My2urJsZNN1fDQjcmJeKi13tpiy,ue8qPZTJtc7JEZKzkVWHOvcH8e3LhCd41pXtM_dIW5J8Chk,KhoUQa1onl3lbpuIr4jYBt5yV77hTuV_cbgm-3ILjiVkue0,acdcPcid8Dh6bIvHA32q6tcEXFLaf0UvfZxgcRlGDh45zTw,xh0QT1-yikCaCfuTBTsyr0oecBqodBaPsLkBC-OT2xkB7uI,hChSwFwRP9v5oR2BL2b7Fl7rPlnrUw7FAq7IXd8G_VJ1vbw,bhGAsIu2uo-jyM26HGdAOHyhmqJdY0Yu-vzMHPiBuha5_3Bu,di8YrERi_JB29GCEXbn2GLNlOPCeRNzAqux51AeNWS6LL2VylCaZKgUUNw,MGo9-pY-7yQs2dKfvjt7dlWRWzcNBit4O36T43Hm10Ajy2Q,200,469,200,628,1192,439,200,761,1053,799,0.544,0.5361111111111111,0.544,0.6129032258064516,0.530812324929972,0.558282208588957,0.544,0.6940298507462687,0.5380875202593193,0.5224806201550387,1000,11230,1000,14468,503395,11511,1000,84581,1619,19216
206,206,3919990726,Win,56,145,85,25,12,110,64,2,517,89,MIDDLE,DUO_CARRY,TOP,JUNGLE,DUO_SUPPORT,SOLO,TOP,JUNGLE,MIDDLE,TOP,XayeFRfea4Dw9Owp2EIdOP8sB8emhxCBb26Gts0uTMWRh44,V1Ku-NyK7p6o2sJK_pQTeVdsiW1FMq1rvFCYNp3AV7IlEwwf,49HX0IcIGtr6DcgiW-nUvzPKYf0A1gbCb62hixTnou7SS0c,5IZcAGdQ0mTw3XwjcnyWI_QTa3vCfWZhUZ8A4vQBktCQU25jSOlnqp78_g,KhoUQa1onl3lbpuIr4jYBt5yV77hTuV_cbgm-3ILjiVkue0,4SxddTjtz7V6bRxth8-BkVQpktusXp4nvRhmgHFpSbeZR6soY6G3nQ8hiQ,WUa1iIQkGeT9Ex9rgcuvhlsdWRvFAUpEFCls-HMWOsPQJm8kaz6qqEc2FQ,hChSwFwRP9v5oR2BL2b7Fl7rPlnrUw7FAq7IXd8G_VJ1vbw,MGo9-pY-7yQs2dKfvjt7dlWRWzcNBit4O36T43Hm10Ajy2Q,aPF9mTi-mDhfQH1omCVcJpze8Z3Bu3Pc2t_AE-w87J9WaEM,743,200,200,590,628,200,200,200,799,367,0.550561797752809,0.544,0.544,0.5567010309278351,0.6129032258064516,0.544,0.544,0.544,0.5224806201550387,0.5112179487179487,17009,1000,1000,5511,15398,1000,1000,1000,23006,6616
207,207,3919566241,Win,145,111,887,18,2,56,234,68,110,201,DUO_CARRY,DUO_SUPPORT,MIDDLE,MIDDLE,JUNGLE,MIDDLE,MIDDLE,JUNGLE,DUO_CARRY,DUO_SUPPORT,4SxddTjtz7V6bRxth8-BkVQpktusXp4nvRhmgHFpSbeZR6soY6G3nQ8hiQ,4s7DdZbcZWd_a6QL-HUhMl1Z9NwMGL_6R3fPjxEjhUd-dvU,Vik3HgmBfVyz1QB2rw_tXrKJCAp3JhlOkaosHLWZ9Dj3-Srv_ZyBwoZmLA,r22_6v0G3vMBCDNwS-KusCqPgEmq4tITr0UMQlu7tUGG3NQ,wbFeA3wQVsTtY9yioACPzHlo6FMetdXqQyqsuAze1MS8dxE,LL2KpBPzEZ4LhFJCT0ntXVTBEGFL8yLrs1rNAXs9weMVI346s_2X7fz4UA,MGo9-pY-7yQs2dKfvjt7dlWRWzcNBit4O36T43Hm10Ajy2Q,5uAfQfiXuaiPr26DdcZrVx1asXHxVMLGUnpQAv7uwuL66D4,ft6xHf_s_12OarY8Ai4iGtgL2_CBb2fqXSicUW5746bdhEdVX-epG5JH8w,h8r9f0gI-x5VO8G4kgIzCsfhAUJSdCMe1vLWBVw6_4oN-j1o,200,1018,1232,844,1197,1016,799,1166,394,386,0.544,0.5170842824601367,0.5402750491159135,0.5712,0.5408560311284046,0.5757575757575758,0.5224806201550387,0.5906432748538012,0.68,0.5586854460093896,1000,209543,23739,126174,38087,5569,60856,4772,4399,456
208,208,3919532475,Fail,89,84,112,145,64,12,150,18,131,13,DUO_SUPPORT,TOP,MIDDLE,DUO_CARRY,JUNGLE,DUO_SUPPORT,TOP,DUO_CARRY,JUNGLE,MIDDLE,4s7DdZbcZWd_a6QL-HUhMl1Z9NwMGL_6R3fPjxEjhUd-dvU,SB7q43FvsDkZ-T5QTh4vOzj9bDoki1SO4eXGxe00YAUZZ-Y,LL2KpBPzEZ4LhFJCT0ntXVTBEGFL8yLrs1rNAXs9weMVI346s_2X7fz4UA,4SxddTjtz7V6bRxth8-BkVQpktusXp4nvRhmgHFpSbeZR6soY6G3nQ8hiQ,ue8qPZTJtc7JEZKzkVWHOvcH8e3LhCd41pXtM_dIW5J8Chk,tkTijnrzGhiKeaC5palGIz8gbKTiAqQOnlsoawe3bG2fDRPY,Vik3HgmBfVyz1QB2rw_tXrKJCAp3JhlOkaosHLWZ9Dj3-Srv_ZyBwoZmLA,r22_6v0G3vMBCDNwS-KusCqPgEmq4tITr0UMQlu7tUGG3NQ,9t9Yh6LK7hz_ch-YhBI8sWIVGWP0lqLp0mHdQRQ6qIZ0eMk,MGo9-pY-7yQs2dKfvjt7dlWRWzcNBit4O36T43Hm10Ajy2Q,1018,465,1016,200,200,1047,1232,844,480,799,0.5170842824601367,0.5451388888888888,0.5757575757575758,0.544,0.544,0.5167731629392971,0.5402750491159135,0.5712,0.5277777777777778,0.5224806201550387,183683,21546,1000,1000,1000,19970,8029,126174,14272,109214
209,209,3919431436,Fail,64,777,89,131,145,245,497,126,236,18,MIDDLE,TOP,DUO_SUPPORT,JUNGLE,DUO_CARRY,JUNGLE,DUO_SUPPORT,TOP,MIDDLE,DUO_CARRY,MGo9-pY-7yQs2dKfvjt7dlWRWzcNBit4O36T43Hm10Ajy2Q,Ftidrpm3mSuIO6IRx3BqGSysQ0Z7VKnXMm5C0sIvGMmH6mMgMgUCMabdxQ,C3KnDmMI-nID7Yjc1V1qwH2sm1tmoIq0tLGgubaOV1CRHXXG,spLvBi7TQtsdlv3VRM0PK08ZW6H-k-NlHMyGt8hBrC8HWTw,T-6_zcI_x1bS3ChJ5AcOrtIBcZ4mlP4cfFiw6-SoDz-hvzdEWmGGYHMzcA,QGw3rVRM_fySpwJrRl9qSJslYmS5svLrilMJA3J3FzX89jU,PKfiz5COAx_n6oO9WH0G95NQ_BJsunXgkOuEGFpZZ9UiPA0,Vik3HgmBfVyz1QB2rw_tXrKJCAp3JhlOkaosHLWZ9Dj3-Srv_ZyBwoZmLA,LL2KpBPzEZ4LhFJCT0ntXVTBEGFL8yLrs1rNAXs9weMVI346s_2X7fz4UA,r22_6v0G3vMBCDNwS-KusCqPgEmq4tITr0UMQlu7tUGG3NQ,799,200,1576,700,200,1043,705,1232,1016,844,0.5224806201550387,0.544,0.5632582322357019,0.5282555282555282,0.544,0.572289156626506,0.5102319236016372,0.5402750491159135,0.5757575757575758,0.5712,18231,1000,88877,38170,1000,371588,357605,34154,3877,126174
210,210,3919325536,Fail,236,25,111,145,112,234,18,13,3,58,TOP,JUNGLE,DUO_SUPPORT,DUO_CARRY,MIDDLE,JUNGLE,DUO_CARRY,MIDDLE,DUO_SUPPORT,TOP,Vik3HgmBfVyz1QB2rw_tXrKJCAp3JhlOkaosHLWZ9Dj3-Srv_ZyBwoZmLA,r22_6v0G3vMBCDNwS-KusCqPgEmq4tITr0UMQlu7tUGG3NQ,4s7DdZbcZWd_a6QL-HUhMl1Z9NwMGL_6R3fPjxEjhUd-dvU,hhYohm5cObBZHtN_YH4d7wBVPLjkgPDQZ7rj6b9qcvCd0fc,MGo9-pY-7yQs2dKfvjt7dlWRWzcNBit4O36T43Hm10Ajy2Q,9b__720lR7RJ3eIzS9OTOtxTD89u-weX64C7Cz8j0qr4-kSX,tkTijnrzGhiKeaC5palGIz8gbKTiAqQOnlsoawe3bG2fDRPY,H93Ir5LpI_mgfZQuOtPxWL9BSb279pBQU-ZT2bwliBqO2LRYDB3YHKx4tA,BCgTbT3-9UhtOolWWPjvqByEivD_5javNO9wIvDnqLkjX4g,1y4n9mFGyONdh1BwkK1JGEG536HjXfieUEPzf7qJns-Lfbk,1232,844,1018,658,799,620,1047,891,754,720,0.5402750491159135,0.5712,0.5170842824601367,0.5850340136054422,0.5224806201550387,0.5617647058823529,0.5167731629392971,0.562015503875969,0.5214446952595937,0.5184331797235023,7199,118,209543,284052,777215,16229,148689,3898,17678,20746
211,211,3919288446,Win,111,43,517,203,202,58,412,245,429,236,DUO_SUPPORT,TOP,MIDDLE,JUNGLE,DUO_CARRY,TOP,DUO_SUPPORT,JUNGLE,DUO_CARRY,MIDDLE,4s7DdZbcZWd_a6QL-HUhMl1Z9NwMGL_6R3fPjxEjhUd-dvU,hhYohm5cObBZHtN_YH4d7wBVPLjkgPDQZ7rj6b9qcvCd0fc,MGo9-pY-7yQs2dKfvjt7dlWRWzcNBit4O36T43Hm10Ajy2Q,wxB5OYeqviOv6z-BaK-k2TXf22gmhbuL5WAJXMHXEx929Ak,4SxddTjtz7V6bRxth8-BkVQpktusXp4nvRhmgHFpSbeZR6soY6G3nQ8hiQ,bEO4MrOPzJUIfgXGdwnpJ8l6PJuDsnWsghtIOUJt-X6alfI,cfmSQ-fC0QdmvouOB_XtsaLPrJePn0bTWSFz98RqhrvFCQhhGJhXdb8_0A,QGw3rVRM_fySpwJrRl9qSJslYmS5svLrilMJA3J3FzX89jU,dnhivI56itA4a_q7qaphdELXNlQZo7LHvfltwoBhhPvAJYY,VE3IIeGN9nCYQiz8-zI0vA37n6t0INWDSGXEyz3GaOhJKQvJ,1018,658,799,200,200,866,660,1043,718,818,0.5170842824601367,0.5850340136054422,0.5224806201550387,0.544,0.544,0.536144578313253,0.5327868852459017,0.572289156626506,0.5435435435435435,0.5539033457249071,209543,33258,23006,1000,1000,87339,49747,371588,559972,53629
212,212,3919063027,Fail,111,145,9,236,58,112,432,126,64,67,DUO_SUPPORT,DUO_CARRY,JUNGLE,MIDDLE,TOP,MIDDLE,DUO_SUPPORT,TOP,JUNGLE,DUO_CARRY,V6zQu1p3j-UAx-cqXX-tFMpyk7BC0gUhNIxSO2bbeU5fBQU,ffkLInBalxkHvTtLzhaGyqNuiCg9NJs5oVhPJ-aGFumy,6RuMXKKccp8jKa_W1EzQPZx6PgxLonPvIpbnqbPF4lgq9cCrsJ18PiLQFw,wjGcZ9-8imzT6BXAB0X0UfMpmIiFR3gdXWWPMofValtrcKM,1y4n9mFGyONdh1BwkK1JGEG536HjXfieUEPzf7qJns-Lfbk,MGo9-pY-7yQs2dKfvjt7dlWRWzcNBit4O36T43Hm10Ajy2Q,zVdObxUZ8Z1ZxGm7gP9clnNqsJqbentdwkxiB5CSXPgdMYzQ,Wfn3JKpEW4aKt1jdn_8Tq8W8sBEe8no73RNnPZi0jwmJF-mc,T-6_zcI_x1bS3ChJ5AcOrtIBcZ4mlP4cfFiw6-SoDz-hvzdEWmGGYHMzcA,uV0R8s6m8vqkojYCMxfQqtQUufvs9oZfFDaj9FMMqcoKgdg,841,938,700,548,720,799,890,200,200,649,0.5509433962264151,0.5178316690442225,0.5511111111111111,0.5272727272727272,0.5184331797235023,0.5224806201550387,0.5952380952380952,0.544,0.544,0.5412026726057907,78965,319058,1000,22871,20746,777215,301775,1000,1000,718003
213,213,3919029786,Fail,145,111,64,85,107,68,526,238,18,24,DUO_CARRY,DUO_SUPPORT,MIDDLE,TOP,JUNGLE,JUNGLE,DUO_SUPPORT,MIDDLE,DUO_CARRY,TOP,1y4n9mFGyONdh1BwkK1JGEG536HjXfieUEPzf7qJns-Lfbk,FTm721jrzNy2kAh5hbTqJiye75F2athUsIKoZqQs95Vy3lc,MGo9-pY-7yQs2dKfvjt7dlWRWzcNBit4O36T43Hm10Ajy2Q,t9zqIUIbZayg843AHmP1VuzJQYvTfmLf545oqiNgLC3-jYKRIpp46zrAVQ,_YkVEY3KRqyVVOEYzGQ-by9KOgdB6G7kQYY7PJqCiPMmE5w,WU3B-gc3UNRA1hOkMZ6w3eg_0DAb7mruHLP0VhDKcwblpMI,l0_DoWax8BUp70GadleyZ_lnDBY90b4dY5-N7xbNaOjEkhsc,T-6_zcI_x1bS3ChJ5AcOrtIBcZ4mlP4cfFiw6-SoDz-hvzdEWmGGYHMzcA,vdCy79oIGe7WshsDTdpn4IpQxA5ZFdeoChrWdKXXtIVAlBk,zSbTecyYZ3hCGfQlYEr-wfOUvC5FmKgFt7bHUJJ0WeixqG6ZMhbHAdrOIg,720,708,799,683,309,465,449,200,432,447,0.5184331797235023,0.5226824457593688,0.5224806201550387,0.5272727272727272,0.5572916666666666,0.5025188916876574,0.576271186440678,0.544,0.5372750642673522,0.5274390243902439,279673,140185,18231,311,91493,13585,26034,1000,136230,50394
214,214,3918871567,Win,80,360,517,104,56,245,25,98,222,89,DUO_SUPPORT,DUO_CARRY,MIDDLE,JUNGLE,MIDDLE,MIDDLE,JUNGLE,TOP,DUO_CARRY,DUO_SUPPORT,9UK13q8YVEb-wRRhacL9JBSbY-umIVdWSx_SPM3cUfujFFbUQqBwTMWVtw,x_rIpF0TA1IPe6t5ngcy-bXxJdV293BU4hN8eTXicwD88a8,MGo9-pY-7yQs2dKfvjt7dlWRWzcNBit4O36T43Hm10Ajy2Q,H93Ir5LpI_mgfZQuOtPxWL9BSb279pBQU-ZT2bwliBqO2LRYDB3YHKx4tA,FTm721jrzNy2kAh5hbTqJiye75F2athUsIKoZqQs95Vy3lc,hnr9bL9BAagRkkcWP9ms23vDw3_lO1kJDXxEjlWlG2QufhQ,mUx5FfRV3IoUeA9ZoKf38My2urJsZNN1fDQjcmJeKi13tpiy,OADVKhD5H7iMdmhl0k02am03Ezgx1M3P5Pvtcqp4B24wTBs,W-urTBDAS0ytNxFjHPQcpUiNsDDGjbTFjzRMUcH78BkMTy8,tkTijnrzGhiKeaC5palGIz8gbKTiAqQOnlsoawe3bG2fDRPY,583,960,799,891,708,467,469,200,981,1047,0.5283687943262412,0.52,0.5224806201550387,0.562015503875969,0.5226824457593688,0.5009174311926605,0.5361111111111111,0.544,0.5376623376623376,0.5167731629392971,318,163604,23006,1738,11343,2444840,9068,1000,64237,30400
215,215,3918707751,Fail,64,111,58,35,145,28,234,875,245,222,MIDDLE,DUO_SUPPORT,TOP,JUNGLE,DUO_CARRY,JUNGLE,TOP,DUO_SUPPORT,MIDDLE,DUO_CARRY,MGo9-pY-7yQs2dKfvjt7dlWRWzcNBit4O36T43Hm10Ajy2Q,BCgTbT3-9UhtOolWWPjvqByEivD_5javNO9wIvDnqLkjX4g,eT2uNJDq133eif4unABwUOd_TfV1Mdgn9xksWwDpG-P6_q4,WsWvBZxPowN_bS64GJW_w7tqGn5J-cw_bM2qyXSTwp7DWCs,x_rIpF0TA1IPe6t5ngcy-bXxJdV293BU4hN8eTXicwD88a8,jgg25-5xHqWjqambZoTQocHLCl7-lhyvYUabdM3jYZO8WwCIcsGX_1lEzw,ZtUPWr4BiLnRvF6GwpzIUa3dF5hxeS8wnBiTSF8-M8TCRKU,9UK13q8YVEb-wRRhacL9JBSbY-umIVdWSx_SPM3cUfujFFbUQqBwTMWVtw,hnr9bL9BAagRkkcWP9ms23vDw3_lO1kJDXxEjlWlG2QufhQ,W-urTBDAS0ytNxFjHPQcpUiNsDDGjbTFjzRMUcH78BkMTy8,799,754,713,522,960,200,717,583,467,981,0.5224806201550387,0.5214446952595937,0.541958041958042,0.5261707988980716,0.52,0.544,0.546916890080429,0.5283687943262412,0.5009174311926605,0.5376623376623376,18231,136963,62730,377601,574006,1000,14717,11312,2444840,64237
216,216,3918633251,Fail,31,13,18,20,235,77,111,238,14,96,TOP,MIDDLE,MIDDLE,JUNGLE,SOLO,JUNGLE,DUO_SUPPORT,MIDDLE,TOP,DUO_CARRY,FTm721jrzNy2kAh5hbTqJiye75F2athUsIKoZqQs95Vy3lc,4SxddTjtz7V6bRxth8-BkVQpktusXp4nvRhmgHFpSbeZR6soY6G3nQ8hiQ,SEUrPQFHwv3DXQBkcBaKGf7v8GxEwAVGvUneDFjqFISfEjHr,xvLPBWVUDKwaRaGnTE83bVOUGWxuXf1HaPEE8iQWD67fqF3FHnChqtHk7g,jlbmepHtxla3Kom7XfWkTossOqzvJVMG3UB5Hod6TjRYY9A,5uAfQfiXuaiPr26DdcZrVx1asXHxVMLGUnpQAv7uwuL66D4,VMttv-g8Jw2jYzcM7INis1O_FPjMCBAlWz_Z5TIt8ek3njA,MGo9-pY-7yQs2dKfvjt7dlWRWzcNBit4O36T43Hm10Ajy2Q,PKfiz5COAx_n6oO9WH0G95NQ_BJsunXgkOuEGFpZZ9UiPA0,vdCy79oIGe7WshsDTdpn4IpQxA5ZFdeoChrWdKXXtIVAlBk,708,200,723,1066,971,1166,650,799,705,432,0.5226824457593688,0.544,0.5730337078651685,0.57356608478803,0.5608974358974359,0.5906432748538012,0.5117647058823529,0.5224806201550387,0.5102319236016372,0.5372750642673522,272828,1000,36005,24626,15236,10063,22274,35131,5496,59875
217,217,3918609967,Fail,266,235,223,35,56,238,92,89,145,25,TOP,DUO_SUPPORT,DUO_CARRY,JUNGLE,MIDDLE,MIDDLE,TOP,DUO_SUPPORT,DUO_CARRY,JUNGLE,3p_JofLwfwRnlhPhvhOcglHGQIWSi-hZQxgl5sGVj7Yd1UQ,8RfUD9cxN-dLQLxL32H5lDDf9tlfcqUOFs8iAxZGYcrp-sM,Eobqt-a9PSXsNmM3mTZC8QlU3pk8FM8MkoEaQYArOZ8cLRs,xvLPBWVUDKwaRaGnTE83bVOUGWxuXf1HaPEE8iQWD67fqF3FHnChqtHk7g,MGo9-pY-7yQs2dKfvjt7dlWRWzcNBit4O36T43Hm10Ajy2Q,SB7q43FvsDkZ-T5QTh4vOzj9bDoki1SO4eXGxe00YAUZZ-Y,V1uUtQYxhY8YJcX9sXvIvIsUThOvf7xMQXc2xenVS6CJa2s,PKfiz5COAx_n6oO9WH0G95NQ_BJsunXgkOuEGFpZZ9UiPA0,jlbmepHtxla3Kom7XfWkTossOqzvJVMG3UB5Hod6TjRYY9A,IHicwagkLzeWnbQ1WVrAqSxn1n_-lP-9eVkQqrK93dLzFo4rgJItqVBV_A,667,1331,1231,1066,799,465,774,705,971,1575,0.5165562913907285,0.5633270321361059,0.5798045602605864,0.57356608478803,0.5224806201550387,0.5451388888888888,0.5274914089347079,0.5102319236016372,0.5608974358974359,0.5650969529085873,327070,10290,14648,171132,415,927205,775884,185975,24193,7355
218,218,3918557364,Fail,245,3,145,114,238,126,12,39,35,67,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,7h_bck6Tm5Y65kmgxAwnFagsNquwMgy9k_DXwSc1EiuOKeVNtzyyWCw7Yg,ZZe_qsHSSLKLOC93y4TseR3KHRrfBaGmVk-Fgc4GgTIKRDc,MGo9-pY-7yQs2dKfvjt7dlWRWzcNBit4O36T43Hm10Ajy2Q,Dwh4d034c_F0q-FiwOqolpKhxM3uWEwEoZ_eGl6FJNuxA38,SB7q43FvsDkZ-T5QTh4vOzj9bDoki1SO4eXGxe00YAUZZ-Y,3p_JofLwfwRnlhPhvhOcglHGQIWSi-hZQxgl5sGVj7Yd1UQ,Eobqt-a9PSXsNmM3mTZC8QlU3pk8FM8MkoEaQYArOZ8cLRs,JkomEiM8NU0c8kS7ZJSllutWLQ4ivAIYfU8s3wfIMnFN2Vk,xvLPBWVUDKwaRaGnTE83bVOUGWxuXf1HaPEE8iQWD67fqF3FHnChqtHk7g,Jo6-FnCcGe_VjSNLFZpnTaKB3--sGkjMcV8t1koj77mojQe6mZHLy0Eo_w,200,200,799,768,465,667,1231,801,1066,470,0.544,0.544,0.5224806201550387,0.5339168490153173,0.5451388888888888,0.5165562913907285,0.5798045602605864,0.5162303664921466,0.57356608478803,0.6033519553072626,1000,1000,27893,639362,927205,835797,14870,611572,171132,88671
219,219,3917973811,Win,517,110,245,412,236,887,51,64,111,113,MIDDLE,DUO_CARRY,JUNGLE,DUO_SUPPORT,TOP,TOP,DUO_CARRY,TOP,DUO_SUPPORT,JUNGLE,LiJFjPKoFt-KIPK1nfNjA2BOjeIwbAz_G9fGPqrasQpz_SCTU0SEiounSg,tkTijnrzGhiKeaC5palGIz8gbKTiAqQOnlsoawe3bG2fDRPY,QGw3rVRM_fySpwJrRl9qSJslYmS5svLrilMJA3J3FzX89jU,E7KWnTRa3pAS96yBlTBsB05RELOyoAyA06u4cSPGFQWnfR0,Vik3HgmBfVyz1QB2rw_tXrKJCAp3JhlOkaosHLWZ9Dj3-Srv_ZyBwoZmLA,dyLFybdpvE_5h5OgCD6_OryXtu8gzFUxcNGTb1-lqpwORG4,uE1XFRErqUPenwzp8Uu47jNBHil6AxAw3PTSnuCGX7hk1ao,MGo9-pY-7yQs2dKfvjt7dlWRWzcNBit4O36T43Hm10Ajy2Q,f-n9o6lGWcoIZ-68HBfmAKteoJsK_Qi8J92XnYy2Gh0RYLs,Bl3Fr6xW6DspqH1laKTN7enlNhnV0_YoS9iXYlF6OQSAuXCDqUI398TR9A,200,1047,1043,817,1232,887,794,799,717,1401,0.544,0.5167731629392971,0.572289156626506,0.5159420289855072,0.5402750491159135,0.550314465408805,0.5976331360946746,0.5224806201550387,0.5178268251273345,0.6497175141242938,1000,63576,371588,94824,7199,4861,130096,18231,6966,1000
