,Unnamed: 0,gameId,TeamTwoWin,Team1P1,Team1P2,Team1P3,Team1P4,Team1P5,Team2P1,Team2P2,Team2P3,Team2P4,Team2P5,Team1P1Role,Team1P2Role,Team1P3Role,Team1P4Role,Team1P5Role,Team2P1Role,Team2P2Role,Team2P3Role,Team2P4Role,Team2P5Role,Team1P1SID,Team1P2SID,Team1P3SID,Team1P4SID,Team1P5SID,Team2P1SID,Team2P2SID,Team2P3SID,Team2P4SID,Team2P5SID,T1P1LP,T1P2LP,T1P3LP,T1P4LP,T1P5LP,T2P1LP,T2P2LP,T2P3LP,T2P4LP,T2P5LP,T1P1WR,T1P2WR,T1P3WR,T1P4WR,T1P5WR,T2P1WR,T2P2WR,T2P3WR,T2P4WR,T2P5WR,T1P1CM,T1P2CM,T1P3CM,T1P4CM,T1P5CM,T2P1CM,T2P2CM,T2P3CM,T2P4CM,T2P5CM
0,0,3927003126,Fail,15,106,104,43,42,111,110,245,164,131,DUO_CARRY,TOP,JUNGLE,DUO_SUPPORT,MIDDLE,DUO_SUPPORT,DUO_CARRY,MIDDLE,TOP,JUNGLE,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw,tHcEY_zRz3Kjz_SnR63xTAhq3e_8cjiva-WPj95Sy9goap8,puBsHRaxSyllm0ceqqNOAOUPQFVD-I_k6tBLZDsPYokvORo,3prwv7QLCR1mm8ljz8YoA9ACIbnB3L6MlfEIxmBgQ3ocItlaNUj_PgQuZw,vdCy79oIGe7WshsDTdpn4IpQxA5ZFdeoChrWdKXXtIVAlBk,C3KnDmMI-nID7Yjc1V1qwH2sm1tmoIq0tLGgubaOV1CRHXXG,OjIW8HE5HB8O6Kzf12vt4fAqSLjiFHIbeI3-z0GYEFFEA3Q,7rwpdZDhoaeeUrba49Dh3CRKwVdl3et86JfjEP_W-WT9xQk,bPJo-8pMzIplJnsLnDwQ54wQU5k1EoK-pm5cwcoNdbW7DFzr9KSWDhsPwA,ySgVoywEXhJM_9ggbsavgCmnMBYYKYkS5JHb85upAi9YFBk,1025,774,711,319,432,1576,808,200,350,652,0.5536332179930796,0.5449438202247191,0.5209677419354839,0.6228070175438597,0.5372750642673522,0.5632582322357019,0.5870967741935483,0.544,0.6106870229007634,0.5345104333868379,7936,48816,245157,1106,32078,142762,84034,1000,56672,30410
1,1,3926918940,Fail,62,498,131,98,111,78,89,110,875,164,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,tlsKRVVPJu6TQ-tA5B0aTbUN4Cjb_IQPe58Hzgdrz8yB1tw,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw,3prwv7QLCR1mm8ljz8YoA9ACIbnB3L6MlfEIxmBgQ3ocItlaNUj_PgQuZw,ySCrz8UfeTQLLhnPblUXQv8QbW-fPLpHSLuHzdZgACatDiZtSv0CKszcHA,cnrZ5IFDZ21HGilq3JOvtJz4e4XPL9icVGFMe4GcF6jM9F8,u3CLaXnJS5bZ6UVThfDJXDDQZjg3ynNu63QJL4FhE4fgYVs,C3KnDmMI-nID7Yjc1V1qwH2sm1tmoIq0tLGgubaOV1CRHXXG,vdCy79oIGe7WshsDTdpn4IpQxA5ZFdeoChrWdKXXtIVAlBk,w6eRA6OPiZd_Yozn711en64C6tbR4lSQtUPEHhivxb-3fSo,bPJo-8pMzIplJnsLnDwQ54wQU5k1EoK-pm5cwcoNdbW7DFzr9KSWDhsPwA,1030,1025,319,936,591,627,1576,432,200,350,0.5434782608695652,0.5536332179930796,0.6228070175438597,0.5224787363304981,0.5454545454545454,0.5434782608695652,0.5632582322357019,0.5372750642673522,0.544,0.6106870229007634,1723790,14313,6987,718,34541,1292687,88877,143993,1000,56672
2,2,3926903291,Fail,1,35,875,360,78,350,887,203,81,38,MIDDLE,JUNGLE,DUO_SUPPORT,DUO_CARRY,TOP,DUO_SUPPORT,MIDDLE,JUNGLE,DUO_CARRY,MIDDLE,kwGGU3u0Dm7KdUY9vMqypSQNuJTAnCQ2DjAbcFgzfl-jwR4,I3cxZRVlifwJLfpP5989UoG7EyiEe5DQ2rbqG0WrZSYFY8c,phYADqWVI2Rm3WH7O3QxLZE9xVW69cTcpC6QA2b7vF58W9j-,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw,u3CLaXnJS5bZ6UVThfDJXDDQZjg3ynNu63QJL4FhE4fgYVs,tkTijnrzGhiKeaC5palGIz8gbKTiAqQOnlsoawe3bG2fDRPY,ZJUqpTINkDE6xvmIiqQ5ex8MEuVbH0thw066JqB99AJENlA,D_oa4tTWHTwiy8GSX7Ch7XPwFbz61h34N3NGGwEMJMvW1ng,6FIk2Gg67OkliUmVH-VR36HXiKwR9sm-X4k1oVeNmhO2c7Y,7rwpdZDhoaeeUrba49Dh3CRKwVdl3et86JfjEP_W-WT9xQk,758,649,200,1025,627,1047,708,1159,505,200,0.5369127516778524,0.522911051212938,0.544,0.5536332179930796,0.5434782608695652,0.5167731629392971,0.5346153846153846,0.529891304347826,0.5023668639053255,0.544,127099,1270888,1000,23610,1292687,23105,9596,170804,320541,1000
3,3,3926469286,Fail,141,526,360,27,23,18,3,58,39,113,JUNGLE,DUO_SUPPORT,DUO_CARRY,TOP,MIDDLE,DUO_CARRY,DUO_SUPPORT,JUNGLE,MIDDLE,JUNGLE,7E8W8iC5fzSi7tXVF3Y0-jDmEv-SvX27PtKqfeoC9Tb6s2H9XGPTWPEwWw,K_JHco3iZGVlPlX5EJNApw7KB4TTWSl4gkR_0FU39ijwMVnduQTCTV93lw,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw,7HDf0hog6spkr0OE8EpeW2Uo7EVKS3K27oHAg0aEqs7mvgU,LL2KpBPzEZ4LhFJCT0ntXVTBEGFL8yLrs1rNAXs9weMVI346s_2X7fz4UA,tkTijnrzGhiKeaC5palGIz8gbKTiAqQOnlsoawe3bG2fDRPY,mMnh61KArIIw8yEBuJSHryS3KzcPOs5zhykwwSwM5E_HamQ,tHcEY_zRz3Kjz_SnR63xTAhq3e_8cjiva-WPj95Sy9goap8,w101vIJs5f5ttKaqzH8L4Bc095-9lIkQCfzw22oIyzhiPiQ,Bl3Fr6xW6DspqH1laKTN7enlNhnV0_YoS9iXYlF6OQSAuXCDqUI398TR9A,200,200,1025,1018,1016,1047,200,774,200,1401,0.544,0.544,0.5536332179930796,0.5091225021720244,0.5757575757575758,0.5167731629392971,0.544,0.5449438202247191,0.544,0.6497175141242938,1000,1000,23610,262041,1000,148689,1000,253498,1000,1000
4,4,3926453602,Fail,62,53,18,69,106,79,141,111,13,81,TOP,DUO_SUPPORT,DUO_CARRY,MIDDLE,JUNGLE,TOP,JUNGLE,JUNGLE,MIDDLE,SOLO,tlsKRVVPJu6TQ-tA5B0aTbUN4Cjb_IQPe58Hzgdrz8yB1tw,9-TCVYEN9j_qYxgHAgyFulHXKMrqQsk3oWp_bIN3WFAcG2tIXBwcn3G-dw,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw,U5VpB39K1__KAd1t1_PgwCESlxe3s-VDzK6OhP5Pul1I4YU,foLQTZduSkirpcMS6c8BrQA5DT9enyHa8iVUqJXKz9kwCChD-Ntq8cHT9g,bGQiRA7YtuPH1MKc0j8AsCRJzEiFXiyRqbqTQolmAM3uArygYo_XMow9Fg,7E8W8iC5fzSi7tXVF3Y0-jDmEv-SvX27PtKqfeoC9Tb6s2H9XGPTWPEwWw,_RJncMB0VSlW6ROOpqjbTmM38fcwNTubQ1aTtKa83Qx900oT,WIrE_x5B72N-r2-4pqwa4DZUqc2dWruR5uNobVry3mnuJUgYD4B8qT0crg,Mcq2IL0qrmhl5jSC4RlfZ2dXCuw92Lm8Xd6zlh2rcZefORC6,1030,200,1025,713,200,779,200,200,608,715,0.5434782608695652,0.544,0.5536332179930796,0.5134408602150538,0.544,0.5213675213675214,0.544,0.544,0.5540540540540541,0.5591397849462365,1723790,1000,9813,89782,1000,853,1000,1000,2595,372997
5,5,3926407436,Fail,117,201,145,24,141,3,58,5,81,89,MIDDLE,DUO_SUPPORT,DUO_CARRY,JUNGLE,JUNGLE,MIDDLE,TOP,JUNGLE,DUO_CARRY,DUO_SUPPORT,yU3NdftwBjneMyRfG2ZHChBeNdP8W53WGJxAuiyqEjx6Nhs4omW7IMKuBw,0GAykaja6tvxQoR9z2gE0LwJnN2nqj37sLhyLJof6bLSYPk,x_rIpF0TA1IPe6t5ngcy-bXxJdV293BU4hN8eTXicwD88a8,acdcPcid8Dh6bIvHA32q6tcEXFLaf0UvfZxgcRlGDh45zTw,NTtBXcDGNxlPsnzJ1g6SiNIXyMlNGuXap13-NjpawrOgAA8,H93Ir5LpI_mgfZQuOtPxWL9BSb279pBQU-ZT2bwliBqO2LRYDB3YHKx4tA,tHcEY_zRz3Kjz_SnR63xTAhq3e_8cjiva-WPj95Sy9goap8,Ls_eI2cVn_OMU0tXBJNKIlNbZmqzgeefrGnx6seCrXuJq30,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw,tkTijnrzGhiKeaC5palGIz8gbKTiAqQOnlsoawe3bG2fDRPY,1132,645,960,1192,200,891,774,779,1025,1047,0.5350877192982456,0.509090909090909,0.52,0.530812324929972,0.544,0.562015503875969,0.5449438202247191,0.5440251572327044,0.5536332179930796,0.5167731629392971,3382,99827,574006,513762,1000,7510,253498,55577,25331,30400
6,6,3925066651,Fail,2,84,81,240,26,518,21,12,35,41,JUNGLE,MIDDLE,DUO_CARRY,TOP,DUO_SUPPORT,MIDDLE,DUO_CARRY,DUO_SUPPORT,JUNGLE,JUNGLE,i6b7z6dqVslukNoSTXORU43tdhqUI0SgJbKw_RQ2DbZiHnA,9-TCVYEN9j_qYxgHAgyFulHXKMrqQsk3oWp_bIN3WFAcG2tIXBwcn3G-dw,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw,ONHyRB9_pZj5UH1kKahCTKHFs5So2pup8XyXlkzHX3f_yQo,7FrDnT8j9iNnIuKx8tjCmYC8dd1mWFB24MTAy58FFtmhtg4,2tgeLtYbHvCTnqMCKA6LTLu1MXxG5vi4Ye2zxJoSkUmSADP3,ZFGsI5tsvVGThftY2WgHU4UCh-nhryIO9pN8wZOFIRW0eV0V,cfmSQ-fC0QdmvouOB_XtsaLPrJePn0bTWSFz98RqhrvFCQhhGJhXdb8_0A,lgvV0o3ztbNGi-wObVnSZiIbw0YDhZY-WQ3Z-9FYagZ7Z5U-QRSzroKoEw,JkomEiM8NU0c8kS7ZJSllutWLQ4ivAIYfU8s3wfIMnFN2Vk,670,200,1025,586,708,524,813,660,200,801,0.5360824742268041,0.544,0.5536332179930796,0.5255102040816326,0.5156537753222836,0.5502645502645502,0.5257575757575758,0.5327868852459017,0.544,0.5162303664921466,61970,1000,25331,2296005,5876,132079,139370,40202,1000,3395539
7,7,3925017526,Win,517,62,235,41,203,24,4,523,43,104,MIDDLE,DUO_CARRY,DUO_SUPPORT,TOP,JUNGLE,TOP,MIDDLE,DUO_CARRY,DUO_SUPPORT,JUNGLE,v8hl9XxPO6lKUrk_NsH83j89q4yxK2A8zxMoPYrz08VdfRw,7HDf0hog6spkr0OE8EpeW2Uo7EVKS3K27oHAg0aEqs7mvgU,KhoUQa1onl3lbpuIr4jYBt5yV77hTuV_cbgm-3ILjiVkue0,CR8bCxZqEW2rddeMwyWKT9-Z_YVsCb9IdFOUgsRKhRxV9_sw,fE0bF9E85lC4yVRC483mGsKtC4TUm5Vk8E3wAx5XfZQMEEcp,bPJo-8pMzIplJnsLnDwQ54wQU5k1EoK-pm5cwcoNdbW7DFzr9KSWDhsPwA,H93Ir5LpI_mgfZQuOtPxWL9BSb279pBQU-ZT2bwliBqO2LRYDB3YHKx4tA,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw,9KicclE-2ZLkb37qqBqfKQ-aPgPskqP70uKZz23I-A7qwvE,7E8W8iC5fzSi7tXVF3Y0-jDmEv-SvX27PtKqfeoC9Tb6s2H9XGPTWPEwWw,200,1018,628,1061,879,350,891,1025,943,200,0.544,0.5091225021720244,0.6129032258064516,0.5543175487465181,0.6296296296296297,0.6106870229007634,0.562015503875969,0.5536332179930796,0.5473372781065089,0.544,1000,400701,16848,25533,37355,16987,10087,20555,417412,1000
8,8,3923311045,Fail,58,12,110,112,76,236,145,102,518,875,TOP,DUO_SUPPORT,DUO_CARRY,MIDDLE,JUNGLE,TOP,DUO_CARRY,JUNGLE,TOP,DUO_SUPPORT,gXbiby3jTJu2jcn7mYOH-QsZFTVzfZkqyAYdgv4r-y5_pX0,4s7DdZbcZWd_a6QL-HUhMl1Z9NwMGL_6R3fPjxEjhUd-dvU,8RfUD9cxN-dLQLxL32H5lDDf9tlfcqUOFs8iAxZGYcrp-sM,LL2KpBPzEZ4LhFJCT0ntXVTBEGFL8yLrs1rNAXs9weMVI346s_2X7fz4UA,puBsHRaxSyllm0ceqqNOAOUPQFVD-I_k6tBLZDsPYokvORo,sIBdaZ2-Q_9GPs4IuExzHm34992rNlohfSDntTVaNNjGlHA,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw,8bMb4a763f-vpQ81jKoZ8pfmcUrK0C6L7_HCeC8yMK_OmjU,ZJUqpTINkDE6xvmIiqQ5ex8MEuVbH0thw066JqB99AJENlA,y3jSt96px_zD9WecLjoaPFrPrwFobPQLT2IZlTmNwudalwE,868,1018,1331,1016,711,534,1025,633,708,1607,0.5248508946322068,0.5170842824601367,0.5633270321361059,0.5757575757575758,0.5209677419354839,0.5655172413793104,0.5536332179930796,0.5137816979051819,0.5346153846153846,0.5739910313901345,185212,531948,33945,1000,80878,14224,16268,73140,44750,25970
9,9,3923283060,Fail,429,43,62,82,25,517,887,39,117,81,DUO_CARRY,DUO_SUPPORT,MIDDLE,TOP,JUNGLE,MIDDLE,JUNGLE,MIDDLE,DUO_SUPPORT,DUO_CARRY,9BAxwVRgup1xemJCVeZoCMFRL5Kosavkm1G8Kqlu2oZk1aU,0GAykaja6tvxQoR9z2gE0LwJnN2nqj37sLhyLJof6bLSYPk,tlsKRVVPJu6TQ-tA5B0aTbUN4Cjb_IQPe58Hzgdrz8yB1tw,gXbiby3jTJu2jcn7mYOH-QsZFTVzfZkqyAYdgv4r-y5_pX0,FkZILvIHuKcS0PLf2A-wJ8-EaPJDlLrcp6ItlDPnydh8sZg,DMCdFmRHbRK-PSupQjO7BJWh94U0pN4EGV0WNeoUxkXugz8,glefbPo-mucB18w4u9H_oVkXSHVYlMk4Qx_pxz1QGSh0QEY,8RfUD9cxN-dLQLxL32H5lDDf9tlfcqUOFs8iAxZGYcrp-sM,xagLXWFLLcLUmfixZ8T1xXrxJK4-HFPdxiRdyFXViySgV7s,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw,200,645,1030,868,200,699,200,1331,422,1025,0.544,0.509090909090909,0.5434782608695652,0.5248508946322068,0.544,0.5122349102773246,0.544,0.5633270321361059,0.5665399239543726,0.5536332179930796,1000,281232,1723790,25160,1000,40741,1000,27977,112260,25331
10,10,3922653845,Fail,64,30,432,41,119,22,143,516,56,13,MIDDLE,JUNGLE,DUO_SUPPORT,TOP,DUO_CARRY,DUO_CARRY,DUO_SUPPORT,TOP,JUNGLE,MIDDLE,VdDWqeU2l5YF81bBhLzMeNh7zzgwOnaK8bDZuNiu3iDLUnI,knPNSKDnoh_zsR2jaFfPkXKmu21cZEzFgD8DYaUGVnjilHoOfx7ugkEEBA,7FrDnT8j9iNnIuKx8tjCmYC8dd1mWFB24MTAy58FFtmhtg4,4HUzQBxwPR9q6bkxvwD45dhZBDO244HgT8n4ewiBdm1JSxJA_5z-9tYQmg,o5RhEAs-m2N1TZOBt1RUkEeTZpsuXNFo1nT7075iccj6P2I,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw,oCK2sCothODw-YavRYK6iGfZrMreEz-PONtNubiPUHQClsk,JqZojivEgZRIjMM94GeIzuBQGqyop-mV6ByEDrv1rTujrwc,JAufjpGXqYYnZDbWnMG-aKBW151Hqeo8-BtFXbdwu-9bkMM,phYADqWVI2Rm3WH7O3QxLZE9xVW69cTcpC6QA2b7vF58W9j-,492,200,708,200,535,1025,200,636,200,200,0.5730337078651685,0.544,0.5156537753222836,0.544,0.6108108108108108,0.5536332179930796,0.544,0.5348837209302325,0.544,0.544,68789,1000,37429,1000,174949,4911,1000,5552,1000,1000
11,11,3922556149,Win,18,202,245,412,62,56,81,54,1,43,MIDDLE,DUO_CARRY,JUNGLE,DUO_SUPPORT,TOP,JUNGLE,TOP,TOP,MIDDLE,SOLO,r22_6v0G3vMBCDNwS-KusCqPgEmq4tITr0UMQlu7tUGG3NQ,B3d37wFnW3LkzxNs7QV5xkmQ4S5CnOSH9QW7HXkPbeZOx9M,glefbPo-mucB18w4u9H_oVkXSHVYlMk4Qx_pxz1QGSh0QEY,cfmSQ-fC0QdmvouOB_XtsaLPrJePn0bTWSFz98RqhrvFCQhhGJhXdb8_0A,7HDf0hog6spkr0OE8EpeW2Uo7EVKS3K27oHAg0aEqs7mvgU,spLvBi7TQtsdlv3VRM0PK08ZW6H-k-NlHMyGt8hBrC8HWTw,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw,9WHgT6pTWxzMJm_twHT3WEkinmGCZpmhybz2qW2DiIZtDMczGIsAbM1tMw,bhGAsIu2uo-jyM26HGdAOHyhmqJdY0Yu-vzMHPiBuha5_3Bu,dyLFybdpvE_5h5OgCD6_OryXtu8gzFUxcNGTb1-lqpwORG4,844,200,200,660,1018,700,1025,200,761,887,0.5712,0.544,0.544,0.5327868852459017,0.5091225021720244,0.5282555282555282,0.5536332179930796,0.544,0.6940298507462687,0.550314465408805,126174,1000,1000,49747,400701,15817,25331,1000,84581,14528
12,12,3921707729,Win,238,145,78,104,50,31,96,76,16,18,TOP,DUO_CARRY,TOP,JUNGLE,DUO_SUPPORT,TOP,DUO_CARRY,JUNGLE,DUO_SUPPORT,MIDDLE,y45pNwAmsCToAXyoSjVZFA0-2c1M0oczj7OimzjmjBcCdtJBkJKN24diKA,uV0R8s6m8vqkojYCMxfQqtQUufvs9oZfFDaj9FMMqcoKgdg,u3CLaXnJS5bZ6UVThfDJXDDQZjg3ynNu63QJL4FhE4fgYVs,wxB5OYeqviOv6z-BaK-k2TXf22gmhbuL5WAJXMHXEx929Ak,ubv7SRo2Lcu8gIRtIviTBAHsnGy7EEkju9r6wtR7WlHLviJGZwxmSqW0PA,9WHgT6pTWxzMJm_twHT3WEkinmGCZpmhybz2qW2DiIZtDMczGIsAbM1tMw,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw,5IBZ4sz5O4HbrS4QoPSdlu0mTmWQHHa3rD3CcCTIlVuOMJ4,jLLR8LmTSTkujpZX9CRQPIBZY_qRoZyp_gtbpkywotXDNxbl,r22_6v0G3vMBCDNwS-KusCqPgEmq4tITr0UMQlu7tUGG3NQ,200,649,627,200,1139,200,1025,200,747,844,0.544,0.5412026726057907,0.5434782608695652,0.544,0.5748299319727891,0.544,0.5536332179930796,0.544,0.5947712418300654,0.5712,1000,293876,1292687,1000,196609,1000,853,1000,1499,126174
13,13,3921678566,Win,96,41,147,234,154,236,106,22,117,1,DUO_CARRY,TOP,DUO_SUPPORT,MIDDLE,JUNGLE,MIDDLE,JUNGLE,DUO_CARRY,DUO_SUPPORT,MIDDLE,PC4WKDRLuqqcEvgrSNHsgYEI6KrhrG-CR0V6KemuM7SGzKIbL_XSuNeOFg,JkomEiM8NU0c8kS7ZJSllutWLQ4ivAIYfU8s3wfIMnFN2Vk,1IPcDc7Fg-5DBFhHFsKRgeQEJ7M_K1LsCz1WUSCouXN-CCQ57KXunQr4Yg,U5VpB39K1__KAd1t1_PgwCESlxe3s-VDzK6OhP5Pul1I4YU,p7efe_q6_joFhRI6qeNO6hT-JWSvw6lRxnbSmWh_4XV0M_r2BN_Du8CqTg,WIrE_x5B72N-r2-4pqwa4DZUqc2dWruR5uNobVry3mnuJUgYD4B8qT0crg,7h_bck6Tm5Y65kmgxAwnFagsNquwMgy9k_DXwSc1EiuOKeVNtzyyWCw7Yg,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw,TzZVECncJS4jMEZZgif9PBP81-8RP_ADx2Z4_VJ5b2Sz5Yk,bhGAsIu2uo-jyM26HGdAOHyhmqJdY0Yu-vzMHPiBuha5_3Bu,200,801,952,713,305,608,200,1025,1151,761,0.544,0.5162303664921466,0.5753424657534246,0.5134408602150538,0.6029411764705882,0.5540540540540541,0.544,0.5536332179930796,0.5370741482965932,0.6940298507462687,1000,3395539,7026,13826,67108,6034,1000,4911,69526,84581
14,14,3921594634,Win,18,25,412,875,887,81,89,85,64,58,DUO_CARRY,JUNGLE,DUO_SUPPORT,TOP,MIDDLE,DUO_CARRY,DUO_SUPPORT,TOP,JUNGLE,TOP,dnhivI56itA4a_q7qaphdELXNlQZo7LHvfltwoBhhPvAJYY,r22_6v0G3vMBCDNwS-KusCqPgEmq4tITr0UMQlu7tUGG3NQ,qml0Oe0wNgS8bTT20FIH_V7sQHlMdcFawPNsqomTYJoQuMU,vdCy79oIGe7WshsDTdpn4IpQxA5ZFdeoChrWdKXXtIVAlBk,zkY5DynreZbc8lUquM-YPbFdiyp0Gvs66T5D6wvs8MDPqrM,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw,tkTijnrzGhiKeaC5palGIz8gbKTiAqQOnlsoawe3bG2fDRPY,eT2uNJDq133eif4unABwUOd_TfV1Mdgn9xksWwDpG-P6_q4,LqcpaeOFPS4kObKhGMmezwu5ahQPPpc6R_rjXa1W7UjPY-Y,G3YLQuPmpEmNXXiooZbc8iCnVWpA7OQ1msbDmAuCz31kZubi,718,844,634,432,200,1025,1047,713,906,423,0.5435435435435435,0.5712,0.5504201680672269,0.5372750642673522,0.544,0.5536332179930796,0.5167731629392971,0.541958041958042,0.5906735751295337,0.584,197795,118,148833,2890,1000,25331,30400,53996,17389,113
15,15,3920495844,Win,112,111,126,18,68,64,89,236,131,145,MIDDLE,MIDDLE,TOP,SOLO,JUNGLE,TOP,DUO_SUPPORT,MIDDLE,JUNGLE,DUO_CARRY,gycSECL1ghXVmjNbyInQlWl6RJyRwssHayRUqouN9A-S4Q9M,_RJncMB0VSlW6ROOpqjbTmM38fcwNTubQ1aTtKa83Qx900oT,ySCrz8UfeTQLLhnPblUXQv8QbW-fPLpHSLuHzdZgACatDiZtSv0CKszcHA,osha311xkdMeemUk6Ceiadxabbm2ADKEdhEaXJMSHeR5YBM,1m2jSu8K-ALIGFAWGnlrRzg86kGSpmWhgCmwsw_5dEb4Is8,di8YrERi_JB29GCEXbn2GLNlOPCeRNzAqux51AeNWS6LL2VylCaZKgUUNw,1IPcDc7Fg-5DBFhHFsKRgeQEJ7M_K1LsCz1WUSCouXN-CCQ57KXunQr4Yg,U5VpB39K1__KAd1t1_PgwCESlxe3s-VDzK6OhP5Pul1I4YU,PZoTStPhBCZxgNYgLWNfNt7_LovTUD3nbrb6b8Je92VL26FICM1wxHz_OQ,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw,831,200,936,1623,451,1053,952,713,812,1025,0.583011583011583,0.544,0.5224787363304981,0.5904255319148937,0.5171339563862928,0.5380875202593193,0.5753424657534246,0.5134408602150538,0.60625,0.5536332179930796,34407,1000,29974,135551,36047,14265,5702,100610,5788,16268
16,16,3920369380,Fail,164,117,235,875,203,75,64,517,110,43,TOP,MIDDLE,DUO_SUPPORT,DUO_CARRY,JUNGLE,TOP,JUNGLE,MIDDLE,DUO_CARRY,DUO_SUPPORT,ySCrz8UfeTQLLhnPblUXQv8QbW-fPLpHSLuHzdZgACatDiZtSv0CKszcHA,bWNY0no0GD0MRJZdzrMe26dZabcau1iPHOqiQOxQxkCqxYJ2Tg3YbHFYVQ,ft6xHf_s_12OarY8Ai4iGtgL2_CBb2fqXSicUW5746bdhEdVX-epG5JH8w,QrZfFEzJJK1zqTL-8A_mH1YhGEjJY_zyW4V2fOXmKjLuRBE,Kx7l6hqndnP1sSOCurvyBLyyiGvLn8lP6DIqig9olEW7wNU,IRoqOEpQmCelzSaW50-zAl7AXTOZOv0dH2wNrkQMLUsuwz8,osha311xkdMeemUk6Ceiadxabbm2ADKEdhEaXJMSHeR5YBM,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw,tkTijnrzGhiKeaC5palGIz8gbKTiAqQOnlsoawe3bG2fDRPY,1IPcDc7Fg-5DBFhHFsKRgeQEJ7M_K1LsCz1WUSCouXN-CCQ57KXunQr4Yg,936,1004,394,1030,1049,758,1623,1025,1047,952,0.5224787363304981,0.5560165975103735,0.68,0.6222222222222222,0.5336322869955157,0.5287162162162162,0.5904255319148937,0.5536332179930796,0.5167731629392971,0.5753424657534246,64894,5044,8192,15739,181900,164636,102405,2169,63576,18227
17,17,3920373810,Fail,111,67,875,145,131,76,51,150,64,89,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,tkTijnrzGhiKeaC5palGIz8gbKTiAqQOnlsoawe3bG2fDRPY,zLDk1cBBJxerrm4Ly-u2shVuipQs5pr-NLgoZSi5LpITKGgiCh8ST10j1A,H93Ir5LpI_mgfZQuOtPxWL9BSb279pBQU-ZT2bwliBqO2LRYDB3YHKx4tA,ppk_I7Z1HLy57h58X6rwYGacsVOyz51hd6_AHBjNkKrW9j5q4ijo9QZLpw,9t9Yh6LK7hz_ch-YhBI8sWIVGWP0lqLp0mHdQRQ6qIZ0eMk,Kx7l6hqndnP1sSOCurvyBLyyiGvLn8lP6DIqig9olEW7wNU,3TDI-wA0pgV9rmUXIcB392z9GaLkE2LbvniuhcPDyMUdyiGrJBhlZ1gc0A,eT2uNJDq133eif4unABwUOd_TfV1Mdgn9xksWwDpG-P6_q4,WIrE_x5B72N-r2-4pqwa4DZUqc2dWruR5uNobVry3mnuJUgYD4B8qT0crg,ft6xHf_s_12OarY8Ai4iGtgL2_CBb2fqXSicUW5746bdhEdVX-epG5JH8w,1047,1023,891,1025,480,1049,417,713,608,394,0.5167731629392971,0.5974842767295597,0.562015503875969,0.5536332179930796,0.5277777777777778,0.5336322869955157,0.6756756756756757,0.541958041958042,0.5540540540540541,0.68,52675,5363,1000,16268,14272,103400,9060,73725,2835,1658
