champ_name,counter_name,championId,counterId,champ_kda,counter_kda,champ_lane kill rate,counter_lane kill rate,champ_kill participation,counter_kill participation,champ_dmgtochamp,counter_dmgtochamp,champ_first tower kill,counter_first tower kill,champ_win ratio,counter_win ratio,champ_position win rate,counter_position win rate,champ_position pick rate,counter_position pick rate,champ_ban rate,counter_ban rate
Viktor,Irelia,112,39,2.34,1.77,0.3268,0.6732,0.443,0.414,21506,17306,0 days 00:17:23,0 days 00:18:34,0.5494,0.4506,0.5027,0.454,0.0552,0.0348,0.0086,0.1462
Cassiopeia,Yasuo,69,157,2.15,1.8,0.4431,0.5569,0.42,0.4,17879,16024,0 days 00:16:49,0 days 00:17:57,0.5089,0.4911,0.5078,0.4945,0.0134,0.0824,0.0039,0.1139
Syndra,Irelia,134,39,2.07,1.87,0.3245,0.6755,0.428,0.417,19150,18042,0 days 00:17:05,0 days 00:18:41,0.4731,0.5269,0.4653,0.454,0.0152,0.0348,0.0024,0.1462
Tristana,Kassadin,18,38,2.22,2.31,0.6396,0.3604,0.428,0.416,16491,13662,0 days 00:17:43,0 days 00:14:03,0.5067,0.4933,0.5027,0.5068,0.0094,0.0247,0.0498,0.0122
Talon,Cho'Gath,91,31,2.07,2.48,0.3762,0.6238,0.458,0.425,19365,17882,0 days 00:17:23,0 days 00:18:14,0.4761,0.5239,0.5156,0.5178,0.0862,0.0058,0.183,0.001
Neeko,Pyke,518,555,2.28,2.88,0.5895,0.4105,0.417,0.522,17645,14636,0 days 00:19:18,0 days 00:15:12,0.4714,0.5286,0.5324,0.5346,0.0084,0.0052,0.0021,0.04
Orianna,Renekton,61,58,2.51,2.14,0.3939,0.6061,0.455,0.402,17225,13767,0 days 00:16:18,0 days 00:18:08,0.4716,0.5284,0.4652,0.4974,0.0305,0.0196,0.003,0.1333
Rumble,Kled,68,240,2.12,2.91,0.4118,0.5882,0.475,0.508,20767,18161,0 days 00:16:59,0 days 00:18:33,0.4308,0.5692,0.5117,0.5388,0.0228,0.009,0.2814,0.0122
Sion,Yasuo,14,157,2.69,1.62,0.5454,0.4546,0.426,0.393,15437,17896,0 days 00:16:55,0 days 00:17:26,0.5742,0.4258,0.5283,0.4945,0.0054,0.0824,0.0051,0.1139
LeBlanc,Lissandra,7,127,2.64,2.2,0.5675,0.4325,0.451,0.445,16802,17498,0 days 00:17:37,0 days 00:18:44,0.4863,0.5137,0.4971,0.5103,0.0821,0.0158,0.1215,0.0024
Garen,Xerath,86,101,2.34,2.94,0.5355,0.4645,0.365,0.455,14123,20988,0 days 00:17:20,0 days 00:17:06,0.4873,0.5127,0.5101,0.5026,0.0099,0.0391,0.0168,0.0496
Zoe,Xerath,142,101,2.27,3.09,0.5452,0.4548,0.421,0.469,17787,22568,0 days 00:18:26,0 days 00:18:35,0.4525,0.5475,0.5021,0.5026,0.042,0.0391,0.0294,0.0496
Sion,Zoe,14,142,2.07,2.56,0.2904,0.7096,0.4,0.431,13771,18796,0 days 00:17:29,0 days 00:17:08,0.5435,0.4565,0.5283,0.5021,0.0054,0.042,0.0051,0.0294
Nocturne,Mordekaiser,56,82,2.17,2.11,0.4533,0.5467,0.473,0.378,17146,18155,0 days 00:17:50,0 days 00:16:25,0.4835,0.5165,0.5215,0.5106,0.015,0.0051,0.0231,0.0158
Xerath,Vladimir,101,8,3.09,2.21,0.4704,0.5296,0.471,0.401,25558,19635,0 days 00:18:55,0 days 00:18:06,0.51,0.49,0.5026,0.4893,0.0391,0.0362,0.0496,0.0247
Ekko,Galio,245,3,2.53,3.01,0.4968,0.5032,0.448,0.475,15846,15498,0 days 00:18:24,0 days 00:17:28,0.4752,0.5248,0.513,0.5129,0.0287,0.0479,0.0129,0.0386
Ryze,Zac,13,154,1.78,3.58,0.3117,0.6883,0.386,0.441,19205,14169,0 days 00:18:12,0 days 00:17:39,0.4111,0.5889,0.4512,0.0,0.0154,0.0,0.0025,0.0074
Lucian,Riven,236,92,1.85,2.02,0.5094,0.4906,0.416,0.375,17459,13537,0 days 00:17:17,0 days 00:15:56,0.4942,0.5058,0.4617,0.5219,0.0463,0.0064,0.0429,0.0043
Katarina,Yone,55,777,2.34,1.96,0.5177,0.4823,0.486,0.418,19758,18602,0 days 00:16:45,0 days 00:17:39,0.5075,0.4925,0.5115,0.4847,0.096,0.0629,0.1899,0.0515
Veigar,Annie,45,1,2.02,2.62,0.4648,0.5352,0.435,0.472,17831,20266,0 days 00:19:16,0 days 00:18:57,0.4911,0.5089,0.4841,0.5412,0.006,0.0109,0.0007,0.0012
Lissandra,Katarina,127,55,2.47,2.22,0.4586,0.5414,0.464,0.488,16808,18932,0 days 00:17:56,0 days 00:17:07,0.5169,0.4831,0.5103,0.5115,0.0158,0.096,0.0024,0.1899
Anivia,Ryze,34,13,3.12,1.78,0.6931,0.3069,0.453,0.382,18633,16992,0 days 00:18:02,0 days 00:17:29,0.556,0.444,0.5166,0.4512,0.0338,0.0154,0.0456,0.0025
Veigar,Yone,45,777,2.32,2.01,0.4021,0.5979,0.432,0.408,17636,18990,0 days 00:17:27,0 days 00:18:17,0.504,0.496,0.4841,0.4847,0.006,0.0629,0.0007,0.0515
Ahri,Lucian,103,236,2.62,1.85,0.4345,0.5655,0.416,0.416,15583,18225,0 days 00:16:42,0 days 00:18:11,0.5412,0.4588,0.5163,0.4617,0.0383,0.0463,0.004,0.0429
Qiyana,Azir,246,268,2.25,1.77,0.5881,0.4119,0.444,0.388,17916,16909,0 days 00:17:36,0 days 00:18:35,0.505,0.495,0.5096,0.4874,0.0724,0.0092,0.1252,0.0006
Yasuo,Azir,157,268,1.76,2.35,0.5013,0.4987,0.382,0.427,15310,17794,0 days 00:18:18,0 days 00:17:12,0.5159,0.4841,0.4945,0.4874,0.0824,0.0092,0.1139,0.0006
Twisted Fate,Anivia,4,34,2.16,2.89,0.2537,0.7463,0.432,0.465,14006,17898,0 days 00:16:48,0 days 00:18:08,0.4769,0.5231,0.4916,0.5166,0.0676,0.0338,0.0139,0.0456
Lux,Riven,99,92,2.8,2.09,0.4384,0.5616,0.476,0.386,19078,14845,0 days 00:18:49,0 days 00:17:41,0.4892,0.5108,0.4811,0.5219,0.0125,0.0064,0.0037,0.0043
Pyke,Lux,555,99,2.82,2.21,0.6172,0.3828,0.516,0.483,15466,19281,0 days 00:17:10,0 days 00:19:44,0.5924,0.4076,0.5346,0.4811,0.0052,0.0125,0.04,0.0037
LeBlanc,Jayce,7,126,2.98,1.91,0.5444,0.4556,0.457,0.437,16994,20451,0 days 00:16:57,0 days 00:18:33,0.4906,0.5094,0.4971,0.5113,0.0821,0.0174,0.1215,0.0497
Nocturne,Galio,56,3,2.44,2.57,0.6828,0.3172,0.48,0.472,16371,13750,0 days 00:18:36,0 days 00:16:40,0.5546,0.4454,0.5215,0.5129,0.015,0.0479,0.0231,0.0386
Vladimir,Renekton,8,58,2.29,2.11,0.4256,0.5744,0.421,0.397,21973,15835,0 days 00:16:31,0 days 00:18:23,0.5049,0.4951,0.4893,0.4974,0.0362,0.0196,0.0247,0.1333
Lissandra,Talon,127,91,2.51,2.13,0.4759,0.5241,0.443,0.452,17673,18504,0 days 00:18:21,0 days 00:17:45,0.5073,0.4927,0.5103,0.5156,0.0158,0.0862,0.0024,0.183
Pantheon,Akali,80,84,2.38,2.15,0.522,0.478,0.476,0.439,20275,18786,0 days 00:19:03,0 days 00:18:10,0.5353,0.4647,0.517,0.4776,0.0428,0.0869,0.1064,0.2186
Camille,Renekton,164,58,1.96,2.15,0.5,0.5,0.435,0.399,17785,15255,0 days 00:16:25,0 days 00:17:57,0.4138,0.5862,0.5008,0.4974,0.0055,0.0196,0.0107,0.1333
Talon,Syndra,91,134,2.12,2.14,0.4931,0.5069,0.44,0.409,17864,18935,0 days 00:18:02,0 days 00:18:47,0.5205,0.4795,0.5156,0.4653,0.0862,0.0152,0.183,0.0024
Galio,Renekton,3,58,2.74,2.23,0.2966,0.7034,0.479,0.438,15017,15220,0 days 00:16:09,0 days 00:18:40,0.5161,0.4839,0.5129,0.4974,0.0479,0.0196,0.0386,0.1333
Lissandra,Aurelion Sol,127,136,2.3,3.28,0.4318,0.5682,0.47,0.486,18181,17567,0 days 00:18:12,0 days 00:17:15,0.3462,0.6538,0.5103,0.5528,0.0158,0.0067,0.0024,0.0006
Malphite,Lucian,54,236,2.74,1.62,0.5315,0.4685,0.436,0.402,15408,16692,0 days 00:16:31,0 days 00:18:21,0.5704,0.4296,0.5346,0.4617,0.0129,0.0463,0.1194,0.0429
Zoe,Yone,142,777,2.35,2.03,0.5066,0.4934,0.432,0.397,17909,17499,0 days 00:17:24,0 days 00:17:55,0.4578,0.5422,0.5021,0.4847,0.042,0.0629,0.0294,0.0515
Viktor,Gwen,112,887,2.41,1.99,0.4771,0.5229,0.424,0.366,21272,14828,0 days 00:18:28,0 days 00:17:00,0.5027,0.4973,0.5027,0.4874,0.0552,0.0118,0.0086,0.2419
Viktor,Pyke,112,555,1.88,2.95,0.3593,0.6407,0.42,0.516,20829,14307,0 days 00:19:23,0 days 00:16:45,0.4982,0.5018,0.5027,0.5346,0.0552,0.0052,0.0086,0.04
Corki,Anivia,42,34,2.39,2.72,0.3121,0.6879,0.465,0.43,24012,17250,0 days 00:17:35,0 days 00:18:11,0.521,0.479,0.5069,0.5166,0.0093,0.0338,0.0003,0.0456
Cho'Gath,Syndra,31,134,2.62,1.85,0.6019,0.3981,0.434,0.407,17235,18858,0 days 00:18:07,0 days 00:16:48,0.5385,0.4615,0.5178,0.4653,0.0058,0.0152,0.001,0.0024
Ahri,Malzahar,103,90,2.72,2.29,0.6107,0.3893,0.431,0.403,15864,18122,0 days 00:17:35,0 days 00:18:41,0.4808,0.5192,0.5163,0.5242,0.0383,0.0138,0.004,0.0045
Jayce,Viktor,126,112,2.19,2.46,0.5763,0.4237,0.429,0.418,19435,20651,0 days 00:18:12,0 days 00:17:32,0.4796,0.5204,0.5113,0.5027,0.0174,0.0552,0.0497,0.0086
Anivia,Katarina,34,55,2.49,2.24,0.5313,0.4687,0.455,0.485,17640,20465,0 days 00:18:29,0 days 00:16:59,0.5072,0.4928,0.5166,0.5115,0.0338,0.096,0.0456,0.1899
Gwen,Viego,887,234,2.02,2.07,0.5264,0.4736,0.403,0.455,17980,18903,0 days 00:16:54,0 days 00:17:05,0.5129,0.4871,0.4874,0.5035,0.0118,0.053,0.2419,0.1378
Nunu & Willump,Gwen,20,887,2.18,2.26,0.3448,0.6552,0.526,0.413,16817,20292,0 days 00:16:27,0 days 00:19:08,0.4308,0.5692,0.4601,0.4874,0.0062,0.0118,0.0112,0.2419
Annie,Zac,1,154,2.35,3.14,0.2933,0.7067,0.44,0.439,18849,14296,0 days 00:17:07,0 days 00:18:02,0.4918,0.5082,0.5412,0.0,0.0109,0.0,0.0012,0.0074
LeBlanc,Corki,7,42,3.09,2.02,0.709,0.291,0.448,0.436,16946,21620,0 days 00:17:50,0 days 00:18:33,0.4557,0.5443,0.4971,0.5069,0.0821,0.0093,0.1215,0.0003
Sett,Cassiopeia,875,69,2.21,1.93,0.6099,0.3901,0.44,0.442,17946,22240,0 days 00:18:01,0 days 00:17:23,0.5146,0.4854,0.5113,0.5078,0.0199,0.0134,0.1052,0.0039
Syndra,Tristana,134,18,2.19,1.93,0.4669,0.5331,0.389,0.415,14962,13975,0 days 00:16:00,0 days 00:16:59,0.5056,0.4944,0.4653,0.5027,0.0152,0.0094,0.0024,0.0498
Yasuo,Viego,157,234,1.71,2.31,0.3944,0.6056,0.405,0.451,16427,18072,0 days 00:16:48,0 days 00:16:55,0.4624,0.5376,0.4945,0.5035,0.0824,0.053,0.1139,0.1378
Lissandra,Syndra,127,134,2.26,2.35,0.3798,0.6202,0.43,0.425,15237,19525,0 days 00:17:44,0 days 00:18:00,0.5104,0.4896,0.5103,0.4653,0.0158,0.0152,0.0024,0.0024
Syndra,Yone,134,777,2.13,1.95,0.5068,0.4932,0.416,0.398,18788,17381,0 days 00:17:43,0 days 00:17:47,0.4649,0.5351,0.4653,0.4847,0.0152,0.0629,0.0024,0.0515
Ahri,Cassiopeia,103,69,2.92,1.89,0.5291,0.4709,0.436,0.411,17889,19765,0 days 00:18:48,0 days 00:18:02,0.5169,0.4831,0.5163,0.5078,0.0383,0.0134,0.004,0.0039
Renekton,Sylas,58,517,2.04,2.14,0.5471,0.4529,0.438,0.468,17851,20089,0 days 00:18:40,0 days 00:16:12,0.4851,0.5149,0.4974,0.4944,0.0196,0.1351,0.1333,0.242
Anivia,LeBlanc,34,7,2.3,2.74,0.5225,0.4775,0.423,0.455,17308,17449,0 days 00:18:47,0 days 00:17:18,0.5289,0.4711,0.5166,0.4971,0.0338,0.0821,0.0456,0.1215
Qiyana,Garen,246,86,1.98,2.4,0.4208,0.5792,0.448,0.404,17120,15573,0 days 00:15:48,0 days 00:17:55,0.4463,0.5537,0.5096,0.5101,0.0724,0.0099,0.1252,0.0168
Sett,Cho'Gath,875,31,2.38,2.26,0.5954,0.4046,0.483,0.441,21804,18274,0 days 00:17:23,0 days 00:17:28,0.5659,0.4341,0.5113,0.5178,0.0199,0.0058,0.1052,0.001
Viego,Neeko,234,518,1.81,2.61,0.3463,0.6537,0.405,0.443,15169,18445,0 days 00:16:35,0 days 00:18:10,0.462,0.538,0.5035,0.5324,0.053,0.0084,0.1378,0.0021
Yone,Ryze,777,13,2.31,1.91,0.62,0.38,0.413,0.394,18671,17679,0 days 00:17:25,0 days 00:17:24,0.5498,0.4502,0.4847,0.4512,0.0629,0.0154,0.0515,0.0025
Pyke,Ryze,555,13,2.96,1.95,0.5514,0.4486,0.498,0.43,14514,20001,0 days 00:15:31,0 days 00:20:04,0.6168,0.3832,0.5346,0.4512,0.0052,0.0154,0.04,0.0025
Kled,Orianna,240,61,2.68,2.35,0.6689,0.3311,0.458,0.439,14310,16913,0 days 00:17:32,0 days 00:16:56,0.5948,0.4052,0.5388,0.4652,0.009,0.0305,0.0122,0.003
Zoe,Talon,142,91,2.37,2.15,0.5119,0.4881,0.433,0.442,18343,17827,0 days 00:18:28,0 days 00:17:52,0.4693,0.5307,0.5021,0.5156,0.042,0.0862,0.0294,0.183
Qiyana,Rumble,246,68,1.97,2.36,0.4441,0.5559,0.445,0.468,17514,19854,0 days 00:17:15,0 days 00:18:40,0.467,0.533,0.5096,0.5117,0.0724,0.0228,0.1252,0.2814
Rumble,Lux,68,99,2.4,2.81,0.5123,0.4877,0.46,0.472,18626,19605,0 days 00:18:18,0 days 00:18:21,0.5157,0.4843,0.5117,0.4811,0.0228,0.0125,0.2814,0.0037
Fizz,Cho'Gath,105,31,2.44,2.12,0.5669,0.4331,0.427,0.427,17302,17341,0 days 00:16:58,0 days 00:17:50,0.5111,0.4889,0.4952,0.5178,0.0313,0.0058,0.0728,0.001
Corki,Zoe,42,142,2.18,2.8,0.2992,0.7008,0.437,0.463,21101,19340,0 days 00:17:34,0 days 00:18:13,0.5402,0.4598,0.5069,0.5021,0.0093,0.042,0.0003,0.0294
Diana,Nocturne,131,56,2.11,2.25,0.4027,0.5973,0.461,0.47,18969,16194,0 days 00:16:46,0 days 00:17:12,0.4972,0.5028,0.4857,0.5215,0.0194,0.015,0.0887,0.0231
Kassadin,Cho'Gath,38,31,2.43,2.33,0.3937,0.6063,0.437,0.431,18465,15987,0 days 00:16:55,0 days 00:17:54,0.51,0.49,0.5068,0.5178,0.0247,0.0058,0.0122,0.001
Sion,Vladimir,14,8,2.46,2.22,0.4712,0.5288,0.407,0.406,15628,21815,0 days 00:17:33,0 days 00:17:27,0.5175,0.4825,0.5283,0.4893,0.0054,0.0362,0.0051,0.0247
Rumble,Sylas,68,517,2.25,2.21,0.4959,0.5041,0.49,0.481,22590,19831,0 days 00:18:38,0 days 00:17:53,0.4976,0.5024,0.5117,0.4944,0.0228,0.1351,0.2814,0.242
Irelia,Diana,39,131,1.84,2.22,0.6276,0.3724,0.443,0.457,19099,19878,0 days 00:17:24,0 days 00:17:08,0.4409,0.5591,0.454,0.4857,0.0348,0.0194,0.1462,0.0887
Lux,Zac,99,154,2.49,2.79,0.448,0.552,0.444,0.443,20673,14495,0 days 00:19:00,0 days 00:17:03,0.4667,0.5333,0.4811,0.0,0.0125,0.0,0.0037,0.0074
Sion,Irelia,14,39,2.62,1.62,0.3758,0.6242,0.423,0.417,15872,17755,0 days 00:17:21,0 days 00:17:16,0.5606,0.4394,0.5283,0.454,0.0054,0.0348,0.0051,0.1462
Lissandra,Annie,127,1,1.98,2.82,0.353,0.647,0.465,0.491,15397,19415,0 days 00:18:09,0 days 00:17:25,0.3438,0.6563,0.5103,0.5412,0.0158,0.0109,0.0024,0.0012
Orianna,Sett,61,875,2.7,1.97,0.396,0.604,0.484,0.414,20531,16639,0 days 00:17:30,0 days 00:18:19,0.4813,0.5187,0.4652,0.5113,0.0305,0.0199,0.003,0.1052
Viktor,Lux,112,99,2.18,3.12,0.4251,0.5749,0.395,0.466,19799,18464,0 days 00:18:37,0 days 00:18:25,0.5241,0.4759,0.5027,0.4811,0.0552,0.0125,0.0086,0.0037
LeBlanc,Yasuo,7,157,3.14,1.55,0.5869,0.4131,0.457,0.378,16298,15940,0 days 00:16:45,0 days 00:18:24,0.4893,0.5107,0.4971,0.4945,0.0821,0.0824,0.1215,0.1139
Kassadin,Viktor,38,112,2.73,2.1,0.6693,0.3307,0.43,0.386,17603,19897,0 days 00:17:36,0 days 00:18:25,0.524,0.476,0.5068,0.5027,0.0247,0.0552,0.0122,0.0086
Rumble,Viego,68,234,2.41,1.96,0.558,0.442,0.474,0.443,20953,17460,0 days 00:17:24,0 days 00:17:15,0.5257,0.4743,0.5117,0.5035,0.0228,0.053,0.2814,0.1378
Zed,Irelia,238,39,2.3,1.67,0.4228,0.5772,0.454,0.412,20986,18486,0 days 00:17:06,0 days 00:18:11,0.5181,0.4819,0.5001,0.454,0.126,0.0348,0.4129,0.1462
Pantheon,Ryze,80,13,2.8,1.75,0.5864,0.4136,0.468,0.399,17459,16623,0 days 00:17:07,0 days 00:18:06,0.5828,0.4172,0.517,0.4512,0.0428,0.0154,0.1064,0.0025
Orianna,Ryze,61,13,3.0,2.05,0.5859,0.4141,0.46,0.393,16943,15903,0 days 00:17:32,0 days 00:18:26,0.4752,0.5248,0.4652,0.4512,0.0305,0.0154,0.003,0.0025
Viktor,Corki,112,42,2.56,2.43,0.5243,0.4757,0.42,0.455,21441,21170,0 days 00:18:42,0 days 00:17:58,0.4992,0.5008,0.5027,0.5069,0.0552,0.0093,0.0086,0.0003
Irelia,Kassadin,39,38,1.8,2.42,0.6751,0.3249,0.426,0.456,19886,18870,0 days 00:18:41,0 days 00:16:23,0.4785,0.5215,0.454,0.5068,0.0348,0.0247,0.1462,0.0122
Azir,Akali,268,84,2.14,2.35,0.4328,0.5672,0.404,0.409,19918,17362,0 days 00:19:20,0 days 00:18:00,0.5233,0.4767,0.4874,0.4776,0.0092,0.0869,0.0006,0.2186
Xerath,Katarina,101,55,2.83,2.3,0.4251,0.5749,0.472,0.473,21687,19376,0 days 00:18:39,0 days 00:18:14,0.4794,0.5206,0.5026,0.5115,0.0391,0.096,0.0496,0.1899
Zoe,Orianna,142,61,2.75,2.45,0.6359,0.3641,0.444,0.44,18575,15958,0 days 00:18:37,0 days 00:17:53,0.5383,0.4617,0.5021,0.4652,0.042,0.0305,0.0294,0.003
Annie,Malzahar,1,90,3.11,2.2,0.6735,0.3265,0.469,0.416,17987,17685,0 days 00:16:28,0 days 00:19:38,0.5579,0.4421,0.5412,0.5242,0.0109,0.0138,0.0012,0.0045
Jayce,Ahri,126,103,2.19,2.68,0.5071,0.4929,0.444,0.445,21040,16477,0 days 00:18:06,0 days 00:17:22,0.5091,0.4909,0.5113,0.5163,0.0174,0.0383,0.0497,0.004
Garen,Katarina,86,55,2.48,2.19,0.5721,0.4279,0.417,0.472,16883,18749,0 days 00:18:01,0 days 00:15:37,0.5385,0.4615,0.5101,0.5115,0.0099,0.096,0.0168,0.1899
Zed,Viktor,238,112,2.4,2.03,0.6908,0.3092,0.436,0.384,18745,19024,0 days 00:18:10,0 days 00:18:01,0.4996,0.5004,0.5001,0.5027,0.126,0.0552,0.4129,0.0086
Aurelion Sol,Corki,136,42,2.48,2.58,0.4821,0.5179,0.461,0.505,18648,26077,0 days 00:18:29,0 days 00:18:12,0.4717,0.5283,0.5528,0.5069,0.0067,0.0093,0.0006,0.0003
Renekton,Zoe,58,142,2.07,2.43,0.5101,0.4899,0.411,0.435,13887,19419,0 days 00:17:30,0 days 00:16:49,0.5149,0.4851,0.4974,0.5021,0.0196,0.042,0.1333,0.0294
Ahri,Mordekaiser,103,82,2.51,1.87,0.4068,0.5932,0.441,0.341,17036,16735,0 days 00:17:58,0 days 00:17:05,0.5111,0.4889,0.5163,0.5106,0.0383,0.0051,0.004,0.0158
Rumble,Zac,68,154,2.02,3.1,0.395,0.605,0.483,0.443,21153,16133,0 days 00:18:04,0 days 00:17:55,0.4318,0.5682,0.5117,0.0,0.0228,0.0,0.2814,0.0074
Irelia,Fizz,39,105,1.52,2.69,0.4931,0.5069,0.411,0.464,18140,18230,0 days 00:18:04,0 days 00:16:55,0.4489,0.5511,0.454,0.4952,0.0348,0.0313,0.1462,0.0728
Malphite,Ekko,54,245,2.73,2.15,0.5566,0.4434,0.447,0.443,17132,18080,0 days 00:17:20,0 days 00:18:32,0.5116,0.4884,0.5346,0.513,0.0129,0.0287,0.1194,0.0129
Nocturne,Camille,56,164,1.91,2.09,0.4773,0.5227,0.426,0.399,15136,15428,0 days 00:17:35,0 days 00:17:18,0.4308,0.5692,0.5215,0.5008,0.015,0.0055,0.0231,0.0107
Syndra,Nocturne,134,56,2.02,2.45,0.4639,0.5361,0.422,0.459,18309,15482,0 days 00:17:50,0 days 00:18:26,0.4091,0.5909,0.4653,0.5215,0.0152,0.015,0.0024,0.0231
Zoe,Kassadin,142,38,2.24,2.49,0.4874,0.5126,0.426,0.431,17106,17548,0 days 00:18:24,0 days 00:17:17,0.4616,0.5384,0.5021,0.5068,0.042,0.0247,0.0294,0.0122
Neeko,Twisted Fate,518,4,2.54,2.19,0.7461,0.2539,0.425,0.452,16991,14644,0 days 00:17:48,0 days 00:17:19,0.5493,0.4507,0.5324,0.4916,0.0084,0.0676,0.0021,0.0139
Sett,Rumble,875,68,2.1,2.19,0.6487,0.3513,0.451,0.471,20216,21882,0 days 00:18:27,0 days 00:17:07,0.5359,0.4641,0.5113,0.5117,0.0199,0.0228,0.1052,0.2814
Ekko,Ryze,245,13,2.66,2.05,0.522,0.478,0.441,0.4,18098,18420,0 days 00:17:36,0 days 00:18:02,0.5372,0.4628,0.513,0.4512,0.0287,0.0154,0.0129,0.0025
Mordekaiser,Yone,82,777,1.99,1.84,0.6104,0.3896,0.357,0.403,16918,17586,0 days 00:16:54,0 days 00:16:59,0.5066,0.4934,0.5106,0.4847,0.0051,0.0629,0.0158,0.0515
Ryze,LeBlanc,13,7,1.72,3.35,0.353,0.647,0.388,0.459,17886,17531,0 days 00:18:47,0 days 00:17:18,0.4504,0.5496,0.4512,0.4971,0.0154,0.0821,0.0025,0.1215
Sion,Viktor,14,112,2.57,2.32,0.4957,0.5043,0.409,0.399,13722,22880,0 days 00:18:30,0 days 00:17:26,0.5568,0.4432,0.5283,0.5027,0.0054,0.0552,0.0051,0.0086
Tristana,Sylas,18,517,2.04,2.14,0.4944,0.5056,0.447,0.445,19714,16739,0 days 00:18:01,0 days 00:15:37,0.496,0.504,0.5027,0.4944,0.0094,0.1351,0.0498,0.242
Qiyana,Viktor,246,112,2.19,2.05,0.6371,0.3629,0.446,0.413,17653,19535,0 days 00:17:23,0 days 00:18:26,0.4896,0.5104,0.5096,0.5027,0.0724,0.0552,0.1252,0.0086
Syndra,Galio,134,3,2.25,3.04,0.5859,0.4141,0.42,0.476,16919,13606,0 days 00:18:25,0 days 00:17:58,0.4649,0.5351,0.4653,0.5129,0.0152,0.0479,0.0024,0.0386
Lux,Veigar,99,45,2.85,2.32,0.4878,0.5122,0.472,0.407,20272,17332,0 days 00:18:29,0 days 00:18:21,0.4513,0.5487,0.4811,0.4841,0.0125,0.006,0.0037,0.0007
Lucian,Ryze,236,13,2.27,1.91,0.6964,0.3036,0.437,0.375,19491,15430,0 days 00:18:06,0 days 00:16:46,0.5079,0.4921,0.4617,0.4512,0.0463,0.0154,0.0429,0.0025
Kassadin,Twisted Fate,38,4,2.8,2.12,0.6646,0.3354,0.469,0.437,18666,13983,0 days 00:17:00,0 days 00:17:47,0.5193,0.4807,0.5068,0.4916,0.0247,0.0676,0.0122,0.0139
Veigar,Fizz,45,105,1.96,2.66,0.349,0.651,0.421,0.442,16412,16900,0 days 00:18:24,0 days 00:18:14,0.4976,0.5024,0.4841,0.4952,0.006,0.0313,0.0007,0.0728
Twisted Fate,Rumble,4,68,2.34,2.56,0.3125,0.6875,0.457,0.488,14767,20099,0 days 00:17:36,0 days 00:17:49,0.5005,0.4995,0.4916,0.5117,0.0676,0.0228,0.0139,0.2814
Cassiopeia,Zed,69,238,1.66,2.49,0.3661,0.6339,0.393,0.452,16726,20295,0 days 00:17:31,0 days 00:18:50,0.4523,0.5477,0.5078,0.5001,0.0134,0.126,0.0039,0.4129
Garen,Annie,86,1,2.54,2.32,0.5397,0.4603,0.388,0.441,13279,18498,0 days 00:18:08,0 days 00:16:32,0.5349,0.4651,0.5101,0.5412,0.0099,0.0109,0.0168,0.0012
Azir,Ekko,268,245,2.1,2.72,0.4065,0.5935,0.427,0.448,19112,18395,0 days 00:16:49,0 days 00:18:44,0.4498,0.5502,0.4874,0.513,0.0092,0.0287,0.0006,0.0129
Viego,Nocturne,234,56,1.98,2.26,0.4254,0.5746,0.443,0.466,17307,16754,0 days 00:16:32,0 days 00:17:25,0.4828,0.5172,0.5035,0.5215,0.053,0.015,0.1378,0.0231
Tristana,Yasuo,18,157,2.05,1.97,0.427,0.573,0.402,0.382,13037,13976,0 days 00:15:32,0 days 00:16:00,0.4517,0.5483,0.5027,0.4945,0.0094,0.0824,0.0498,0.1139
Riven,Sylas,92,517,2.14,2.05,0.566,0.434,0.437,0.452,18827,18616,0 days 00:18:16,0 days 00:17:54,0.5248,0.4752,0.5219,0.4944,0.0064,0.1351,0.0043,0.242
Neeko,Corki,518,42,2.66,2.34,0.7357,0.2643,0.441,0.469,17326,24030,0 days 00:18:59,0 days 00:17:11,0.5169,0.4831,0.5324,0.5069,0.0084,0.0093,0.0021,0.0003
Orianna,Malzahar,61,90,2.84,2.47,0.6649,0.3351,0.451,0.391,15611,16292,0 days 00:17:56,0 days 00:18:34,0.4138,0.5862,0.4652,0.5242,0.0305,0.0138,0.003,0.0045
Lucian,Tristana,236,18,1.9,2.07,0.5112,0.4888,0.407,0.399,14408,13972,0 days 00:15:47,0 days 00:15:45,0.4785,0.5215,0.4617,0.5027,0.0463,0.0094,0.0429,0.0498
Malphite,Wukong,54,62,2.33,2.38,0.4157,0.5843,0.43,0.441,16819,16576,0 days 00:17:53,0 days 00:16:55,0.5529,0.4471,0.5346,0.5194,0.0129,0.0054,0.1194,0.0095
Kassadin,Vladimir,38,8,2.52,2.06,0.58,0.42,0.432,0.387,21348,19012,0 days 00:17:53,0 days 00:17:47,0.5144,0.4856,0.5068,0.4893,0.0247,0.0362,0.0122,0.0247
Corki,Garen,42,86,2.02,2.59,0.3963,0.6037,0.435,0.388,22760,15364,0 days 00:16:26,0 days 00:18:29,0.3846,0.6154,0.5069,0.5101,0.0093,0.0099,0.0003,0.0168
Jayce,Cho'Gath,126,31,2.01,2.58,0.3235,0.6765,0.431,0.436,23865,17471,0 days 00:17:52,0 days 00:17:19,0.5132,0.4868,0.5113,0.5178,0.0174,0.0058,0.0497,0.001
